,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,57711.664108,17.561,1.622,343,557,o,0,1.42,139.70175,-12.25903,9782.6,7441.3,3.93,3.43,83.4,-0.46,17.25,16.86,02a57711o0847o
1,57715.647294,-22.953,8.0,-2,19,c,0,0.99,139.70175,-12.25903,6932.29,5175.76,4.25,4.18,69.6,-0.346,19.2,20.99,02a57715o0775c
2,57715.661238,-21.073,4.156,-14,56,c,0,1.17,139.70175,-12.25903,6913.51,5142.27,4.44,4.41,45.2,-0.33,18.11,19.06,02a57715o0802c
3,57735.591397,-20.891,2.605,-16,42,o,0,1.2,139.70175,-12.25903,8502.73,5704.57,3.85,3.73,54.7,-0.417,18.41,19.3,02a57735o0681o
4,57735.605241,-21.06,2.868,-14,39,o,0,1.26,139.70175,-12.25903,8483.18,5667.76,3.77,3.67,53.3,-0.417,18.43,19.3,02a57735o0708o
5,57735.619102,-21.322,3.719,-11,40,o,0,1.02,139.70175,-12.25903,8540.37,5750.39,3.7,3.36,84.2,-0.447,18.49,19.3,02a57735o0735o
6,57735.632989,-22.04,7.706,-6,43,o,0,1.01,139.70175,-12.25903,8560.99,5633.96,3.75,3.23,87.7,-0.445,18.5,19.29,02a57735o0762o
7,57735.647338,25.066,125.0,0,43,o,0,0.98,139.70175,-12.25903,8523.65,5688.08,3.7,3.48,85.7,-0.441,18.48,19.3,02a57735o0789o
8,57743.644238,-20.836,1.265,-17,21,o,0,1.28,139.70175,-12.25903,7499.81,4456.36,3.74,3.47,-86.4,-0.418,19.08,20.46,02a57743o0894o
9,57743.656652,21.16,1.811,12,23,o,0,0.97,139.70175,-12.25903,7482.32,4414.46,3.72,3.42,-86.3,-0.42,19.05,20.39,02a57743o0918o
10,57743.669605,-23.364,20.0,-2,33,o,0,1.13,139.70175,-12.25903,7539.44,4492.16,3.66,3.36,-85.4,-0.429,18.53,19.36,02a57743o0943o
11,57747.559331,20.583,0.707,21,15,c,0,0.81,139.70175,-12.25903,6960.45,5436.63,4.13,3.94,11.7,-0.363,19.67,21.81,02a57747o0746c
12,57747.572873,-22.111,2.533,-5,13,c,0,1.15,139.70175,-12.25903,6942.79,5399.27,3.97,3.89,80.8,-0.364,19.7,21.79,02a57747o0773c
13,57747.586394,20.782,0.857,18,15,c,0,1.04,139.70175,-12.25903,7000.34,5481.77,4.69,4.0,1.1,-0.361,19.58,21.78,02a57747o0800c
14,57747.599874,-20.888,0.976,-16,16,c,0,1.17,139.70175,-12.25903,7019.63,5365.28,4.2,4.0,3.3,-0.368,19.6,21.72,02a57747o0827c
15,57747.616889,-21.923,2.167,-6,13,c,0,1.29,139.70175,-12.25903,6982.09,5421.73,3.94,3.79,89.1,-0.38,19.64,21.67,02a57747o0861c
16,57751.542181,21.244,1.121,12,13,c,0,1.0,139.70175,-12.25903,613.57,4352.51,4.0,3.83,77.2,-0.383,19.83,21.97,02a57751o0231c
17,57751.553262,-20.834,0.755,-17,13,c,0,1.07,139.70175,-12.25903,10371.67,4382.67,4.02,3.46,83.5,-0.437,19.83,21.94,02a57751o0253c
18,57751.554767,20.991,1.0,15,15,c,0,0.97,139.70175,-12.25903,596.02,4317.87,3.92,3.78,78.7,-0.388,19.83,21.93,02a57751o0256c
19,57751.572351,-22.068,2.267,-5,12,c,0,1.34,139.70175,-12.25903,653.44,4394.38,4.02,3.92,72.9,-0.385,19.78,21.89,02a57751o0291c
20,57751.574333,-22.636,4.778,-3,15,c,0,0.72,139.70175,-12.25903,10354.86,4345.64,4.07,3.54,84.0,-0.434,19.8,21.91,02a57751o0295c
21,57751.580372,21.899,2.222,6,14,c,0,1.01,139.70175,-12.25903,10411.98,4422.9,4.03,3.47,84.4,-0.443,19.81,21.89,02a57751o0307c
22,57751.582422,20.913,0.778,16,12,c,0,1.41,139.70175,-12.25903,673.33,4278.64,3.95,3.81,81.6,-0.39,19.79,21.87,02a57751o0311c
23,57751.594423,-20.323,0.468,-27,13,c,0,1.36,139.70175,-12.25903,10433.02,4307.05,4.0,3.42,85.6,-0.44,19.81,21.87,02a57751o0335c
24,57751.595941,-21.107,1.053,-13,14,c,0,1.11,139.70175,-12.25903,636.41,4336.12,3.93,3.8,77.3,-0.392,19.79,21.84,02a57751o0338c
25,57751.608548,-20.979,1.0,-15,15,c,0,0.94,139.70175,-12.25903,10394.18,4365.57,4.01,3.44,85.4,-0.451,19.78,21.83,02a57751o0363c
26,57755.543766,-20.45,0.527,-24,13,c,0,1.2,139.70175,-12.25903,9160.07,6730.51,3.86,3.44,85.0,-0.429,19.84,21.94,02a57755o0671c
27,57755.556114,-22.185,2.875,-5,14,c,0,1.07,139.70175,-12.25903,9142.28,6696.22,3.75,3.29,-89.0,-0.446,19.84,21.89,02a57755o0695c
28,57755.570024,-21.166,0.951,-12,12,c,0,1.59,139.70175,-12.25903,9200.75,6774.19,3.74,3.29,-87.7,-0.447,19.84,21.88,02a57755o0722c
29,57755.584485,21.131,1.024,13,13,c,0,1.25,139.70175,-12.25903,9220.27,6658.75,3.77,3.39,-87.0,-0.441,19.8,21.84,02a57755o0750c
30,57755.598343,-20.403,0.481,-25,12,c,0,1.4,139.70175,-12.25903,9181.95,6716.66,3.76,3.32,-87.3,-0.443,19.81,21.84,02a57755o0777c
31,57763.519235,-19.334,0.433,-67,29,o,0,1.11,139.70175,-12.25903,6792.51,5298.66,3.52,3.3,-89.4,-0.441,18.71,19.63,02a57763o0524o
32,57763.532468,20.722,1.683,19,31,o,0,0.95,139.70175,-12.25903,6774.2,5261.63,3.5,3.28,-89.5,-0.444,18.7,19.62,02a57763o0550o
33,57763.546158,21.213,2.579,12,31,o,0,1.1,139.70175,-12.25903,6832.45,5343.27,3.46,3.29,-85.1,-0.448,18.69,19.6,02a57763o0577o
34,57763.559896,22.867,11.5,3,30,o,0,1.07,139.70175,-12.25903,6854.6,5226.78,3.52,3.33,-83.7,-0.442,18.66,19.57,02a57763o0604o
35,57763.574798,22.15,5.687,5,28,o,0,1.36,139.70175,-12.25903,6818.41,5284.37,3.47,3.27,-84.9,-0.452,18.66,19.56,02a57763o0632o
36,57767.515724,-22.071,7.0,-5,38,o,0,1.55,139.70175,-12.25903,9016.14,5101.82,3.52,3.01,-87.7,-0.457,18.32,18.9,02a57767o0599o
37,57767.53122,19.983,1.151,37,42,o,0,1.08,139.70175,-12.25903,8996.99,5065.75,3.55,3.07,-87.2,-0.467,18.31,18.9,02a57767o0629o
38,57767.546696,-20.297,1.8,-28,50,o,0,1.11,139.70175,-12.25903,9054.69,5145.43,3.56,3.04,-87.4,-0.473,18.31,18.89,02a57767o0659o
39,57767.562155,20.069,1.418,34,48,o,0,0.85,139.70175,-12.25903,9076.93,5029.87,3.55,3.07,-87.8,-0.473,18.3,18.88,02a57767o0689o
40,57767.577607,19.05,0.551,87,48,o,0,1.11,139.70175,-12.25903,9040.8,5087.14,3.62,3.15,-88.1,-0.46,18.26,18.85,02a57767o0719o
41,57771.509614,-20.377,0.987,-26,25,o,0,0.89,139.70175,-12.25903,6820.94,3786.84,3.64,3.46,-88.0,-0.421,18.99,20.24,02a57771o0603o
42,57771.525235,-22.04,4.118,-6,23,o,0,1.17,139.70175,-12.25903,6802.06,3750.3,3.55,3.38,-84.9,-0.428,19.0,20.23,02a57771o0633o
43,57771.540844,20.22,0.843,30,25,o,0,0.93,139.70175,-12.25903,6858.98,3829.27,3.62,3.43,-88.4,-0.422,18.97,20.19,02a57771o0663o
44,57771.556328,23.01,12.2,2,28,o,0,1.08,139.70175,-12.25903,6881.47,3713.86,4.62,3.81,-0.6,-0.388,18.74,20.13,02a57771o0693o
45,57771.57187,20.861,1.829,16,30,o,0,1.02,139.70175,-12.25903,6844.99,3770.6,4.83,3.74,1.7,-0.384,18.66,20.01,02a57771o0723o
46,57779.483951,20.133,0.427,32,14,c,0,1.15,139.70175,-12.25903,8629.17,7074.8,3.74,3.47,-76.7,-0.447,19.8,21.88,02a57779o0518c
47,57779.498966,19.662,0.293,50,14,c,0,1.25,139.70175,-12.25903,8611.36,7037.29,3.81,3.55,-80.9,-0.439,19.78,21.86,02a57779o0547c
48,57779.514484,20.358,0.526,26,14,c,0,1.38,139.70175,-12.25903,8669.84,7117.03,3.83,3.7,-67.5,-0.433,19.76,21.87,02a57779o0577c
49,57779.52999,20.61,0.672,21,14,c,0,1.17,139.70175,-12.25903,8688.72,7000.46,3.86,3.62,-81.7,-0.425,19.78,21.87,02a57779o0607c
