,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,58728.581687,-21.847,1.52,-7,10,c,0,0.81,98.76423,50.43479,8245.16,3030.95,2.45,2.41,16.8,-0.387,19.62,21.46,02a58728o0761c
1,58728.58489,-21.125,0.788,-13,10,c,0,0.99,98.76423,50.43479,8263.99,3069.19,2.47,2.37,29.0,-0.385,19.62,21.47,02a58728o0768c
2,58728.591592,21.612,1.131,8,9,c,0,1.06,98.76423,50.43479,8209.84,2992.45,2.53,2.42,33.4,-0.382,19.62,21.47,02a58728o0782c
3,58728.603085,-21.241,0.91,-12,10,c,0,0.84,98.76423,50.43479,8189.05,3109.81,2.45,2.43,54.9,-0.386,19.63,21.51,02a58728o0807c
4,58734.617728,20.681,0.424,19,8,o,0,1.31,98.76423,50.43479,2893.25,5670.82,2.03,1.76,84.7,-0.427,19.75,20.92,01a58734o0725o
5,58734.621946,25.478,35.0,0,8,o,0,1.01,98.76423,50.43479,2874.73,5633.15,2.06,1.79,85.6,-0.433,19.72,20.95,01a58734o0734o
6,58734.631577,21.942,1.882,6,11,o,0,1.04,98.76423,50.43479,2931.22,5711.96,2.1,1.8,81.5,-0.432,19.49,20.34,01a58734o0754o
7,58734.637116,20.578,1.057,21,22,o,0,0.71,98.76423,50.43479,2952.74,5596.69,2.18,1.91,77.5,-0.424,18.85,19.15,01a58734o0765o
8,58744.593492,20.095,0.492,33,16,o,0,1.25,98.76423,50.43479,2581.64,2822.53,2.42,1.9,42.1,-0.446,19.02,19.7,02a58744o0803o
9,58744.597863,-21.795,2.179,-7,15,o,0,1.31,98.76423,50.43479,2602.42,2861.15,2.3,1.87,42.9,-0.451,19.03,19.71,02a58744o0812o
10,58744.604339,-22.286,3.463,-4,15,o,0,0.96,98.76423,50.43479,2546.78,2783.4,2.42,1.86,41.3,-0.449,19.04,19.76,02a58744o0825o
11,58744.616048,21.545,2.125,9,19,o,0,0.96,98.76423,50.43479,2527.23,2898.9,2.43,1.88,41.5,-0.45,19.07,19.84,02a58744o0849o
12,58746.591186,-19.669,1.082,-49,53,o,0,1.27,98.76423,50.43479,5482.48,9626.83,2.04,1.91,-79.3,-0.433,17.76,17.7,01a58746o0830o
13,58746.595867,-20.364,1.336,-26,35,o,0,0.91,98.76423,50.43479,5465.61,9586.0,1.93,1.81,-74.9,-0.424,18.22,18.19,01a58746o0840o
14,58746.601457,18.96,0.638,95,60,o,0,1.45,98.76423,50.43479,5522.71,9664.31,1.96,1.84,-72.6,-0.413,17.5,17.43,01a58746o0852o
15,58746.611684,-16.662,1.715,-786,1347,o,0,1.79,98.76423,50.43479,5543.36,9549.2,1.94,1.81,-82.0,-0.467,15.01,15.34,01a58746o0874o
16,58752.616716,24.447,18.5,1,11,o,0,0.81,98.76423,50.43479,5140.63,6844.64,2.21,1.91,46.9,-0.44,19.68,21.03,02a58752o0840o
17,58752.620475,21.737,1.303,7,10,o,0,1.11,98.76423,50.43479,5162.07,6883.74,2.11,1.9,46.0,-0.445,19.71,21.04,02a58752o0848o
18,58752.6291,22.566,3.147,3,11,o,0,0.83,98.76423,50.43479,5100.34,6805.08,2.21,1.9,42.9,-0.444,19.66,20.94,02a58752o0866o
