,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,60032.037407,-21.556,0.967,-9,8,c,0,1.64,212.41166,9.5608,9291.9,3025.73,2.57,2.27,-57.3,-0.385,19.58,21.36,03a60032o0217c
1,60032.041069,-21.924,1.634,-6,10,c,0,1.3,212.41166,9.5608,9310.36,3065.31,2.63,2.28,-58.9,-0.393,19.56,21.36,03a60032o0225c
2,60032.047081,-23.061,4.867,-2,10,c,0,0.94,212.41166,9.5608,9254.84,2987.33,2.6,2.22,-57.5,-0.393,19.55,21.35,03a60032o0238c
3,60032.058037,-20.594,0.514,-21,11,c,0,0.73,212.41166,9.5608,9232.95,3103.51,2.56,2.2,-57.8,-0.393,19.57,21.32,03a60032o0262c
4,60033.026701,-23.36,5.545,-2,9,c,0,0.9,212.41166,9.5608,9289.34,3018.95,2.68,2.24,-60.6,-0.38,19.54,21.39,03a60033o0633c
5,60033.062121,-20.491,0.562,-23,13,c,0,1.18,212.41166,9.5608,9312.82,3061.99,3.76,2.85,-68.1,-0.356,19.15,21.23,03a60033o0709c
6,60033.090443,20.426,0.406,24,10,c,0,1.41,212.41166,9.5608,9262.65,2983.99,2.47,2.21,-58.3,-0.389,19.54,21.18,03a60033o0769c
7,60033.115282,25.11,33.0,0,11,c,0,1.29,212.41166,9.5608,9245.85,3100.16,2.74,2.3,-66.8,-0.38,19.37,21.11,03a60033o0822c
8,60033.298581,21.422,1.265,10,12,o,0,1.08,212.41166,9.5608,2679.41,7066.95,2.21,1.86,-77.6,-0.397,19.34,20.69,04a60033o0701o
9,60033.323825,-21.166,0.771,-12,10,o,0,1.96,212.41166,9.5608,2715.99,7087.22,2.15,1.85,-73.6,-0.412,19.34,20.59,04a60033o0755o
10,60033.355964,-22.948,5.944,-2,14,o,0,1.3,212.41166,9.5608,2674.63,6993.94,2.18,1.95,-54.3,-0.422,19.22,20.42,04a60033o0813o
11,60033.358953,21.662,1.456,8,11,o,0,2.78,212.41166,9.5608,2654.86,7109.87,2.2,1.99,-56.6,-0.418,19.2,20.4,04a60033o0819o
12,60034.231024,23.425,8.0,2,12,o,0,0.82,212.41166,9.5608,7916.73,3527.86,2.26,1.93,-17.2,-0.412,19.34,20.67,04a60034o0558o
13,60034.234241,-21.382,1.15,-10,12,o,0,1.37,212.41166,9.5608,7899.05,3488.74,2.2,1.94,-15.4,-0.419,19.39,20.74,04a60034o0565o
14,60034.254096,22.887,4.05,2,10,o,0,1.04,212.41166,9.5608,7968.26,3564.72,2.22,1.88,-20.6,-0.431,19.47,20.89,04a60034o0607o
15,60034.258656,-20.691,0.481,-19,9,o,0,1.63,212.41166,9.5608,7988.89,3447.78,2.43,2.07,-19.5,-0.404,19.4,20.87,04a60034o0617o
16,60034.513164,-21.327,1.284,-11,14,o,0,1.24,212.41166,9.5608,7835.21,7838.98,2.42,2.0,35.8,-0.436,19.32,20.25,02a60034o0580o
17,60034.536138,-19.75,0.303,-46,14,o,0,1.19,212.41166,9.5608,7817.07,7804.4,2.47,1.97,37.9,-0.433,19.32,20.34,02a60034o0626o
18,60034.561771,22.373,3.0,4,12,o,0,1.39,212.41166,9.5608,7877.65,7879.82,2.37,1.95,37.8,-0.442,19.53,20.72,02a60034o0677o
19,60034.56616,21.666,1.565,8,12,o,0,1.39,212.41166,9.5608,7899.74,7763.35,2.35,1.95,35.6,-0.437,19.52,20.74,02a60034o0684o
20,60034.961583,-20.782,0.861,-18,15,o,0,1.34,212.41166,9.5608,1275.13,7549.34,2.76,2.48,-46.3,-0.386,19.06,20.14,03a60035o0528o
