,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59927.554712,-21.1,1.318,-13,17,o,0,1.02,175.54454,66.94899,5256.69,1579.94,2.21,2.1,57.6,-0.421,18.9,19.71,02a59927o0793o
1,59927.55789,-20.602,0.83,-21,17,o,0,0.99,175.54454,66.94899,5275.69,1618.29,2.22,2.08,54.9,-0.421,19.0,19.74,02a59927o0800o
2,59927.561057,-22.08,3.478,-5,19,o,0,0.82,175.54454,66.94899,5222.2,1540.17,2.13,2.05,77.9,-0.431,18.96,19.74,02a59927o0807o
3,59927.571235,-20.338,0.673,-27,18,o,0,0.96,175.54454,66.94899,5205.48,1655.78,2.22,2.05,57.3,-0.43,18.99,19.77,02a59927o0829o
4,59959.527569,21.319,1.205,11,13,o,0,1.28,175.54454,66.94899,2334.68,5071.28,2.47,1.96,38.6,-0.423,19.27,20.32,02a59959o0724o
5,59959.530281,-21.465,1.608,-9,15,o,0,0.85,175.54454,66.94899,2354.63,5109.72,2.27,1.91,41.4,-0.438,19.32,20.32,02a59959o0730o
6,59959.533521,20.867,0.758,16,12,o,0,1.08,175.54454,66.94899,2294.34,5028.14,2.34,1.94,40.0,-0.429,19.3,20.33,02a59959o0737o
7,59959.54317,20.959,0.93,15,14,o,0,0.87,175.54454,66.94899,2274.41,5142.1,2.29,1.87,41.1,-0.436,19.35,20.31,02a59959o0758o
8,59963.565092,-21.337,1.177,-11,12,o,0,1.26,175.54454,66.94899,4572.16,7916.91,2.54,1.98,39.0,-0.424,19.45,20.8,02a59963o0578o
9,59963.570591,-21.687,1.707,-8,13,o,0,0.89,175.54454,66.94899,4594.59,7955.74,2.53,1.97,38.3,-0.424,19.47,20.76,02a59963o0590o
10,59963.573769,-21.279,1.012,-11,11,o,0,1.35,175.54454,66.94899,4529.22,7878.25,2.6,1.99,35.1,-0.413,19.46,20.78,02a59963o0597o
11,59963.581032,-20.915,0.741,-16,12,o,0,1.36,175.54454,66.94899,4504.96,7994.51,2.66,2.01,35.3,-0.412,19.45,20.79,02a59963o0613o
12,59967.535125,-22.58,3.556,-3,12,o,0,0.93,175.54454,66.94899,2799.5,9664.64,2.21,2.08,50.2,-0.441,19.54,21.0,02a59967o0615o
13,59967.537385,21.874,1.709,6,11,o,0,1.28,175.54454,66.94899,2821.77,9704.98,2.11,2.03,58.9,-0.443,19.54,21.0,02a59967o0620o
14,59967.580437,20.731,0.609,18,11,o,0,1.12,175.54454,66.94899,2758.82,9626.49,2.16,2.02,37.0,-0.443,19.54,21.0,02a59967o0671o
15,59967.607332,-20.599,0.489,-21,10,o,0,1.35,175.54454,66.94899,7833.21,826.32,2.13,1.99,-70.4,-0.445,19.5,21.01,02a59967o0687o
16,60015.433005,18.721,0.131,118,16,o,0,1.37,175.54454,66.94899,786.35,2772.1,2.12,2.04,57.2,-0.439,19.11,20.07,02a60015o0371o
17,60015.435268,18.678,0.146,123,18,o,0,0.75,175.54454,66.94899,804.56,2812.77,2.19,2.08,63.0,-0.432,19.08,20.08,02a60015o0376o
18,60015.460542,19.207,0.231,75,17,o,0,0.71,175.54454,66.94899,756.12,2732.46,2.12,2.01,51.1,-0.439,19.13,20.1,02a60015o0428o
19,60015.48606,19.661,1.069,50,53,o,0,0.51,175.54454,66.94899,41.78,4426.36,2.13,2.05,-52.8,-0.372,19.1,20.05,02a60015o0482o
20,60015.521326,20.438,0.429,24,10,o,0,0.93,175.54454,66.94899,66.04,4293.51,2.27,2.27,-28.0,-0.384,18.96,19.92,02a60015o0556o
21,60019.48094,18.559,0.107,137,15,o,0,1.58,175.54454,66.94899,5181.08,8482.16,2.31,2.03,30.4,-0.427,19.09,20.41,02a60019o0565o
22,60019.484134,18.476,0.098,148,14,o,0,1.1,175.54454,66.94899,5161.28,8441.54,2.36,2.05,33.9,-0.425,19.26,20.63,02a60019o0572o
23,60019.489598,18.648,0.1,126,13,o,0,0.68,175.54454,66.94899,5218.83,8516.6,2.34,2.05,27.6,-0.416,19.5,20.91,02a60019o0584o
24,60019.523439,18.552,0.117,138,16,o,0,0.9,175.54454,66.94899,5238.74,8392.53,2.36,1.96,29.7,-0.425,19.13,20.39,02a60019o0656o
25,60023.395234,18.483,0.103,147,15,o,0,1.03,175.54454,66.94899,5414.81,8808.61,2.49,2.05,38.6,-0.426,19.18,20.5,02a60023o0376o
26,60023.39705,18.469,0.106,149,16,o,0,1.42,175.54454,66.94899,5433.46,8848.49,2.39,2.05,39.6,-0.432,19.22,20.53,02a60023o0380o
27,60023.400213,18.4,0.091,158,14,o,0,0.95,175.54454,66.94899,5375.54,8771.37,2.53,2.11,39.2,-0.422,19.33,20.69,02a60023o0387o
28,60023.413805,18.538,0.119,140,17,o,0,1.51,175.54454,66.94899,5356.28,8888.15,2.45,2.05,36.5,-0.428,19.05,20.34,02a60023o0416o
29,60027.478678,18.739,0.143,116,17,o,0,1.15,175.54454,66.94899,3552.1,8365.23,2.28,2.0,27.0,-0.41,19.14,20.36,02a60027o0323o
30,60027.482327,18.539,0.077,139,11,o,0,1.63,175.54454,66.94899,3534.02,8322.76,2.25,1.97,27.3,-0.413,19.42,20.65,02a60027o0331o
31,60027.487722,18.547,0.255,138,35,o,0,0.72,175.54454,66.94899,3584.72,8400.22,2.17,1.95,21.9,-0.423,17.32,18.39,02a60027o0342o
32,60027.499465,18.546,0.125,138,17,o,0,1.44,175.54454,66.94899,3603.86,8280.02,2.26,2.02,24.9,-0.419,19.08,20.27,02a60027o0367o
33,60031.374005,18.538,0.091,140,13,o,0,1.55,175.54454,66.94899,7059.85,692.95,2.21,1.83,-61.2,-0.478,19.21,20.18,02a60031o0328o
34,60031.375831,18.362,0.109,164,18,o,0,0.93,175.54454,66.94899,7077.69,732.16,2.23,1.85,-61.6,-0.468,19.22,20.15,02a60031o0332o
35,60031.379014,18.557,0.124,137,17,o,0,0.89,175.54454,66.94899,7024.81,656.95,2.3,1.86,-61.8,-0.472,19.2,20.15,02a60031o0339o
