,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59117.358715,20.949,0.732,15,11,o,0,1.37,345.46341,13.95661,7719.24,4158.74,2.25,2.17,-38.5,-0.402,19.49,20.47,01a59117o0331o
1,59117.361936,-20.299,0.396,-28,11,o,0,1.27,345.46341,13.95661,7699.92,4118.03,2.28,2.15,-23.3,-0.4,19.48,20.46,01a59117o0338o
2,59117.368499,-22.927,4.88,-2,12,o,0,0.96,345.46341,13.95661,7758.04,4194.65,2.19,2.13,-50.9,-0.409,19.51,20.47,01a59117o0352o
3,59117.373742,20.843,0.566,17,9,o,0,1.85,345.46341,13.95661,7776.13,4079.07,2.17,2.1,-40.3,-0.405,19.51,20.49,01a59117o0363o
4,59118.301167,-20.253,0.686,-29,20,o,0,1.35,345.46341,13.95661,8291.83,8539.28,2.84,2.73,-44.5,-0.414,19.0,20.05,02a59118o0207o
5,59118.303953,-21.201,1.568,-12,19,o,0,1.01,345.46341,13.95661,8309.64,8578.56,2.57,2.5,-36.5,-0.409,19.12,20.06,02a59118o0213o
6,59118.310157,25.916,123.0,0,19,o,0,1.11,345.46341,13.95661,8257.63,8500.56,2.61,2.51,-63.5,-0.433,19.15,20.06,02a59118o0226o
7,59118.320253,-20.57,0.634,-22,14,o,0,1.54,345.46341,13.95661,8240.73,8617.06,2.31,2.25,87.1,-0.426,19.24,20.11,02a59118o0248o
8,59119.402888,22.487,3.526,4,13,o,0,1.88,345.46341,13.95661,2285.96,2025.18,2.03,1.93,50.6,-0.453,19.21,19.89,02a59119o0419o
9,59119.406114,-22.167,2.577,-5,13,o,0,1.79,345.46341,13.95661,2265.82,1986.62,1.97,1.94,72.1,-0.456,19.2,19.88,02a59119o0426o
10,59119.433291,-21.912,2.277,-6,14,o,0,1.25,345.46341,13.95661,2322.2,2064.84,2.0,1.93,51.7,-0.47,19.15,19.8,02a59119o0479o
11,59119.438471,-22.056,2.667,-6,15,o,0,0.89,345.46341,13.95661,2342.51,1946.16,1.99,1.92,63.8,-0.464,19.14,19.73,02a59119o0490o
12,59120.390479,21.73,1.587,7,12,o,0,1.63,345.46341,13.95661,4137.2,2436.47,1.99,1.91,4.5,-0.422,19.14,19.6,01a59120o0407o
