,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59190.561022,20.18,0.557,31,17,o,0,1.06,153.4485,-0.9153,7820.97,2571.34,2.22,1.87,35.4,-0.424,19.03,19.66,02a59190o0745o
1,59190.562855,21.283,1.275,11,14,o,0,1.89,153.4485,-0.9153,7842.43,2610.33,1.99,1.91,40.2,-0.427,19.1,19.66,02a59190o0749o
2,59190.56563,22.094,3.143,5,17,o,0,0.99,153.4485,-0.9153,7782.36,2532.59,2.05,1.88,40.3,-0.435,19.13,19.66,02a59190o0755o
3,59190.574376,21.17,1.328,12,16,o,0,0.98,153.4485,-0.9153,7763.64,2649.41,2.09,1.93,28.4,-0.431,19.09,19.68,02a59190o0774o
4,59192.59786,21.524,1.531,9,14,o,0,1.17,153.4485,-0.9153,1010.67,1780.31,2.46,2.07,79.4,-0.468,19.48,20.76,01a59192o0899o
5,59192.601544,21.581,1.487,8,13,o,0,1.2,153.4485,-0.9153,991.3,1741.26,2.47,2.09,68.7,-0.466,19.5,20.76,01a59192o0907o
6,59192.606151,22.113,2.6,5,14,o,0,1.09,153.4485,-0.9153,1049.9,1819.97,2.41,1.97,78.0,-0.48,19.5,20.77,01a59192o0917o
7,59192.618571,22.987,5.348,2,12,o,0,1.44,153.4485,-0.9153,1066.53,1703.25,2.38,1.93,76.3,-0.482,19.51,20.73,01a59192o0943o
8,59194.588385,-22.122,1.884,-5,10,c,0,0.86,153.4485,-0.9153,3216.03,6921.68,2.39,2.3,20.9,-0.396,19.71,21.57,02a59194o0874c
9,59194.591597,21.028,0.65,14,9,c,0,1.1,153.4485,-0.9153,3238.39,6959.27,2.4,2.31,26.4,-0.392,19.75,21.57,02a59194o0881c
10,59194.597115,20.805,0.528,17,9,c,0,1.45,153.4485,-0.9153,3180.01,6881.52,2.42,2.32,26.9,-0.396,19.74,21.56,02a59194o0893c
11,59194.609378,-24.431,15.6,-1,10,c,0,1.08,153.4485,-0.9153,3161.52,6997.77,2.41,2.34,7.4,-0.399,19.7,21.53,02a59194o0919c
12,59198.551357,-21.063,2.312,-14,32,c,0,1.04,153.4485,-0.9153,3214.15,6921.55,2.43,2.37,23.2,-0.395,18.33,20.02,02a59198o0792c
13,59198.554101,-20.343,0.853,-26,23,c,0,1.61,153.4485,-0.9153,3232.5,6958.97,2.52,2.37,18.0,-0.385,18.56,20.29,02a59198o0798c
14,59198.556857,-21.804,3.0,-7,21,c,0,0.97,153.4485,-0.9153,3175.21,6882.61,2.41,2.33,22.2,-0.391,18.67,20.36,02a59198o0804c
15,59198.564198,21.554,1.438,9,12,c,0,1.28,153.4485,-0.9153,3153.82,6997.83,2.39,2.32,18.3,-0.396,19.29,21.04,02a59198o0820c
16,59204.524661,-21.781,1.269,-7,9,c,0,1.29,153.4485,-0.9153,817.87,8091.1,2.32,2.07,-76.0,-0.392,19.85,21.72,01a59204o0658c
17,59204.536661,-21.682,0.807,-8,6,c,0,1.83,153.4485,-0.9153,799.85,8053.86,2.35,2.13,-76.5,-0.384,19.83,21.75,01a59204o0684c
18,59204.554111,23.414,5.0,2,8,c,0,1.28,153.4485,-0.9153,861.71,8131.71,2.39,2.24,-60.4,-0.381,19.83,21.89,01a59204o0720c
19,59204.558283,-23.349,4.714,-2,8,c,0,1.5,153.4485,-0.9153,880.91,8016.93,2.74,2.43,-71.3,-0.36,19.74,21.86,01a59204o0729c
20,59206.538812,-20.752,0.466,-18,8,c,0,1.22,153.4485,-0.9153,1271.05,7017.94,2.38,2.33,-33.2,-0.424,19.71,21.63,02a59206o0741c
21,59206.542025,-22.444,2.129,-4,8,c,0,1.4,153.4485,-0.9153,1289.55,7056.67,2.39,2.29,-34.7,-0.429,19.73,21.62,02a59206o0748c
22,59206.544769,-22.241,2.158,-5,10,c,0,1.11,153.4485,-0.9153,1231.88,6979.18,2.37,2.27,-38.9,-0.427,19.74,21.61,02a59206o0754c
