,MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
0,59761.420187,-21.695,1.341,-8,10,c,0,0.96,56.53985,-40.3383,2076.95,8707.32,2.95,2.44,-87.1,-0.337,19.6,21.62,04a59761o0982c
1,59761.426694,-22.984,3.2,-2,7,c,0,1.51,56.53985,-40.3383,2057.76,8667.17,2.85,2.26,-86.5,-0.345,19.65,21.56,04a59761o0994c
2,59761.441411,22.451,4.0,4,15,c,0,1.09,56.53985,-40.3383,2120.15,8747.72,2.89,2.32,-84.6,-0.338,19.2,20.6,04a59761o1020c
3,59763.414027,-20.829,1.213,-17,20,c,0,0.91,56.53985,-40.3383,8043.36,8418.02,2.46,2.28,-57.3,-0.4,18.87,20.62,04a59763o1010c
4,59763.421808,-21.589,2.259,-8,19,c,0,1.68,56.53985,-40.3383,8022.17,8381.66,2.6,2.28,-66.4,-0.395,18.79,20.58,04a59763o1027c
5,59763.431096,-19.839,0.542,-42,23,c,0,1.13,56.53985,-40.3383,8083.05,8459.49,2.64,2.39,-65.8,-0.378,18.64,20.43,04a59763o1047c
6,59763.436288,19.156,0.5,79,40,c,0,1.17,56.53985,-40.3383,8103.99,8341.92,2.6,2.29,-64.5,-0.425,18.19,19.76,04a59763o1058c
7,59776.142369,20.684,0.804,19,16,o,0,1.41,56.53985,-40.3383,1882.0,8556.76,2.38,2.07,-48.2,-0.391,19.01,19.49,03a59776o0955o
8,59776.145122,21.3,1.591,11,17,o,0,1.32,56.53985,-40.3383,1863.26,8516.15,2.38,2.09,-50.7,-0.403,18.99,19.52,03a59776o0961o
9,59776.152475,20.463,0.833,24,20,o,0,1.22,56.53985,-40.3383,1922.33,8593.37,2.37,2.12,-53.1,-0.428,18.93,19.47,03a59776o0977o
10,59776.162,21.748,2.345,7,17,o,0,1.11,56.53985,-40.3383,1942.0,8478.96,2.37,2.13,-49.7,-0.394,19.01,19.59,03a59776o0997o
11,59776.188182,20.184,0.876,31,27,o,0,1.19,56.53985,-40.3383,1893.14,8533.24,2.42,2.15,-50.8,-0.391,18.64,18.82,03a59776o1054o
12,59778.105757,-21.748,2.762,-7,20,o,0,1.55,56.53985,-40.3383,1887.14,8563.18,2.7,2.38,-46.3,-0.381,18.65,19.14,03a59778o0873o
13,59778.122492,21.436,3.0,10,29,o,0,0.91,56.53985,-40.3383,1866.08,8519.96,2.96,2.69,-49.5,-0.39,18.57,19.22,03a59778o0909o
14,59778.125284,20.444,1.04,24,25,o,0,1.18,56.53985,-40.3383,1923.37,8600.0,2.83,2.57,-45.6,-0.381,18.66,19.27,03a59778o0915o
