,ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
52,129210,SN 2023iex,21:39:56.070,+24:39:34.66,SN IIn,0.029,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF23aajkisd,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.75,g-ZTF,2023-05-13 10:06:14.400,ZTF_Bot1,,2023TNSTR1085....1F,2023TNSCR1334....1K,
53,128941,SN 2023huv,13:29:03.655,-10:25:29.37,SN IIn,0.177,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",FLEET,ATLAS; Pan-STARRS; ZTF,ZTF23aafmjbx,"ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1",Magellan-Clay - LDSS-3,1,1,,20.66,g-ZTF,2023-04-15 08:15:21.600,ZTF_Bot1,,2023TNSTR1038....1F,2023TNSCR1973....1G,
54,126740,SN 2023erg,15:30:05.640,+35:40:19.92,SN IIn,0.067,,,"ZTF, ATLAS","ZTF, ATLAS",SGLF,ATLAS; ZTF,ZTF23aaecexq,"ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.01,g-ZTF,2023-03-29 07:48:00.000,ZTF_Bot1,,2023TNSTR.738....1F,2023TNSCR.929....1D,
55,126619,SN 2023emr,08:05:16.552,+81:43:08.85,SN IIn,0.148,,,ZTF,ZTF,ZTF,ZTF,ZTF23aadtvmb,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.09,r-ZTF,2023-03-27 08:49:55.200,ZTF_Bot1,,2023TNSTR.701....1F,2023TNSCR1181....1W,
56,124426,SN 2023bie,01:10:27.400,+18:01:23.77,SN IIn,0.062,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF23aabvcmb,"Gaia - Gaia-photometric, P48 - ZTF-Cam",NOT - ALFOSC,1,1,,19.57,g-ZTF,2023-02-02 03:30:14.400,ZTF_Bot1,,2023TNSTR.292....1F,2023TNSCR.348....1S,
57,124410,SN 2023bho,16:16:04.270,+44:54:06.60,SN IIn,0.182,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF23aaavyag,"P48 - ZTF-Cam, PS2 - GPC2",NOT - ALFOSC,1,1,,19.31,r-ZTF,2023-01-23 10:22:04.800,ZTF_Bot1,,2023TNSTR.285....1F,2023TNSCR.427....1S,
58,124110,SN 2023awp,15:30:01.536,+12:59:15.15,SN IIn,0.013608,,,ZTF,ZTF,ZTF,ZTF,ZTF23aablgzj,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.58,g-ZTF,2023-01-27 10:48:00.000,ZTF_Bot1,,2023TNSTR.217....1F,2023TNSCR.301....1S,
59,123799,SN 2023alo,14:22:49.013,-13:16:30.72,SN IIn,0.105,,,"ZTF, ATLAS, BlackGEM","ZTF, ATLAS, BlackGEM",ZTF,ATLAS; BlackGEM; ZTF,ZTF23aaabzea,"ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, BG4 - BlackGEM-Cam4, ML1 - MeerLICHT-Cam, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.37,r-ZTF,2023-01-07 12:43:12.000,ZTF_Bot1,,2023TNSTR.182....1F,2023TNSCR.907....1P,
60,123592,SN 2023adz,11:32:37.721,+68:23:48.74,SN IIn,0.05,WISEA J113237.40+682350.6,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23aaarwbd,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.0814,r-ZTF,2023-01-22 08:46:19.001,ALeRCE,,2023TNSTR.156....1F,2023TNSCR.272....1S,
61,120038,SN 2022aahy,06:58:56.240,+39:38:06.94,SN IIn,0.135,,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF22abtsypf,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,20.49,r-ZTF,2022-11-06 12:10:04.800,ZTF_Bot1,,2022TNSTR3310....1F,2022TNSCR3621....1H,
62,119780,SN 2022zyd,02:08:33.200,+52:49:36.37,SN IIn,0.063,,,"ZTF, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; ZTF,ZTF22abtcpig,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.39,g-ZTF,2022-11-10 09:44:38.400,ZTF_Bot1,,2022TNSTR3285....1F,2022TNSCR3438....1H,
63,117460,SN 2022wqo,07:52:15.122,-01:08:27.91,SN IIn,0.0935,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF22abizuah,"ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.74,g-ZTF,2022-10-03 11:08:09.600,ZTF_Bot1,,2022TNSTR2873....1F,2022TNSCR3314....1P,
64,117130,SN 2022wed,07:24:15.497,+19:04:52.71,SN IIn,0.114,,,"ZTF, Fink, ATLAS","ZTF, ATLAS",BTDG,ATLAS; Fink; ZTF,ZTF22abhwlnm,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",Magellan-Clay - LDSS-3,1,1,,20.46,r-ZTF,2022-09-21 10:53:45.600,ZTF_Bot1,,2022TNSTR2808....1F,2023TNSCR.446....1H,
65,117039,SN 2022waq,09:42:31.976,+07:05:59.88,SN IIn,0.024935,SDSS J094231.46+070556.6,0.02493505,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF22abiupzw,"ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",P60 - SEDM,1,1,,17.8405,r-ZTF,2022-09-27 12:26:11.996,ALeRCE,,2022TNSTR2792....1M,2022TNSCR2958....1S,
66,116935,SN 2022vwu,09:11:29.197,+16:39:46.68,SN IIn,0.1968,,,"ANTARES, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ANTARES; ATLAS; Pan-STARRS,ZTF22abghrui,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",NOT - ALFOSC,1,1,,19.367,r-ZTF,2022-09-25 12:25:33.600,ANTARES_bot,,2022TNSTR2772....1A,2022TNSCR3251....1S,
67,116542,SN 2022vib,05:20:06.580,+10:37:59.74,SN IIn,0.048,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF22abhclyh,"ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,20.43,g-ZTF,2022-09-19 11:06:43.200,ZTF_Bot1,,2022TNSTR2728....1F,2022TNSCR3179....1A,
68,116011,SN 2022uot,05:37:10.508,+68:34:31.98,SN IIn,0.079,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF22abfyvhf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,19.14,g-ZTF,2022-09-17 07:49:26.400,ZTF_Bot1,,2022TNSTR2678....1F,2022TNSCR3459....1P,
69,115268,SN 2022tmo,04:35:51.420,-13:19:38.10,SN IIn,0.034,,,"ZTF, ATLAS, YSE, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; YSE; ZTF,ZTF22abfnfud,"ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",Lick-3m - KAST,1,1,,19.5,r-ZTF,2022-09-04 10:46:33.600,ZTF_Bot1,,2022TNSTR2587....1F,2022TNSCR2914....1B,
70,114973,SN 2022tbh,17:25:09.720,+67:49:45.77,SN IIn,0.052,,,"ZTF, Pan-STARRS, ATLAS, Fink, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF22abeyzcl,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",NOT - ALFOSC,1,1,,19.02,g-ZTF,2022-09-03 06:54:43.200,ZTF_Bot1,,2022TNSTR2569....1F,2022TNSCR2630....1S,
71,114755,SN 2022ssx,01:41:13.796,+56:28:18.48,SN IIn,0.016,SDSS J014113.90+562814.8,,"ALeRCE, ATLAS","ZTF, ATLAS",,ALeRCE; ATLAS,ZTF22abegzdb,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",OHP-1.93m - MISTRAL,1,1,,20.0077,r-ZTF,2022-08-31 11:08:16.996,ALeRCE,,2022TNSTR2529....1M,2022TNSCR2945....1P,
72,114283,SN 2022saz,01:49:09.000,+08:30:35.10,SN IIn,0.08,,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF22abcesfo,"ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.98,r-ZTF,2022-08-22 10:36:28.800,ZTF_Bot1,,2022TNSTR2447....1F,2022TNSCR2743....1G,
73,113894,SN 2022rmg,17:02:49.550,-21:48:08.32,SN IIn,0.057,,,"ZTF, GaiaAlerts, Pan-STARRS","ZTF, GaiaAlerts, Pan-STARRS",ePESSTO+,GaiaAlerts; Pan-STARRS; ZTF,ZTF22abajyqm,"Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.32,r-ZTF,2022-08-12 04:09:07.200,ZTF_Bot1,,2022TNSTR2378....1F,2022TNSCR2407....1A,
74,113767,SN 2022rhl,19:20:44.220,+46:52:54.78,SN IIn,0.118,,,ZTF,ZTF,SGLF,ZTF,ZTF22aasoali,P48 - ZTF-Cam,LT - SPRAT,1,1,,21.0,g-ZTF,2022-07-03 09:15:50.400,ZTF_Bot1,,2022TNSTR2343....1F,2022TNSCR2439....1P,
75,113565,SN 2022qzx,18:02:17.770,+80:06:03.13,SN IIn,0.058,,,"ZTF, Pan-STARRS, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF22aazbxmi,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P200 - DBSP,1,1,,20.31,r-ZTF,2022-07-26 06:53:16.800,ZTF_Bot1,,2022TNSTR2280....1F,2022TNSCR3255....1P,
76,112689,SN 2022pss,01:28:19.226,+20:23:45.32,SN IIn,0.06,SDSS J012819.15+202345.7,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; ATLAS; Pan-STARRS,ZTF22aawfeov,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.6906,g-ZTF,2022-07-25 10:45:16.004,ALeRCE,,2022TNSTR2109....1M,2022TNSCR2488....1G,
77,112405,SN 2022phy,14:12:15.432,+34:23:29.31,SN IIn,0.0339,WISEA J141214.63+342333.2,0.033907,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ZTF22aauwwsf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",UH88 - SNIFS,1,1,,19.8305,r-ZTF,2022-07-22 05:54:45.996,ALeRCE,,2022TNSTR2056....1M,2022TNSCR2083....1T,
78,111610,SN 2022oeh,19:16:50.010,+45:57:18.65,SN IIn,0.03,WISEA J191650.22+455720.5,,"ALeRCE, Pan-STARRS, ATLAS, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF22aarrawv,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,19.849,r-ZTF,2022-07-03 07:42:29.002,ALeRCE,,2022TNSTR1855....1F,2022TNSCR2174....1P,
79,111592,SN 2022odp,23:45:33.320,+29:38:25.91,SN IIn,0.134,,,"ANTARES, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",SGLF,ANTARES; ATLAS; GaiaAlerts,ZTF22aapkbkl,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.0012,g-ZTF,2022-07-03 10:50:51.936,ANTARES_bot,,2022TNSTR1856....1A,2022TNSCR2172....1P,
80,110777,SN 2022myl,16:51:02.370,+30:39:52.34,SN IIn,0.0371,SDSS J165103.67+303949.0,0.03713505,"ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF22aaohilj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",LT - SPRAT,1,1,,20.1363,r-ZTF,2022-06-12 08:39:59.999,ALeRCE,,2022TNSTR1691....1F,2022TNSCR1912....1H,
81,110628,SN 2022msv,18:19:11.493,+41:01:02.49,SN IIn,0.154,,,"SGLF, ATLAS","ZTF, ATLAS",,ATLAS; SGLF,ZTF22aanuapl,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam",TNG - DOLORES,1,1,,20.71,g-ZTF,2022-06-07 07:54:40.000,Perez-Fournon,,2022TNSTR1664....1P,2022TNSCR2359....1C,
82,110447,SN 2022mma,14:39:01.490,+15:59:11.69,SN IIn,0.038,SDSS J143901.93+155923.1,0.037474,"SGLF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",Global SN Project,ATLAS; GaiaAlerts; Pan-STARRS; SGLF,ZTF22aanwibf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",FTS - FLOYDS-S,1,1,,19.431,r-ZTF,2022-06-10 05:05:38.000,Perez-Fournon,,2022TNSTR1626....1P,2022TNSCR1677....1P,
83,110305,SN 2022mgr,18:32:37.023,+20:36:09.41,SN IIn,0.068,,,"ALeRCE, Fink, ATLAS","ZTF, ATLAS",SGLF,ALeRCE; ATLAS; Fink,ZTF22aanjyae,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.317,r-ZTF,2022-06-07 07:28:29.004,ALeRCE,,2022TNSTR1579....1M,2022TNSCR1652....1P,
84,110228,SN 2022mds,17:32:33.903,+43:16:26.86,SN IIn,0.0745,,,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",SGLF,ALeRCE; ATLAS; Pan-STARRS,ZTF22aanesux,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,20.7106,g-ZTF,2022-06-04 07:39:36.996,ALeRCE,,2022TNSTR1568....1M,2022TNSCR1758....1P,
85,108193,SN 2022jna,22:52:10.000,+73:31:30.04,SN IIn,0.093,,,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts,ZTF22aajjojx,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.6301,r-ZTF,2022-05-08 10:13:17.000,ALeRCE,,2022TNSTR1215....1F,2022TNSCR1726....1P,
86,108066,SN 2022jie,12:42:48.105,+64:34:29.69,SN IIn,0.0748,WISEA J124248.46+643430.4,0.074811,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF22aajcupz,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,20.6536,g-ZTF,2022-05-01 05:46:12.003,ALeRCE,,2022TNSTR1166....1M,2022TNSCR1479....1P,
87,107187,SN 2022iaz,12:30:31.315,-19:04:42.13,SN IIn,0.067,WISEA J123031.16-190439.4,,"ALeRCE, ATLAS","ZTF, ATLAS",ePESSTO+,ALeRCE; ATLAS,ZTF22aahedwz,"ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,18.4187,g-ZTF,2022-04-21 07:09:01.999,ALeRCE,,2022TNSTR1028....1M,2022TNSCR1200....1D,
88,106961,SN 2022hsu,22:11:37.720,+46:18:40.03,SN IIn,0.018,,,"ZTF, GaiaAlerts, ATLAS, Fink","ZTF, GaiaAlerts, ATLAS","SCAT, UCSC",ATLAS; Fink; GaiaAlerts; ZTF,ZTF22aagvtzz,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam","Lick-3m - KAST, UH88 - SNIFS",1,1,,18.37,g-ZTF,2022-04-18 10:40:48.000,ZTF_Bot1,,2022TNSTR1010....1F,"2022TNSCR1280....1A, 2022TNSCR1502....1T",
89,106445,SN 2022gzi,17:46:04.840,+42:16:34.61,SN IIn,0.089,SDSS J174604.85+421634.6,,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF22aaetqzk,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",LT - SPRAT,1,1,,19.9523,r-ZTF,2022-04-04 09:17:20.999,ALeRCE,,2022TNSTR.914....1M,2022TNSCR1478....1P,
90,95657,SN 2021adou,00:57:51.305,+09:37:52.72,SN IIn,0.039,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ATLAS; Pan-STARRS; ZTF,ZTF21acmfxkc,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2",SOAR - Goodman,1,1,,20.73,g-ZTF,2021-11-04 06:17:16.800,ZTF_Bot1,,2021TNSTR3785....1F,2021TNSCR3823....1J,
91,95609,SN 2021admz,20:23:30.944,-23:26:32.57,SN IIn,0.056,WISEA J202331.00-232635.4,,ALeRCE,ZTF,Global SN Project,ALeRCE,ZTF21aclknsx,P48 - ZTF-Cam,FTN - FLOYDS-N,1,1,,19.9727,g-ZTF,2021-11-03 02:39:03.001,ALeRCE,,2021TNSTR3767....1M,2021TNSCR3952....1G,
92,94929,SN 2021acnp,01:17:35.259,+08:30:41.73,SN IIn,0.069,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",REFITT,ATLAS; Pan-STARRS; ZTF,ZTF21achducl,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2",SOAR - Goodman,1,1,,20.41,r-ZTF,2021-10-11 07:42:14.400,ZTF_Bot1,,2021TNSTR3692....1F,2021TNSCR4157....1W,
93,93907,SN 2021abbv,03:24:03.544,+15:58:09.95,SN IIn,0.07,WISEA J032403.77+155804.5,,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",REFITT,ALeRCE; ATLAS; Pan-STARRS,ZTF21achfddh,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",SOAR - Goodman,1,1,,19.6554,r-ZTF,2021-10-11 08:53:50.001,ALeRCE,,2021TNSTR3474....1F,2021TNSCR4157....1W,
94,92689,SN 2021zhw,21:27:19.614,+02:47:33.38,SN IIn,0.044,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF21acdqdge,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.96,r-ZTF,2021-09-21 05:35:31.200,ZTF_Bot1,,2021TNSTR3280....1F,2021TNSCR3312....1M,
95,92434,SN 2021yyy,22:40:07.556,-05:00:12.51,SN IIn,0.093,SDSS J224007.51-050012.2,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; ATLAS; Pan-STARRS,ZTF21accgsbf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,20.3017,r-ZTF,2021-09-15 08:39:32.999,ALeRCE,,2021TNSTR3190....1M,2021TNSCR3519....1C,
96,92428,SN 2021yys,07:25:42.211,+44:49:25.11,SN IIn,0.043293,CGCG 205-044,0.043293,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF21acckcni,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,19.2263,r-ZTF,2021-09-15 11:49:52.997,ALeRCE,,2021TNSTR3190....1M,2021TNSCR3472....1P,
97,91860,SN 2021ydc,01:25:17.636,+22:23:25.31,SN IIn,0.055,WISEA J012517.64+222324.8,,"ALeRCE, ATLAS","ZTF, ATLAS","ePESSTO+, ZTF",ALeRCE; ATLAS,ZTF21abxlmuw,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, LT - SPRAT",1,1,,20.762,g-ZTF,2021-09-02 08:12:04.003,ALeRCE,,2021TNSTR3056....1M,"2022TNSCR2488....1G, 2022TNSCR2665....1H",
98,91805,SN 2021yaz,02:30:37.001,+25:26:07.49,SN IIn,0.039,,,"AMPEL, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,AMPEL; ATLAS; Fink; Pan-STARRS,ZTF19abstsvm,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P200 - DBSP, P60 - SEDM",1,1,,19.6,r-ZTF,2021-09-06 09:43:28.416,ZTF_AMPEL_NEW,,2021TNSTR3057....1N,"2021TNSCR3134....1C, 2021TNSCR3599....1C",
99,91682,SN 2021xwg,23:39:58.320,-22:47:19.64,SN IIn,0.027,AM 2337-230 NED02,0.025981,"ALeRCE, Pan-STARRS, AMPEL, ATLAS, Fink, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",SCAT,ALeRCE; AMPEL; ATLAS; Fink; GaiaAlerts; Pan-STARRS,ZTF21abxtfwo,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,18.3231,r-ZTF,2021-09-04 08:33:17.004,ALeRCE,,2021TNSTR3033....1F,2021TNSCR3104....1H,
100,91547,SN 2021xre,00:15:07.198,+17:29:55.30,SN IIn,0.06,,,"ALeRCE, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS",UCSC,ALeRCE; ATLAS; Pan-STARRS; YSE,ZTF21abvuwbp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1",Keck1 - LRIS,1,1,,20.4817,r-ZTF,2021-08-27 08:09:23.999,ALeRCE,,2021TNSTR3004....1M,2021TNSCR3046....1D,
101,90878,SN 2021wrr,17:11:07.792,+72:29:19.84,SN IIn,0.048,SDSS J171107.71+722919.9,,"ALeRCE, AMPEL, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; AMPEL; ATLAS,ZTF21abujgmr,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam",P200 - DBSP,1,1,,20.3011,g-ZTF,2021-08-16 06:50:05.001,ALeRCE,,2021TNSTR2884....1F,2021TNSCR3031....1C,
102,90727,SN 2021wly,00:43:02.042,-06:24:47.87,SN IIn,0.057,SDSS J004301.66-062435.9,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ZTF21abulpnc,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,19.6983,g-ZTF,2021-08-20 11:29:32.001,ALeRCE,,2021TNSTR2865....1M,2021TNSCR2991....1T,
103,90419,SN 2021waf,14:00:44.840,+49:22:22.58,SN IIn,0.1265,SDSS J140045.04+492223.4,,"ALeRCE, GaiaAlerts, AMPEL, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ALeRCE; AMPEL; ATLAS; GaiaAlerts; Pan-STARRS,ZTF21abtdvpg,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",APO-3.5m - DIS,1,1,,19.3044,r-ZTF,2021-08-15 04:17:09.001,ALeRCE,,2021TNSTR2816....1F,2021TNSCR3188....1G,
104,90037,SN 2021vma,18:09:06.682,+22:24:07.54,SN IIn,0.06,,,"ZTF, ATLAS","ZTF, ATLAS",REFITT,ATLAS; ZTF,ZTF21abpkpuy,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",SOAR - Goodman,1,1,,20.73,g-ZTF,2021-07-10 07:39:21.600,ZTF_Bot1,,2021TNSTR2755....1F,2021TNSCR2881....1W,
