Nested Sampling Global Log-Evidence           :   -0.159820712896196149E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.165849880104180407E+02  +/-    0.845461392581193516E-01

Dim No.       Mean        Sigma
   1    0.574320692172878774E-01    0.308744885308703072E-02
   2   -0.402695122149131102E+01    0.624452420388130203E-01
   3    0.328332738312505701E+00    0.163395179917566399E-01
   4    0.757388170012517126E+00    0.122100348263839455E-01
   5    0.112161815771086009E-01    0.138193719499577687E-02
   6    0.112140555318333068E+01    0.514025231420956515E-02
   7   -0.175646802585952644E+01    0.226292813587087971E+00
   8   -0.558749879147981479E-01    0.635591694320001011E-01
   9   -0.289785494749077621E+01    0.302027683058649199E+01
  10   -0.975028877292509338E-01    0.984084878456144146E-01
  11    0.622388072403396581E-01    0.992969837970318903E-01
  12   -0.529086177699665608E-01    0.939680716489233597E-01
  13   -0.251953152045446105E+00    0.135403238924023117E+00
  14   -0.109485777657210592E+01    0.260653922124377546E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.614508925439413642E-01
   2   -0.403391211541502148E+01
   3    0.326162761923966316E+00
   4    0.744812742800630700E+00
   5    0.125984466295312753E-01
   6    0.112503405139362855E+01
   7   -0.159561517591308100E+01
   8   -0.117313389010751945E+00
   9   -0.240013297355573130E+01
  10   -0.130242479712220083E+00
  11   -0.564311940626472733E-01
  12   -0.156318905615074610E+00
  13    0.536922517475580952E-01
  14   -0.109236446482646898E+01

MAP Parameters
Dim No.        Parameter
   1    0.507484135879106429E-01
   2   -0.407429584184895788E+01
   3    0.362272837634844025E+00
   4    0.760852059171915784E+00
   5    0.137943689974154259E-01
   6    0.112816870685283033E+01
   7   -0.180050959094972307E+01
   8   -0.908953272220404673E-01
   9   -0.549489967743823726E+01
  10    0.828706240702792030E-01
  11    0.466302656918455571E-01
  12   -0.300142667788736772E+00
  13   -0.259744732244009735E+00
  14   -0.113244637840179418E+01
