Nested Sampling Global Log-Evidence           :   -0.148625094109583102E+02  +/-    0.452803755321324608E+00
Nested Importance Sampling Global Log-Evidence:   -0.196552382317938168E+02  +/-    0.474409367408614308E-01

Dim No.       Mean        Sigma
   1    0.104717633222286804E+00    0.297887869716321786E-01
   2   -0.340116546716710886E+02    0.154937533720009424E+01
   3    0.881105671067749951E+00    0.537206128566226349E-01
   4    0.160328392025529998E+01    0.189487853131424605E+00
   5    0.740529552144465406E-02    0.211406771488559329E-02
   6    0.167190418273078101E+01    0.214479472354381306E+00
   7   -0.176705523550660515E+01    0.420582162857189523E+00
   8   -0.282102634807356867E-01    0.411117799074797313E-01
   9   -0.274747559728547674E+01    0.171406374958497842E+01
  10   -0.748238549447210327E-01    0.818609937806621252E-01
  11   -0.389799944426464026E-01    0.120259490019045040E+00
  12   -0.251445018010966692E+00    0.206610233914653441E+00
  13   -0.507669706380660946E-01    0.166295495195382448E+00
  14   -0.106422297545371580E+01    0.593230232408303720E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.105673622094721781E+00
   2   -0.340346862171746380E+02
   3    0.846241232505451690E+00
   4    0.154727059947363133E+01
   5    0.716980355380143763E-02
   6    0.170321161281592182E+01
   7   -0.190577851561747025E+01
   8   -0.277558816917038154E-02
   9   -0.196826732823881034E+01
  10   -0.373252195067478865E-01
  11    0.352694005525048468E-01
  12   -0.116325780539838372E+00
  13   -0.120478941843229423E+00
  14   -0.108083481930838454E+01

MAP Parameters
Dim No.        Parameter
   1    0.105673622094721781E+00
   2   -0.340346862171746380E+02
   3    0.846241232505451690E+00
   4    0.154727059947363133E+01
   5    0.716980355380143763E-02
   6    0.170321161281592182E+01
   7   -0.190577851561747025E+01
   8   -0.277558816917038154E-02
   9   -0.196826732823881034E+01
  10   -0.373252195067478865E-01
  11    0.352694005525048468E-01
  12   -0.116325780539838372E+00
  13   -0.120478941843229423E+00
  14   -0.108083481930838454E+01
