Nested Sampling Global Log-Evidence           :   -0.167970691704234305E+02  +/-    0.452936426510102574E+00
Nested Importance Sampling Global Log-Evidence:   -0.228548713103785772E+02  +/-    0.393160285231663950E-01

Dim No.       Mean        Sigma
   1    0.847964812621417735E-01    0.364369421974545943E-01
   2   -0.188131876279878334E+02    0.206910527111256437E+01
   3    0.824517166292374037E+00    0.852016992704742598E-01
   4    0.141354486616586228E+01    0.227960220180454781E+00
   5    0.888545943314534604E-02    0.308681635856879622E-02
   6    0.172150402935142322E+01    0.425031955596210445E-01
   7   -0.172211198601772497E+01    0.451303789669555089E+00
   8   -0.111126023101490737E+00    0.427247696255746920E-01
   9   -0.671830507855056069E+01    0.184367688225485482E+01
  10    0.229548187847632285E-01    0.112421728298766538E+00
  11   -0.567479456331410892E-01    0.130855362350457277E+00
  12   -0.156662156252990736E+00    0.211917752216769700E+00
  13   -0.130192059864518012E+00    0.602601953794801928E-01
  14   -0.105948614845054023E+01    0.579029291323978068E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.729902911212001876E-01
   2   -0.187547058596512599E+02
   3    0.632977202951676032E+00
   4    0.155349220394816578E+01
   5    0.918788409917749294E-02
   6    0.173707546236118038E+01
   7   -0.128438271371797574E+01
   8   -0.107605797021589025E+00
   9   -0.655712054753210971E+01
  10    0.157033973451528613E+00
  11   -0.120428765756832395E+00
  12   -0.409948635850463095E-01
  13   -0.147775618836102102E+00
  14   -0.103721814585607119E+01

MAP Parameters
Dim No.        Parameter
   1    0.729902911212001876E-01
   2   -0.187547058596512599E+02
   3    0.632977202951676032E+00
   4    0.155349220394816578E+01
   5    0.918788409917749294E-02
   6    0.173707546236118038E+01
   7   -0.128438271371797574E+01
   8   -0.107605797021589025E+00
   9   -0.655712054753210971E+01
  10    0.157033973451528613E+00
  11   -0.120428765756832395E+00
  12   -0.409948635850463095E-01
  13   -0.147775618836102102E+00
  14   -0.103721814585607119E+01
