         MJD         m       dm    uJy  duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57328.657123 16.802877      NaN    -18   230 o    0     0.81 175.53248 66.94899  6736.69  6588.52 4.00 3.02 -83.5 -0.550    16.77 16.53 02a57328o0691o 0xc00802
57386.531266 19.014394      NaN     -7    30 o    0     0.80 175.53248 66.94899  6460.39  6907.68 3.59 3.22 -88.2 -0.464    18.69 19.89 02a57386o0546o 0xc00800
57386.539273 19.014394      NaN    -34    30 o    0     0.86 175.53248 66.94899  6158.68  6333.59 3.50 3.12 -85.2 -0.474    18.75 19.95 02a57386o0559o 0xc00800
57386.555946 18.944322      NaN     15    27 o    0     0.95 175.53248 66.94899  7051.92  7478.76 3.47 3.03 -89.6 -0.480    18.81 20.02 02a57386o0586o 0xc00800
57386.564017 19.128787      NaN    -12    27 o    0     1.00 175.53248 66.94899  7356.60  5728.39 3.48 3.09  88.9 -0.478    18.82 20.05 02a57386o0599o 0xc00800
57387.522745 19.169763      NaN    -12    26 o    0     1.07 175.53248 66.94899  6462.48  6904.45 3.45 3.09  90.0 -0.473    18.92 19.96 02a57387o0535o 0xc00800
57387.531390 19.351140      NaN     -4    22 o    0     1.29 175.53248 66.94899  6159.88  6329.79 3.46 3.12 -89.9 -0.464    18.95 19.99 02a57387o0549o 0xc00800
57387.541252 19.351140      NaN    -33    22 o    0     1.13 175.53248 66.94899  7052.64  7475.93 3.41 3.10  89.3 -0.483    18.96 20.01 02a57387o0565o 0xc00800
57387.562166 19.115465      NaN     16    22 o    0     0.99 175.53248 66.94899  7358.42  5725.83 3.47 3.11  86.5 -0.463    18.99 20.05 02a57387o0599o 0xc00800
57409.551761 18.615142      NaN     16    38 o    0     1.06 175.53248 66.94899  7058.15  6311.98 3.90 3.57  89.0 -0.443    18.33 19.47 02a57409o0577o 0xc00800
57409.579836 18.640491      NaN     16    37 o    0     1.49 175.53248 66.94899  7375.58  6886.21 3.56 3.16  86.4 -0.467    18.44 19.33 02a57409o0616o 0xc00800
57409.583491 18.816441      NaN    -47    36 o    0     1.01 175.53248 66.94899  4289.33  4962.14 3.71 3.50 -71.0 -0.428    18.43 19.40 02a57409o0621o 0xc00900
57409.605835 18.757738      NaN    -14    38 o    0     1.05 175.53248 66.94899  4589.82  3217.77 3.75 3.54 -21.1 -0.425    18.43 19.38 02a57409o0653o 0xc00800
57413.552756 18.978793      NaN    -18    31 o    0     0.93 175.53248 66.94899  7260.80  6119.06 3.62 3.19  86.0 -0.478    18.58 19.79 02a57413o0539o 0xc00800
57413.553985 18.776955      NaN      4    36 o    0     1.10 175.53248 66.94899  7574.59  6669.41 3.61 3.10  89.5 -0.482    18.58 19.75 02a57413o0541o 0xc00800
57413.576830 18.675237      NaN     27    32 o    0     1.07 175.53248 66.94899  4383.90  3416.01 3.75 3.48 -24.7 -0.455    18.61 19.68 02a57413o0574o 0xc00800
57413.601669 18.878500      NaN     -8    34 o    0     1.03 175.53248 66.94899  4577.40  3219.53 3.81 3.52 -20.6 -0.448    18.59 19.66 02a57413o0611o 0xc00900
57414.526936 18.910912      NaN    -42    33 o    0     0.96 175.53248 66.94899  6976.73  6586.25 3.50 3.15  87.5 -0.467    18.64 19.71 02a57414o0536o 0xc00900
57414.556135 18.889197      NaN     11    30 o    0     0.95 175.53248 66.94899  7300.01  7163.85 3.50 3.13  88.7 -0.473    18.64 19.70 02a57414o0579o 0xc00800
57414.576222 19.169763      NaN    -33    26 o    0     1.20 175.53248 66.94899  4684.96  2949.35 3.76 3.45 -10.6 -0.447    18.64 19.72 02a57414o0610o 0xc00800
57414.586670 19.014394      NaN      0    30 o    0     1.33 175.53248 66.94899  4584.74  3218.79 3.72 3.53 -23.6 -0.437    18.64 19.74 02a57414o0625o 0xc00800
57418.527412 19.102305      NaN     23    20 o    0     1.06 175.53248 66.94899  7161.69  6608.07 3.42 3.08  87.8 -0.461    19.11 20.57 02a57418o0536o 0xc00800
57418.546513 19.302877      NaN     -7    23 o    0     0.75 175.53248 66.94899  7482.47  7180.43 3.40 3.06 -88.9 -0.474    19.10 20.54 02a57418o0562o 0xc00800
57418.561605 19.197966      NaN     10    22 o    0     0.82 175.53248 66.94899  6256.36  7797.61 3.38 3.14  88.6 -0.465    19.09 20.51 02a57418o0583o 0xc00800
57418.576568 19.351140      NaN     -2    22 o    0     0.90 175.53248 66.94899  4585.03  3216.98 3.61 3.43 -21.0 -0.436    19.09 20.56 02a57418o0606o 0xc00800
57419.516196 19.128787      NaN     15    22 o    0     0.94 175.53248 66.94899  6826.07  6050.53 3.83 3.56  85.9 -0.424    19.05 20.70 02a57419o0489o 0xc00800
57419.555256 18.702047      NaN     51    23 o    0     0.89 175.53248 66.94899  3626.56  4088.02 4.03 3.75 -44.6 -0.404    19.09 20.74 02a57419o0546o 0xc00900
57419.559411 19.401649      NaN     -4    21 o    0     1.06 175.53248 66.94899  4827.31  3481.71 4.00 3.82 -25.0 -0.396    19.08 20.74 02a57419o0552o 0xc00800
57419.579704 19.510313      NaN    -16    19 o    0     1.16 175.53248 66.94899  4583.91  3214.75 3.91 3.66 -20.1 -0.411    19.15 20.82 02a57419o0581o 0xc00800
57440.451861 18.526952      NaN    -91    47 o    0     0.87 175.53248 66.94899  7238.99  6027.07 3.67 3.15  89.3 -0.482    18.17 18.86 02a57440o0434o 0xc00800
57440.474548 18.356290      NaN   -110    55 o    0     0.91 175.53248 66.94899  7548.94  6601.69 3.85 3.30  88.6 -0.489    18.13 18.85 02a57440o0471o 0xc00800
57440.495877 18.142010      NaN     39    54 o    0     0.99 175.53248 66.94899  6365.99  7218.70 3.60 3.15 -88.9 -0.484    18.17 18.81 02a57440o0507o 0xc00800
57440.503726 18.255804      NaN     34    49 o    0     1.49 175.53248 66.94899  6136.61  7497.05 3.58 3.18 -88.5 -0.493    18.16 18.79 02a57440o0520o 0xc00800
57441.447855 18.504094      NaN    -42    48 o    0     1.15 175.53248 66.94899  7019.05  6443.64 3.61 3.10 -89.0 -0.488    18.06 18.67 02a57441o0433o 0xc00800
57441.476132 18.336727      NaN    -11    56 o    0     0.98 175.53248 66.94899  7325.72  6995.59 3.60 3.11  88.1 -0.498    18.07 18.67 02a57441o0479o 0xc00800
57441.478703 18.424171      NaN      2    51 o    0     1.80 175.53248 66.94899  6116.57  7607.73 3.55 3.15 -87.3 -0.489    18.09 18.67 02a57441o0484o 0xc00800
57441.497357 18.336727      NaN    -57    56 o    0     1.29 175.53248 66.94899  6134.41  7495.80 3.50 3.13 -88.9 -0.488    18.12 18.70 02a57441o0516o 0xc00900
57466.428250 18.519279      NaN     46    32 o    0     1.26 175.53248 66.94899  3552.82  4547.34 3.64 3.31 -44.0 -0.516    18.59 19.73 02a57466o0448o 0xc00900
57466.429215 18.729535      NaN     18    33 o    0     1.08 175.53248 66.94899  3250.61  3997.58 3.73 3.31 -30.8 -0.525    18.57 19.72 02a57466o0450o 0xc00800
57466.452024 18.606822      NaN     32    33 o    0     1.07 175.53248 66.94899  4430.38  3367.68 3.83 3.40 -12.0 -0.508    18.57 19.75 02a57466o0494o 0xc00800
57466.474082 18.606822      NaN     32    33 o    0     0.92 175.53248 66.94899  4520.20  3185.76 3.91 3.35 -10.1 -0.511    18.56 19.75 02a57466o0536o 0xc00800
57470.382381 18.053859      NaN      8    70 o    0     0.95 175.53248 66.94899  6778.76  6134.17 3.92 3.40 -88.0 -0.496    17.79 18.35 02a57470o0356o 0xc00800
57474.427034 18.944322      NaN    -26    32 o    0     1.11 175.53248 66.94899  3591.61  4335.83 3.81 3.39 -35.3 -0.528    18.59 19.85 02a57474o0387o 0xc00800
57474.446855 18.757738      NaN      3    37 o    0     0.93 175.53248 66.94899  3284.35  3786.22 3.92 3.35 -23.2 -0.549    18.60 19.85 02a57474o0423o 0xc00800
57474.469584 18.978793      NaN    -33    31 o    0     1.11 175.53248 66.94899  4486.46  3176.34 3.93 3.33  -8.5 -0.518    18.61 19.87 02a57474o0463o 0xc00800
57474.489444 18.786693      NaN    -49    37 o    0     0.77 175.53248 66.94899  4509.90  3196.80 3.92 3.25  -8.8 -0.517    18.60 19.83 02a57474o0498o 0xc00800
57492.356248 19.089302      NaN     -4    28 o    0     0.81 175.53248 66.94899  3534.53  4276.99 3.68 3.42 -46.0 -0.493    18.81 20.09 02a57492o0296o 0xc00800
57492.358383 19.014394      NaN     -2    30 o    0     0.94 175.53248 66.94899  3231.58  3707.85 3.80 3.43 -36.1 -0.486    18.81 20.08 02a57492o0300o 0xc00800
57492.374601 18.836735      NaN     19    29 o    0     0.86 175.53248 66.94899  4422.80  3093.23 3.89 3.52 -13.3 -0.461    18.83 20.18 02a57492o0332o 0xc00800
57492.395903 19.051202      NaN      9    26 o    0     1.06 175.53248 66.94899  4516.92  3192.58 3.89 3.57 -10.9 -0.458    18.83 20.17 02a57492o0370o 0xc00800
57799.564434 18.243872      NaN     18    55 o    0     0.88 175.53248 66.94899  7736.21  6924.71 3.72 3.55  81.2 -0.616    18.68 20.28 01a57799o0618o 0xc00800
57799.585512 18.158337      NaN     33    55 o    0     1.16 175.53248 66.94899  7763.18  6966.72 3.78 3.53  85.2 -0.644    18.66 20.25 01a57799o0657o 0xc00800
57799.596870 18.280067      NaN     39    46 o    0     1.55 175.53248 66.94899  7686.64  6894.54 3.59 3.48  79.0 -0.652    18.68 20.24 01a57799o0678o 0xc00900
57799.617906 18.298627      NaN    -46    58 o    0     0.88 175.53248 66.94899  7675.16  7016.17 3.72 3.56  83.8 -0.636    18.63 20.20 01a57799o0717o 0xc00800
57801.546619 18.459772      NaN     27    41 o    0     1.03 175.53248 66.94899  5236.71  7669.69 3.76 3.69 -57.2 -0.633    18.64 20.30 01a57801o0564o 0xc00800
57801.566597 18.459772      NaN     18    44 o    0     0.93 175.53248 66.94899  5258.28  7711.94 3.63 3.53 -54.8 -0.641    18.65 20.23 01a57801o0602o 0xc00800
57801.580943 18.053859      NaN     89    43 o    0     0.91 175.53248 66.94899  5209.49  7636.82 3.91 3.83 -52.6 -0.621    18.59 20.26 01a57801o0629o 0xc00800
57801.582977 18.649074      NaN    -24    42 o    0     1.01 175.53248 66.94899  5180.76  7753.35 3.86 3.78 -54.7 -0.627    18.59 20.26 01a57801o0633o 0xc00800
57802.546592 18.526952      NaN     -6    47 o    0     0.94 175.53248 66.94899  5238.00  7670.59 4.07 3.96 -61.2 -0.602    18.49 20.15 01a57802o0565o 0xc00800
57802.566616 18.261819      NaN     36    48 o    0     1.10 175.53248 66.94899  5259.27  7713.37 4.77 4.58 -61.1 -0.557    18.31 20.09 01a57802o0602o 0xc00800
57802.580902 18.574166      NaN      0    45 o    0     1.39 175.53248 66.94899  5210.52  7638.14 4.47 4.22 -77.9 -0.590    18.34 20.01 01a57802o0629o 0xc00800
57802.582912 18.110074      NaN     69    46 o    0     1.24 175.53248 66.94899  5181.98  7754.49 3.87 3.79 -68.2 -0.615    18.45 19.99 01a57802o0633o 0xc00800
57803.538990 18.693037      NaN     19    34 o    0     1.17 175.53248 66.94899  6248.42  5155.39 4.48 4.28  86.6 -0.597    18.66 20.65 01a57803o0443o 0xc00800
57803.554105 18.910912      NaN    -50    33 o    0     1.07 175.53248 66.94899  6273.85  5198.68 3.85 3.69 -88.5 -0.605    18.81 20.64 01a57803o0471o 0xc00800
57803.562948 18.606822      NaN     14    39 o    0     0.88 175.53248 66.94899  6213.14  5123.06 4.28 4.04 -85.1 -0.560    18.71 20.63 01a57803o0487o 0xc00800
57803.576297 18.910912      NaN    -14    33 o    0     1.01 175.53248 66.94899  6194.84  5241.36 3.96 3.78 -81.5 -0.553    18.79 20.64 01a57803o0511o 0xc00800
57805.526438 18.978793      NaN    -22    31 o    0     1.51 175.53248 66.94899  8057.35  5616.25 4.12 3.71 -89.9 -0.577    18.74 20.66 01a57805o0551o 0xc00800
57805.538478 18.666446      NaN      7    39 o    0     0.86 175.53248 66.94899  8075.24  5636.38 4.08 3.63 -89.8 -0.592    18.69 20.52 01a57805o0571o 0xc00800
57805.550135 18.649074      NaN    -21    42 o    0     0.94 175.53248 66.94899  8017.47  5585.88 3.92 3.62  81.4 -0.586    18.69 20.50 01a57805o0591o 0xc00800
57805.569811 18.542463      NaN     25    38 o    0     1.22 175.53248 66.94899  8004.63  5706.16 4.01 3.72  86.1 -0.587    18.64 20.45 01a57805o0627o 0xc00800
57807.519512 18.878500      NaN     12    30 o    0     0.95 175.53248 66.94899  5973.70  6131.41 4.04 3.85 -81.9 -0.555    18.96 21.08 01a57807o0481o 0xc00800
57807.531623 19.212347      NaN    -24    25 o    0     1.52 175.53248 66.94899  5991.31  6171.63 4.08 3.87 -79.4 -0.564    18.97 21.10 01a57807o0501o 0xc00800
57807.547100 19.051202      NaN    -40    29 o    0     1.01 175.53248 66.94899  5936.67  6099.14 4.03 3.85 -74.5 -0.557    18.98 21.09 01a57807o0527o 0xc00800
57807.552350 19.212347      NaN    -37    25 o    0     1.21 175.53248 66.94899  5918.19  6216.39 3.99 3.81 -75.0 -0.556    18.99 21.08 01a57807o0536o 0xc00800
57809.514015 15.436878      NaN    703   575 o    0     0.91 175.53248 66.94899  8565.41  4634.99 3.96 3.49  88.6 -0.644    15.99 17.88 01a57809o0521o 0xc00802
57811.531927 18.978793      NaN    -11    31 o    0     1.15 175.53248 66.94899  5806.32  6140.74 4.25 4.05 -79.0 -0.561    18.83 20.92 01a57811o0019o 0xc00800
