Nested Sampling Global Log-Evidence           :   -0.411953667268064549E+02  +/-    0.478558158480766271E+00
Nested Importance Sampling Global Log-Evidence:   -0.456311861146797852E+02  +/-    0.385329852082092680E-01

Dim No.       Mean        Sigma
   1    0.676562969649201346E-01    0.269605101457068008E-01
   2   -0.136974233550380315E+02    0.139680741543490772E+01
   3    0.821466061442155393E+00    0.589648870691050001E-01
   4    0.154124217288998455E+01    0.264516837029361074E+00
   5    0.804172215480420706E-02    0.259320026676900395E-02
   6    0.188794634975792319E+01    0.106784586590174549E+00
   7   -0.163107803233027182E+01    0.394993963606754261E+00
   8   -0.546921661641881912E-01    0.225160066439267677E-01
   9   -0.319583625113606562E+01    0.122559255722110572E+01
  10   -0.252719002464596554E+00    0.993267165423538656E-01
  11   -0.407167292166932884E-01    0.149527900175396439E+00
  12   -0.238210271689004188E+00    0.198147165796281000E+00
  13   -0.119913259915390438E+00    0.177332548126403144E+00
  14   -0.106603354114839122E+01    0.566570416891994943E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.357646623734560049E-01
   2   -0.152824616266404920E+02
   3    0.802926827486919237E+00
   4    0.148382416357422775E+01
   5    0.552419073075653341E-02
   6    0.189635965707907372E+01
   7   -0.148617231052676946E+01
   8   -0.219758538624833938E-01
   9   -0.167649075268333614E+01
  10   -0.265139074074563053E+00
  11    0.152598951667596405E+00
  12   -0.471110395424854944E-01
  13   -0.184555099104739745E+00
  14   -0.113191665496595761E+01

MAP Parameters
Dim No.        Parameter
   1    0.357646623734560049E-01
   2   -0.152824616266404920E+02
   3    0.802926827486919237E+00
   4    0.148382416357422775E+01
   5    0.552419073075653341E-02
   6    0.189635965707907372E+01
   7   -0.148617231052676946E+01
   8   -0.219758538624833938E-01
   9   -0.167649075268333614E+01
  10   -0.265139074074563053E+00
  11    0.152598951667596405E+00
  12   -0.471110395424854944E-01
  13   -0.184555099104739745E+00
  14   -0.113191665496595761E+01
