Nested Sampling Global Log-Evidence           :   -0.542860712140109003E+00  +/-    0.167355587713445969E-01
Nested Importance Sampling Global Log-Evidence:   -0.521745885016698496E+00  +/-    0.137702705379704783E-01

Dim No.       Mean        Sigma
   1    0.816682029248878283E-01    0.386417973825761577E-02
   2   -0.158844541080498836E+02    0.439912621555276384E+00
   3    0.519360641886014274E+00    0.104052419831961507E+00
   4    0.140474314864208849E+01    0.877633180202776371E-02
   5    0.989754217531826387E-02    0.515233337258617767E-03
   6    0.140895433772180612E+01    0.638415657681350602E-02
   7   -0.158366944721428493E+01    0.167918787607973852E+00
   8   -0.737615232513991748E-01    0.717360726007351852E-02
   9   -0.277464402574061486E+01    0.747087668584473730E+00
  10   -0.146102997347849400E+00    0.808287212148765533E-01
  11    0.815105111586071282E-02    0.133741821812422262E-01
  12   -0.208927100929130666E+00    0.193894837804826012E-01
  13   -0.878277676272605085E-01    0.151110245562538475E-01
  14   -0.107799379199496492E+01    0.105510656158587512E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.712354166144678197E-01
   2   -0.160643210897100133E+02
   3    0.604269727596370321E+00
   4    0.140854086314201954E+01
   5    0.962270937747937080E-02
   6    0.141272920891643294E+01
   7   -0.159649424252682604E+01
   8   -0.741160601947714187E-01
   9   -0.258875377964735032E+01
  10   -0.136726990116519065E+00
  11    0.276356540650651086E-01
  12   -0.214002289120801659E+00
  13   -0.106761451074988967E+00
  14   -0.105885916330645080E+01

MAP Parameters
Dim No.        Parameter
   1    0.804714476981681359E-01
   2   -0.161621129649542290E+02
   3    0.500070833502494705E+00
   4    0.140798650171331796E+01
   5    0.953893291481288513E-02
   6    0.140484852166086172E+01
   7   -0.170929878598451301E+01
   8   -0.813913446448676081E-01
   9   -0.384457511806954777E+01
  10   -0.851676431117386334E-01
  11    0.811322024535256030E-02
  12   -0.233987723722470564E+00
  13   -0.116666122902107969E+00
  14   -0.107138810867626511E+01
