Nested Sampling Global Log-Evidence           :   -0.122499717672664744E+03  +/-    0.699707904579984441E+00
Nested Importance Sampling Global Log-Evidence:   -0.126174210765495801E+03  +/-    0.488620853015978782E-01

Dim No.       Mean        Sigma
   1    0.314974763759987425E-01    0.101730309547264260E-01
   2   -0.141529813564156175E+02    0.339052804226637194E+00
   3    0.514340117365652660E+00    0.689031050019359159E-01
   4    0.129578366153165603E+01    0.816910504294892231E-01
   5    0.921651694577967778E-02    0.127187183072782740E-02
   6    0.221579888219235377E+01    0.110173275900617828E-01
   7   -0.166811775382608274E+01    0.415377888762697434E+00
   8   -0.176250739679780465E-01    0.184052081478855850E-01
   9   -0.187609486373700274E+01    0.213315687454196956E+01
  10   -0.256321302464716239E+00    0.130600278641117257E+00
  11    0.208320649494637355E+00    0.619629190491534435E-01
  12    0.138191635007879676E+00    0.574200446416230220E-01
  13   -0.424697620034734449E-01    0.365576165110679113E-01
  14   -0.106213257062984678E+01    0.522754799689824981E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.411997832421663948E-01
   2   -0.138140761147809688E+02
   3    0.505105120478232306E+00
   4    0.124927061602008260E+01
   5    0.103746937296978984E-01
   6    0.221038503814022569E+01
   7   -0.161191623304722387E+01
   8   -0.355889846272119184E-01
   9   -0.411558865851478384E+00
  10   -0.334245230844520402E+00
  11    0.251644703469196707E+00
  12    0.997609971017122399E-01
  13   -0.202357203608517500E-01
  14   -0.111190473125153488E+01

MAP Parameters
Dim No.        Parameter
   1    0.411997832421663948E-01
   2   -0.138140761147809688E+02
   3    0.505105120478232306E+00
   4    0.124927061602008260E+01
   5    0.103746937296978984E-01
   6    0.221038503814022569E+01
   7   -0.161191623304722387E+01
   8   -0.355889846272119184E-01
   9   -0.411558865851478384E+00
  10   -0.334245230844520402E+00
  11    0.251644703469196707E+00
  12    0.997609971017122399E-01
  13   -0.202357203608517500E-01
  14   -0.111190473125153488E+01
