Nested Sampling Global Log-Evidence           :   -0.245120375877079383E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.677869479464649483E+00  +/-    0.582565035997657313E-01

Dim No.       Mean        Sigma
   1    0.110696541608926932E+00    0.453332976764819241E-02
   2   -0.898462084003417694E+01    0.169404640948728591E+00
   3    0.771056970504597206E+00    0.164347871092636391E-01
   4    0.135189729854460805E+01    0.104500457044998957E-01
   5    0.899233499039477253E-02    0.610900079919686370E-03
   6    0.147300501012562179E+01    0.129083830732079144E-01
   7   -0.200491227142578765E+01    0.135695562079492599E+00
   8   -0.177711563518683537E-01    0.497751964407515402E-02
   9   -0.166874638224292537E+01    0.198423181239437252E+00
  10   -0.188169793750064679E+00    0.279985060597511409E-01
  11   -0.137073464998404351E-01    0.113686132514874746E-01
  12   -0.283561994934748152E+00    0.452637343946639334E-01
  13   -0.131076294926197906E+00    0.193247903612355117E-01
  14   -0.108034670396557897E+01    0.114117388941893591E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.112509524716003451E+00
   2   -0.899100993865847542E+01
   3    0.729502377589241746E+00
   4    0.134436758254080591E+01
   5    0.967966315870861550E-02
   6    0.149110268532199997E+01
   7   -0.217860634575041390E+01
   8   -0.148321359010233789E-01
   9   -0.133166856818002621E+01
  10   -0.198182681912089487E+00
  11   -0.126952244959697529E-01
  12   -0.273211209482448369E+00
  13   -0.140449478315734677E+00
  14   -0.107171755629310450E+01

MAP Parameters
Dim No.        Parameter
   1    0.106238801885379319E+00
   2   -0.889159771437090463E+01
   3    0.760362308285474020E+00
   4    0.134133087176218946E+01
   5    0.867478782276579798E-02
   6    0.146163751020771593E+01
   7   -0.202395057142701695E+01
   8   -0.303597046489587144E-01
   9   -0.121237919535849237E+01
  10   -0.216565236376419917E+00
  11   -0.338604828040180925E-01
  12   -0.240245475138948228E+00
  13   -0.135791833829562919E+00
  14   -0.107705035899936452E+01
