Nested Sampling Global Log-Evidence           :   -0.905283471054235989E+01  +/-    0.323580744756011840E+00
Nested Importance Sampling Global Log-Evidence:   -0.135606017941869634E+02  +/-    0.404546117883771220E-01

Dim No.       Mean        Sigma
   1    0.118617085067627512E+00    0.374240557145499378E-01
   2   -0.332023644467449230E+02    0.405333417437846943E+01
   3    0.951917409500585121E+00    0.176346699884779357E+00
   4    0.159922821636812706E+01    0.335752783165037594E+00
   5    0.102433329129386300E-01    0.320422084010397231E-02
   6    0.165094076313496818E+01    0.295575972999269743E+00
   7   -0.174277819728591954E+01    0.393205174390974965E+00
   8   -0.203774754847976837E-01    0.750724653977746237E-01
   9   -0.510632144662464338E+01    0.345516049030562078E+01
  10   -0.211066432512209107E+00    0.156404234059256658E+00
  11   -0.150426934425782477E-01    0.135974091691178023E+00
  12   -0.293508382600205286E+00    0.195321432806879997E+00
  13   -0.112393606977135518E+00    0.215732912756907952E+00
  14   -0.106294997025734927E+01    0.429674536489481756E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.986791578192184327E-01
   2   -0.406305861352741076E+02
   3    0.790179597133654044E+00
   4    0.187494291385182343E+01
   5    0.823275110059948183E-02
   6    0.172450358780733093E+01
   7   -0.211853655916654793E+01
   8   -0.156759666108446938E-02
   9   -0.460517040576541348E+01
  10    0.685226559605652541E-01
  11    0.108643140394070248E+00
  12   -0.422714502613986964E-01
  13   -0.392874111949974791E+00
  14   -0.103212629655075139E+01

MAP Parameters
Dim No.        Parameter
   1    0.986791578192184327E-01
   2   -0.406305861352741076E+02
   3    0.790179597133654044E+00
   4    0.187494291385182343E+01
   5    0.823275110059948183E-02
   6    0.172450358780733093E+01
   7   -0.211853655916654793E+01
   8   -0.156759666108446938E-02
   9   -0.460517040576541348E+01
  10    0.685226559605652541E-01
  11    0.108643140394070248E+00
  12   -0.422714502613986964E-01
  13   -0.392874111949974791E+00
  14   -0.103212629655075139E+01
