Nested Sampling Global Log-Evidence           :   -0.946222590596894975E+01  +/-    0.331370278872969992E+00
Nested Importance Sampling Global Log-Evidence:   -0.144014706341917051E+02  +/-    0.456905946844061023E-01

Dim No.       Mean        Sigma
   1    0.938040198704453848E-01    0.335829171056121478E-01
   2   -0.158818213479107264E+02    0.617549548335677656E+01
   3    0.141120458878029997E+01    0.166931672509011308E+00
   4    0.150920551704082340E+01    0.363025425276474689E+00
   5    0.766345240325590725E-02    0.285249982318484634E-02
   6    0.186892334989733322E+01    0.248583589534654897E+00
   7   -0.176319993509978357E+01    0.412205002942935717E+00
   8   -0.155754107470735426E+00    0.546979276096994094E-01
   9   -0.305112472437757365E+01    0.356534669173668473E+01
  10   -0.637037375609668388E-02    0.155254763949736668E+00
  11   -0.309681175489336415E-01    0.150797609255180515E+00
  12   -0.204455910599327134E+00    0.215797087955327954E+00
  13   -0.855520566865896614E-01    0.184315967268951553E+00
  14   -0.107546474958860938E+01    0.598398804985750404E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.558858933614483980E-01
   2   -0.186900592099233585E+02
   3    0.124992242316637792E+01
   4    0.109248001655846494E+01
   5    0.946727470696556023E-02
   6    0.213310167580654886E+01
   7   -0.251027471295014948E+01
   8   -0.960940135160586462E-01
   9   -0.120381375681811775E+01
  10    0.250491567110778024E+00
  11   -0.873424925282497155E-01
  12   -0.294839025969049984E+00
  13   -0.158774307976511320E+00
  14   -0.106958291555610430E+01

MAP Parameters
Dim No.        Parameter
   1    0.558858933614483980E-01
   2   -0.186900592099233585E+02
   3    0.124992242316637792E+01
   4    0.109248001655846494E+01
   5    0.946727470696556023E-02
   6    0.213310167580654886E+01
   7   -0.251027471295014948E+01
   8   -0.960940135160586462E-01
   9   -0.120381375681811775E+01
  10    0.250491567110778024E+00
  11   -0.873424925282497155E-01
  12   -0.294839025969049984E+00
  13   -0.158774307976511320E+00
  14   -0.106958291555610430E+01
