Nested Sampling Global Log-Evidence           :   -0.289972257138728153E+02  +/-    0.431748446362581029E+00
Nested Importance Sampling Global Log-Evidence:   -0.342993048370955336E+02  +/-    0.512604279397625151E-01

Dim No.       Mean        Sigma
   1    0.701890720878883129E-01    0.261097536960278077E-01
   2   -0.185585379928971257E+02    0.113587933622895809E+01
   3    0.350823931474641970E+00    0.171080323774436521E+00
   4    0.108443634513836407E+01    0.274215837156106812E+00
   5    0.882061464001357952E-02    0.390238241021126841E-02
   6    0.200694440850776878E+01    0.342575826589630247E-01
   7   -0.168164030601598413E+01    0.468973728328027417E+00
   8   -0.614632939853339139E-01    0.340953031811327065E-01
   9   -0.549805819867620649E+01    0.250317670461714092E+01
  10   -0.249344455174047852E+00    0.151614171119040353E+00
  11   -0.851832217302347788E-01    0.143898264332838449E+00
  12   -0.230148486586684436E+00    0.212667370201707145E+00
  13   -0.466559094600976516E-02    0.467437853199308070E-01
  14   -0.106806931790304782E+01    0.601685893854210230E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.824947667097654380E-01
   2   -0.188089116483951351E+02
   3    0.291868280284639514E+00
   4    0.725668770980401834E+00
   5    0.119905708167199684E-01
   6    0.200874298088499081E+01
   7   -0.229425374778763747E+01
   8   -0.411457084666934508E-01
   9   -0.600254434342088672E+01
  10   -0.105106597952778755E+00
  11    0.121507951868834174E-01
  12   -0.874142728354365545E-01
  13   -0.142560806799590101E-01
  14   -0.106176709582786022E+01

MAP Parameters
Dim No.        Parameter
   1    0.824947667097654380E-01
   2   -0.188089116483951351E+02
   3    0.291868280284639514E+00
   4    0.725668770980401834E+00
   5    0.119905708167199684E-01
   6    0.200874298088499081E+01
   7   -0.229425374778763747E+01
   8   -0.411457084666934508E-01
   9   -0.600254434342088672E+01
  10   -0.105106597952778755E+00
  11    0.121507951868834174E-01
  12   -0.874142728354365545E-01
  13   -0.142560806799590101E-01
  14   -0.106176709582786022E+01
