Nested Sampling Global Log-Evidence           :   -0.799994470443930936E+02  +/-    0.568995865325872985E+00
Nested Importance Sampling Global Log-Evidence:   -0.855797174015914095E+02  +/-    0.309189313372624057E-01

Dim No.       Mean        Sigma
   1    0.111298488955041512E-02    0.187400682346459055E-01
   2   -0.135650704343246531E+02    0.395032095358027635E+00
   3    0.317400162821920739E+00    0.859858339358595819E-01
   4    0.144620869237472971E+01    0.142879595830739253E+00
   5    0.187532245261312000E-01    0.290108653359941225E-02
   6    0.134598118616028950E+01    0.191060628098708357E+00
   7   -0.173830208805703390E+01    0.441531122576362622E+00
   8    0.206879516153078286E-01    0.267555045667832170E-01
   9   -0.164358487984870205E+01    0.693651926701782329E+00
  10   -0.395479796232654432E-01    0.108732801866491410E+00
  11   -0.383769953631409588E-01    0.134287998224330546E+00
  12   -0.271993567876332110E+00    0.133727858399169647E+00
  13   -0.161040250242821426E+00    0.191336965133759612E+00
  14   -0.106729047659121123E+01    0.645232307512678127E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.358617146691897065E-01
   2   -0.138225880445752409E+02
   3    0.254349187615399985E+00
   4    0.115584018645225139E+01
   5    0.151921971003892015E-01
   6    0.111129160315389797E+01
   7   -0.257629649770399638E+01
   8    0.614222898209618173E-01
   9   -0.773426357866497050E+00
  10   -0.791479603294668321E-01
  11    0.248470581572833832E+00
  12   -0.161941088610662448E+00
  13    0.316612945703270698E-01
  14   -0.100067555695685151E+01

MAP Parameters
Dim No.        Parameter
   1   -0.358617146691897065E-01
   2   -0.138225880445752409E+02
   3    0.254349187615399985E+00
   4    0.115584018645225139E+01
   5    0.151921971003892015E-01
   6    0.111129160315389797E+01
   7   -0.257629649770399638E+01
   8    0.614222898209618173E-01
   9   -0.773426357866497050E+00
  10   -0.791479603294668321E-01
  11    0.248470581572833832E+00
  12   -0.161941088610662448E+00
  13    0.316612945703270698E-01
  14   -0.100067555695685151E+01
