         MJD         m       dm     uJy    duJy   F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57246.407563 19.454622      NaN   -11.0    20.0   c  0.0   1.15 329.83202 -6.99383 10478.43  4379.66 4.28 3.70  67.3 -0.445    19.46 21.37 02a57246o0230c 0xc00800
57246.425350 19.183773      NaN    20.0    19.0   c  0.0   0.71 329.83202 -6.99383   701.39  4367.41 3.96 3.60 -48.3 -0.414    19.46 21.32 02a57246o0253c 0xc00800
57246.441070 19.367717      NaN     5.0    20.0   c  0.0   0.89 329.83202 -6.99383 10472.98  4387.28 4.16 3.68  69.8 -0.448    19.46 21.33 02a57246o0273c 0xc00800
57246.443542 19.169763      NaN    18.0    20.0   c  0.0   0.72 329.83202 -6.99383   696.28  4371.48 4.12 3.72 -40.5 -0.407    19.45 21.35 02a57246o0276c 0xc00800
57246.483522 19.696897      NaN   -13.0    16.0   c  0.0   1.11 329.83202 -6.99383  8409.01  7679.35 3.87 3.50 -87.3 -0.429    19.47 21.30 02a57246o0328c 0xc00800
57304.301859 19.197966      NaN    13.0    21.0   c  0.0   0.94 329.83202 -6.99383    82.16  6202.39 4.59 3.72 -52.5 -0.411    19.43 21.39 02a57304o0153c 0xc00800
57304.311423 19.256669      NaN   -27.0    24.0   c  0.0   0.86 329.83202 -6.99383  9862.32  6221.40 4.76 3.68  75.1 -0.452    19.41 21.39 02a57304o0168c 0xc00800
57304.324033 19.401649      NaN    -5.0    21.0   c  0.0   1.04 329.83202 -6.99383    83.64  6207.63 4.68 3.89 -55.1 -0.387    19.39 21.38 02a57304o0187c 0xc00800
57304.363946 19.569016      NaN   -23.0    18.0   c  0.0   1.27 329.83202 -6.99383  8382.95  7680.25 4.59 3.62 -86.9 -0.437    19.38 21.36 02a57304o0247c 0xc00800
57304.391504 19.256669      NaN   -19.0    24.0   c  0.0   0.74 329.83202 -6.99383  8385.56  7680.57 4.72 3.39 -85.3 -0.436    19.33 21.31 02a57304o0287c 0xc00800
57308.293897 19.401649      NaN   -29.0    21.0   c  0.0   0.95 329.83202 -6.99383   135.72  6209.66 5.04 3.82 -54.2 -0.413    19.37 21.32 02a57308o0150c 0xc00800
57308.303531 19.128787      NaN    24.0    19.0   c  0.0   1.14 329.83202 -6.99383  9915.74  6227.14 4.66 3.91  78.3 -0.475    19.38 21.35 02a57308o0165c 0xc00900
57308.316106 19.569016      NaN   -17.0    18.0   c  0.0   1.58 329.83202 -6.99383   133.76  6210.14 5.19 4.02 -51.9 -0.383    19.32 21.33 02a57308o0184c 0xc00800
57308.321125 19.510313      NaN    -1.0    19.0   c  0.0   1.28 329.83202 -6.99383  9914.70  6233.44 4.72 3.95  81.2 -0.462    19.34 21.32 02a57308o0191c 0xc00800
57308.357525 19.569016      NaN   -12.0    18.0   c  0.0   1.11 329.83202 -6.99383  8437.42  7687.91 4.60 3.89 -84.0 -0.455    19.31 21.28 02a57308o0246c 0xc00800
57308.384221 19.128787      NaN    24.0    19.0   c  0.0   1.07 329.83202 -6.99383  8435.85  7686.99 4.48 3.86 -89.9 -0.458    19.30 21.22 02a57308o0286c 0xc00800
57309.302601 19.169763      NaN    18.0    20.0   c  0.0   0.79 329.83202 -6.99383   129.58  6215.42 4.95 3.99 -51.8 -0.364    19.37 21.34 02a57309o0087c 0xc00800
57311.289198 19.454622      NaN    -4.0    20.0   c  0.0   1.13 329.83202 -6.99383   119.76  6211.42 5.07 3.63 -61.5 -0.426    19.29 21.22 02a57311o0161c 0xc00800
57311.298226 19.271854      NaN     8.0    21.0   c  0.0   1.03 329.83202 -6.99383  9901.06  6230.56 4.90 3.90  80.8 -0.455    19.31 21.25 02a57311o0175c 0xc00800
57311.311318 19.351140      NaN   -21.0    22.0   c  0.0   0.92 329.83202 -6.99383   116.96  6214.82 5.15 3.70 -57.6 -0.420    19.33 21.27 02a57311o0195c 0xc00800
57311.322253 19.351140      NaN   -14.0    22.0   c  0.0   0.88 329.83202 -6.99383  9895.34  6237.67 4.85 3.87  85.0 -0.453    19.33 21.29 02a57311o0211c 0xc00800
57311.357800 19.115465      NaN    19.0    21.0   c  0.0   1.09 329.83202 -6.99383  8419.12  7692.82 4.60 3.83 -85.6 -0.460    19.29 21.26 02a57311o0263c 0xc00800
57311.383422 19.351140      NaN   -16.0    22.0   c  0.0   0.69 329.83202 -6.99383  8419.25  7694.73 4.46 3.62 -88.4 -0.452    19.31 21.22 02a57311o0301c 0xc00800
57334.281155 18.550302      NaN     0.0    46.0   c  0.0   1.04 329.83202 -6.99383   227.70  6242.61 4.72 4.07 -57.3 -0.356    18.44 20.25 02a57334o0151c 0xc00800
57334.292949 19.302877      NaN    -6.0    23.0   c  0.0   0.96 329.83202 -6.99383 10005.62  6265.82 4.21 3.83  79.2 -0.405    19.18 21.00 02a57334o0168c 0xc00800
57334.306763 18.847027      NaN    39.0    22.0   c  0.0   0.87 329.83202 -6.99383   229.34  6243.40 4.83 4.22 -53.3 -0.336    19.20 21.10 02a57334o0188c 0xc00900
57334.318544 19.401649      NaN     6.0    19.0   c  0.0   1.39 329.83202 -6.99383 10006.48  6265.66 4.17 3.81  80.2 -0.407    19.14 20.91 02a57334o0205c 0xc00800
57334.346936 19.631075      NaN    -9.0    17.0   c  0.0   1.51 329.83202 -6.99383  8536.34  7721.88 4.37 4.10  81.0 -0.380    19.13 20.99 02a57334o0246c 0xc00800
57538.604702 19.169763      NaN   -10.0    26.0   c  0.0  19.24 329.83202 -6.99383  1421.68  4835.65 4.02 3.52 -43.1 -0.459    18.97 20.39 02a57538o0704c 0xc00801
57538.615202 18.786693      NaN    15.0    32.0   c  0.0   1.00 329.83202 -6.99383  1442.09  4873.45 3.98 3.51 -47.6 -0.475    18.66 19.82 02a57538o0725c 0xc00800
57538.623444 17.718109      NaN   -15.0    99.0   c  0.0   1.14 329.83202 -6.99383  1383.97  4795.09 3.94 3.48 -47.9 -0.496    17.86 18.31 02a57538o0742c 0xc00800
57539.596814 19.351140      NaN     9.0    19.0   c  0.0   0.92 329.83202 -6.99383  1649.86  4005.09 4.11 3.55 -34.3 -0.456    19.29 20.98 02a57539o0388c 0xc00800
57539.609983 19.351140      NaN    -3.0    22.0   c  0.0   0.89 329.83202 -6.99383  1673.97  4043.39 4.02 3.54 -39.8 -0.456    19.13 20.65 02a57539o0414c 0xc00800
57539.622852 17.664614      NaN  -153.0   104.0   c  0.0   1.17 329.83202 -6.99383  1616.68  3963.91 3.96 3.50 -38.3 -0.474    17.90 18.33 02a57539o0440c 0xc00800
57540.589146 19.631075      NaN   -10.0    17.0   c  0.0   1.24 329.83202 -6.99383  9061.94  4576.82 4.17 3.51  74.7 -0.438    19.39 21.20 02a57540o0683c 0xc00800
57540.602176 19.569016      NaN    -4.0    18.0   c  0.0   1.07 329.83202 -6.99383  9081.65  4615.75 4.14 3.54  70.3 -0.464    19.33 21.06 02a57540o0709c 0xc00900
57540.614979 18.574166      NaN    33.0    34.0   c  0.0   0.91 329.83202 -6.99383  9025.87  4539.27 4.09 3.44  72.7 -0.471    18.81 20.08 02a57540o0735c 0xc00800
