         MJD         m  dm   uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57305.246749 18.657725 NaN    32    31 c    0   1.09 278.35102 44.08991 10160.85   231.25 6.33 4.28  31.4 -0.401    19.37 21.43 02a57305o0091c  1.032258
57305.262660 18.519279 NaN    40    34 c    0   0.89 278.35102 44.08991 10160.03   231.54 6.02 4.15  32.2 -0.422    19.42 21.40 02a57305o0116c  1.176471
57307.267653 18.550302 NaN    60    26 c    0   0.98 278.35102 44.08991 10189.20   233.28 5.51 4.32  27.9 -0.409    19.45 21.56 02a57307o0039c  2.307692
57315.223672 16.274051 NaN   211   304 c    0   0.98 278.35102 44.08991   607.54  8477.83 4.75 3.50 -66.6 -0.451    17.04 18.01 02a57315o0059c  0.694079
57315.225601 17.281543 NaN   -50   148 c    0   1.08 278.35102 44.08991 10101.90  8526.35 5.02 3.91  83.4 -0.475    17.45 18.51 02a57315o0062c -0.337838
57315.241723 18.944322 NaN    -2    32 c    0   1.26 278.35102 44.08991   604.36  8476.60 4.75 3.52 -67.0 -0.424    18.70 20.17 02a57315o0087c -0.062500
57315.243661 18.693037 NaN    19    34 c    0   1.16 278.35102 44.08991 10094.67  8526.51 5.04 3.83  86.4 -0.451    18.80 20.33 02a57315o0090c  0.558824
57315.262496 18.574166 NaN     3    44 c    0   1.36 278.35102 44.08991  8667.47  9934.89 4.94 4.14 -85.5 -0.441    18.14 19.50 02a57315o0119c  0.068182
57315.281499 17.990970 NaN   -71    77 c    0   1.15 278.35102 44.08991  8664.43  9935.67 4.96 4.05 -85.1 -0.438    18.33 19.78 02a57315o0148c -0.922078
57316.251664 18.944322 NaN   -20    32 c    0   0.97 278.35102 44.08991 10081.64  8521.67 5.06 3.83  86.6 -0.441    18.84 20.30 02a57316o0072c -0.625000
57316.267196 18.944322 NaN   -61    32 c    0   0.96 278.35102 44.08991  8656.80  9930.46 5.09 4.27 -86.1 -0.426    18.77 20.27 02a57316o0096c -1.906250
57316.275100 18.550302 NaN    -5    46 c    0   1.34 278.35102 44.08991 10163.26   237.37 7.11 4.39  28.0 -0.318    18.80 20.28 02a57316o0108c -0.108696
57316.285706 18.438271 NaN    45    36 c    0   0.92 278.35102 44.08991  8654.21  9932.40 5.04 4.19 -83.4 -0.426    18.73 20.19 02a57316o0124c  1.250000
57316.294906 18.039019 NaN    71    50 c    0   1.07 278.35102 44.08991 10160.65   239.42 7.18 4.48  28.5 -0.349    18.72 20.18 02a57316o0138c  1.420000
57448.659812 18.720295 NaN    10    36 c    0   0.94 278.35102 44.08991 10011.37  2019.82 4.49 3.94  30.6 -0.449    18.73 19.95 02a57448o0715c  0.277778
57449.651909 19.401649 NaN    -1    21 c    0   1.60 278.35102 44.08991 10251.53  1964.30 4.28 3.71  37.2 -0.482    19.21 20.76 02a57449o0867c -0.047619
57449.661948 18.574166 NaN    -6    45 c    0   1.03 278.35102 44.08991   770.19  1944.61 4.87 3.59 -26.4 -0.458    18.51 19.43 02a57449o0887c -0.133333
57458.641502 19.454622 NaN    -8    20 c    0   1.10 278.35102 44.08991 10332.54  1808.88 4.64 4.11  28.3 -0.444    19.51 21.60 02a57458o0847c -0.400000
57458.649707 18.729535 NaN    54    21 c    0   1.06 278.35102 44.08991   851.06  1793.02 5.12 3.86 -23.0 -0.428    19.31 21.10 02a57458o0863c  2.571429
57488.538191 19.302877 NaN    -7    23 c    0   1.58 278.35102 44.08991 10477.36  1888.22 4.64 3.89  41.0 -0.478    19.49 21.40 02a57488o0587c -0.304348
57488.554863 19.302877 NaN    12    19 c    0   1.29 278.35102 44.08991   985.16  1891.54 4.82 3.58 -25.8 -0.459    19.49 21.33 02a57488o0621c  0.631579
57488.570941 19.241693 NaN    16    19 c    0   0.98 278.35102 44.08991  1281.60  2491.02 4.63 3.56 -25.6 -0.445    19.52 21.39 02a57488o0654c  0.842105
57488.573416 19.696897 NaN    -4    16 c    0   1.45 278.35102 44.08991  9598.10  3108.40 4.13 3.69  47.0 -0.472    19.55 21.45 02a57488o0659c -0.250000
