         MJD         m       dm   uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask
57687.483369 18.847027      NaN   -48    35 c    0   1.05 56.53365 -40.3383  2069.58  1317.35 4.26 3.54  -8.0 -0.441    19.08 20.90 02a57687o0594c 0xc00800
57687.496231 19.002397      NaN     4    29 c    0   0.93 56.53365 -40.3383  2055.59  1281.20 4.24 3.62  -7.3 -0.430    19.32 21.13 02a57687o0620c 0xc00800
57687.509672 19.256669      NaN     9    21 c    0   1.22 56.53365 -40.3383  2116.72  1360.84 4.05 3.86 -18.0 -0.406    19.40 21.18 02a57687o0647c 0xc00800
57699.442164 17.809593      NaN   -43    91 c    0   0.32 56.53365 -40.3383  1350.76  1335.05 3.96 3.56  -8.7 -0.470    18.54 20.13 02a57699o0499c 0xc00800
57699.458584 18.550302      NaN  -409    46 c    0   6.67 56.53365 -40.3383  1323.83  1294.44 4.18 3.44  -6.4 -0.436    18.97 20.60 02a57699o0531c 0xc00800
57699.473964 19.128787      NaN   -21    27 c    0   1.09 56.53365 -40.3383  1385.27  1372.85 4.14 3.98  -5.6 -0.397    19.10 20.79 02a57699o0561c 0xc00800
57755.324454 19.063754      NaN    35    17 c    0   1.03 56.53365 -40.3383  1667.07   812.78 4.05 3.88 -25.1 -0.408    19.64 21.61 02a57755o0255c 0xc00900
57807.241736 19.510313      NaN   -17    19 c    0   1.27 56.53365 -40.3383  8964.87  1254.32 3.98 3.74  83.5 -0.441    19.45 21.39 02a57807o0028c 0xc00800
57807.253709 19.419021      NaN     5    19 c    0   1.26 56.53365 -40.3383  8952.56  1211.64 3.91 3.72  86.4 -0.445    19.44 21.37 02a57807o0051c 0xc00800
57807.267740 19.351140      NaN   -22    22 c    0   0.99 56.53365 -40.3383  9012.36  1286.53 3.91 3.87 -89.4 -0.439    19.39 21.30 02a57807o0078c 0xc00800
57807.282256 19.169763      NaN    -2    26 c    0   0.94 56.53365 -40.3383  9029.12  1167.01 3.98 3.93  50.4 -0.428    19.32 21.20 02a57807o0106c 0xc00800
57985.625210 19.922338      NaN   -16    13 c    0   1.21 56.53365 -40.3383 10002.88  9180.20 3.54 3.10  54.4 -0.405    19.43 21.30 02a57985o0803c 0xc00900
