Nested Sampling Global Log-Evidence           :   -0.334984836339427648E+04  +/-    0.659317939670981068E+00
Nested Importance Sampling Global Log-Evidence:   -0.335584615038519814E+04  +/-    0.378383961811115735E-01

Dim No.       Mean        Sigma
   1   -0.341413339609368122E-01    0.205252189766918190E-01
   2   -0.385289334841180988E+02    0.279952872184613222E+01
   3    0.156120554889002894E+01    0.817395250661965000E-01
   4    0.535048671206858173E+00    0.220140594160746106E+00
   5    0.128816370566908738E-01    0.411864044200834466E-02
   6    0.152471185414297494E+01    0.334272113703730361E-01
   7   -0.178503195490291455E+01    0.419984885933572138E+00
   8   -0.434577049268790247E-01    0.438242855368939088E-01
   9    0.113760458059784320E+01    0.403232095970809556E+01
  10   -0.324168998227273186E+00    0.916864353920952280E-01
  11   -0.320096097585809355E-01    0.123638306878425808E+00
  12   -0.212000677809037447E+00    0.193327390061051291E+00
  13    0.193007281147359988E+00    0.417335531776311872E-01
  14   -0.105411325240542886E+01    0.439677031292252940E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.551301094737571135E-01
   2   -0.342109112710384480E+02
   3    0.148198469541324629E+01
   4    0.681971145647450872E+00
   5    0.156676164049030890E-01
   6    0.148695857793697384E+01
   7   -0.236028039223229236E+01
   8   -0.793350876141203781E-01
   9    0.109211610711656366E+02
  10   -0.287885648505509739E+00
  11   -0.114454311332639502E+00
  12   -0.641521989759915034E-01
  13    0.193449447943430608E+00
  14   -0.113854272955978120E+01

MAP Parameters
Dim No.        Parameter
   1   -0.551301094737571135E-01
   2   -0.342109112710384480E+02
   3    0.148198469541324629E+01
   4    0.681971145647450872E+00
   5    0.156676164049030890E-01
   6    0.148695857793697384E+01
   7   -0.236028039223229236E+01
   8   -0.793350876141203781E-01
   9    0.109211610711656366E+02
  10   -0.287885648505509739E+00
  11   -0.114454311332639502E+00
  12   -0.641521989759915034E-01
  13    0.193449447943430608E+00
  14   -0.113854272955978120E+01
