Nested Sampling Global Log-Evidence           :   -0.101964314818875565E+03  +/-    0.683899217039112384E+00
Nested Importance Sampling Global Log-Evidence:   -0.107518815985680206E+03  +/-    0.456035439573984902E-01

Dim No.       Mean        Sigma
   1    0.976728856451641453E-01    0.120698935692860210E-01
   2   -0.514672896460285472E+02    0.120214775261967155E+01
   3    0.116402056450867653E+01    0.285453036875066811E-01
   4    0.101573690134484673E+01    0.149003792702003451E+00
   5    0.138964751859660673E-01    0.261370764243413047E-02
   6    0.216123604164142069E+01    0.134137234930818954E-01
   7   -0.173415778950071919E+01    0.464406795333233979E+00
   8   -0.168607933964919965E+00    0.313817749357132025E-01
   9   -0.340789403802632584E+01    0.181208869959370844E+01
  10   -0.203688194600566419E+00    0.751288461358479293E-01
  11   -0.661029811227262093E-01    0.157141780374417728E+00
  12   -0.218544683712367710E+00    0.229484798449231170E+00
  13   -0.291650331975821075E+00    0.345154703469850235E-01
  14   -0.107915517268624317E+01    0.666929520190017583E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.938023700555306872E-01
   2   -0.522694371499553938E+02
   3    0.115708726522364813E+01
   4    0.104532093749860322E+01
   5    0.138572970144988684E-01
   6    0.217237135820515670E+01
   7   -0.214273022267087576E+01
   8   -0.184083726608267939E+00
   9   -0.346500034792837752E+01
  10   -0.155798265212530818E+00
  11    0.103917035328388668E+00
  12   -0.784930291386410572E+00
  13   -0.332811766349962512E+00
  14   -0.103707211964162305E+01

MAP Parameters
Dim No.        Parameter
   1    0.938023700555306872E-01
   2   -0.522694371499553938E+02
   3    0.115708726522364813E+01
   4    0.104532093749860322E+01
   5    0.138572970144988684E-01
   6    0.217237135820515670E+01
   7   -0.214273022267087576E+01
   8   -0.184083726608267939E+00
   9   -0.346500034792837752E+01
  10   -0.155798265212530818E+00
  11    0.103917035328388668E+00
  12   -0.784930291386410572E+00
  13   -0.332811766349962512E+00
  14   -0.103707211964162305E+01
