,ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
45,109573,SN 2022lew,09:52:54.134,+07:15:13.28,SN IIn,0.07,,,ATLAS,ATLAS,SCAT,ATLAS,ATLAS22pjn,"ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03",UH88 - SNIFS,1,1,,18.87,orange-ATLAS,2022-05-25 17:30:21.888,ATLAS_Bot1,,2022TNSTR1462....1T,"2022TNSCR1476....1D, 2022TNSCR1530....1T",
46,107282,SN 2022iep,16:29:41.950,+40:20:05.78,SN IIn,0.025,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS22muh,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",LT - SPRAT,1,1,,18.968,orange-ATLAS,2022-04-21 13:26:41.280,ATLAS_Bot1,,2022TNSTR1050....1T,2022TNSCR1302....1H,
47,106589,SN 2022hev,13:14:36.732,-10:25:38.85,SN IIn,0.054,,,"ATLAS, ALeRCE","ATLAS, ZTF",ZTF,ALeRCE; ATLAS,ATLAS22llx,"ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.087,orange-ATLAS,2022-04-10 03:55:55.776,ATLAS_Bot1,,2022TNSTR.928....1T,2022TNSCR1153....1P,
48,105411,SN 2022fnl,15:33:42.470,+43:44:45.38,SN IIn,0.1035,,,"ATLAS, ALeRCE, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF, iPTF",ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ATLAS22keu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",NOT - ALFOSC,1,1,,19.577,cyan-ATLAS,2022-03-28 12:38:57.984,ATLAS_Bot1,,2022TNSTR.828....1T,"2022TNSCR1282....1S, 2022TNSCR1276....1S",
49,101578,SN 2022dkw,14:35:50.295,+24:40:58.20,SN IIn,0.036,,,"ATLAS, ZTF","ATLAS, ZTF",ePESSTO+,ATLAS; ZTF,ATLAS22hmu,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,19.059,orange-ATLAS,2022-02-26 12:33:46.080,ATLAS_Bot1,,2022TNSTR.534....1T,2022TNSCR.763....1M,
50,101493,SN 2022dhp,07:11:42.530,+28:34:21.47,SN IIn,0.085,,,"ATLAS, ZTF, AMPEL, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",SCAT,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS22hjz,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",UH88 - SNIFS,1,1,,19.0,orange-ATLAS,2022-02-26 07:36:16.704,ATLAS_Bot1,,2022TNSTR.524....1T,2022TNSCR.749....1D,
51,101432,SN 2022dfh,12:34:32.040,+14:53:45.85,SN IIn,0.064,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS,ATLAS22hcj,"ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.965,orange-ATLAS,2022-02-25 06:16:35.328,ATLAS_Bot1,,2022TNSTR.513....1T,2022TNSCR.689....1F,
52,101210,SN 2022cxa,08:31:33.770,+20:45:32.54,SN IIn,0.088,,,"ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",SCAT,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS22ghs,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS2 - GPC2",UH88 - SNIFS,1,1,,18.892,orange-ATLAS,2022-02-21 08:39:32.256,ATLAS_Bot1,,2022TNSTR.470....1T,2022TNSCR.503....1H,
53,99171,SN 2022zi,05:59:33.752,-58:19:28.39,SN IIn,0.035,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS22cbh,ATLAS-STH - ATLAS-03,ESO-NTT - EFOSC2-NTT,1,1,,16.714,orange-ATLAS,2022-01-17 21:20:09.600,ATLAS_Bot1,,2022TNSTR.138....1T,2022TNSCR.184....1P,
54,98458,SN 2022K,10:46:04.923,-02:13:16.54,SN IIn,0.035,,,"ATLAS, Pan-STARRS, YSE, ALeRCE","ATLAS, Pan-STARRS, ZTF",ePESSTO+,ALeRCE; ATLAS; Pan-STARRS; YSE,ATLAS22aff,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.84,orange-ATLAS,2022-01-01 12:25:55.200,ATLAS_Bot1,,2022TNSTR...5....1T,2022TNSCR.112....1R,
55,97628,SN 2021agji,09:27:05.936,+24:06:26.90,SN IIn,0.0215,,,"ATLAS, Pan-STARRS, YSE, ALeRCE","ATLAS, Pan-STARRS, ZTF",,ALeRCE; ATLAS; Pan-STARRS; YSE,ATLAS21bnkm,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",Lijiang-2.4m - YFOSC,1,1,,18.425,orange-ATLAS,2021-12-17 10:56:38.400,ATLAS_Bot1,,2021TNSTR4162....1T,2021TNSCR4178....1Z,
56,95203,SN 2021acya,04:02:13.760,-28:23:29.72,SN IIn,0.063,,,"ATLAS, GaiaAlerts, Pan-STARRS, BlackGEM","ATLAS, GaiaAlerts, Pan-STARRS, BlackGEM",ePESSTO+,ATLAS; BlackGEM; GaiaAlerts; Pan-STARRS,ATLAS21blfc,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, ML1 - MeerLICHT-Cam, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.124,orange-ATLAS,2021-10-30 12:41:45.600,ATLAS_Bot1,,2021TNSTR3717....1T,2021TNSCR4027....1R,
57,94291,SN 2021abqf,23:27:31.860,-32:59:44.59,SN IIn,0.058,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",ePESSTO+,ATLAS; GaiaAlerts,ATLAS21bkfu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.533,orange-ATLAS,2021-10-14 08:41:16.800,ATLAS_Bot1,,2021TNSTR3538....1T,2021TNSCR3803....1R,
58,93324,SN 2021aaft,07:22:08.070,-35:52:51.85,SN IIn,0.03,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",ePESSTO+,ATLAS; GaiaAlerts,ATLAS21bjlm,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.989,orange-ATLAS,2021-09-30 14:45:36.000,ATLAS_Bot1,,2021TNSTR3379....1T,2021TNSCR3405....1B,
59,91010,SN 2021wwp,20:48:33.980,-20:12:18.58,SN IIn,0.027776,,,"ATLAS, MASTER, GaiaAlerts","ATLAS, MASTER, GaiaAlerts",SCAT,ATLAS; GaiaAlerts; MASTER,ATLAS21bgsx,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other",UH88 - SNIFS,1,1,,18.438,orange-ATLAS,2021-08-24 10:45:07.200,ATLAS_Bot1,,2021TNSTR2922....1T,2021TNSCR2941....1H,
60,90633,SN 2021wil,01:25:45.520,-33:13:20.57,SN IIn,0.048,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",SCAT,ATLAS; GaiaAlerts,ATLAS21bgnh,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",UH88 - SNIFS,1,1,,18.96,cyan-ATLAS,2021-08-17 13:17:45.600,ATLAS_Bot1,,2021TNSTR2849....1T,2021TNSCR2941....1H,
61,90402,SN 2021vzp,03:47:35.561,+02:52:58.45,SN IIn,0.031,,,"ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ePESSTO+, ZTF",ATLAS; Fink; Pan-STARRS; ZTF,ATLAS21bgaw,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, P200 - DBSP",1,1,,19.107,cyan-ATLAS,2021-08-14 14:11:02.400,ATLAS_Bot1,,2021TNSTR2818....1T,"2021TNSCR3182....1D, 2021TNSCR3187....1C",
62,89502,SN 2021uru,02:52:22.680,-18:41:47.52,SN IIn,0.054,,,"ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ATLAS21bcsh,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",UH88 - SNIFS,1,1,,17.955,orange-ATLAS,2021-08-01 14:18:14.400,ATLAS_Bot1,,2021TNSTR2665....1T,2021TNSCR2720....1T,
63,86398,SN 2021qep,00:11:44.296,+12:04:44.46,SN IIn,0.086,,,"ATLAS, ALeRCE","ATLAS, ZTF",REFITT,ATLAS; ZTF,ATLAS21wxq,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",SOAR - Goodman,1,1,,19.267,cyan-ATLAS,2021-06-16 13:59:31.200,ATLAS_Bot1,,2021TNSTR2099....1T,2021TNSCR2881....1W,
64,86140,SN 2021puu,13:04:56.860,-09:49:31.80,SN IIn,0.073,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",SCAT,ATLAS; GaiaAlerts,ATLAS21tdj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",UH88 - SNIFS,1,1,,19.07,orange-ATLAS,2021-06-13 08:19:40.800,ATLAS_Bot1,,2021TNSTR2040....1T,2021TNSCR2076....1H,
65,84430,SN 2021nin,22:08:42.297,-32:10:38.05,SN IIn,0.1,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS21pdt,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",ESO-NTT - EFOSC2-NTT,1,1,,18.29,orange-ATLAS,2021-05-23 14:05:16.800,ATLAS_Bot1,,2021TNSTR1790....1T,2021TNSCR2964....1T,
66,82308,SN 2021kgj,12:14:07.543,-12:35:16.80,SN IIn,0.014347,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ATLAS,ATLAS; Pan-STARRS,ATLAS21nak,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",LT - SPRAT,1,1,,17.145,orange-ATLAS,2021-04-18 10:14:52.800,ATLAS_Bot1,,2021TNSTR1286....1T,"2021TNSCR1360....1S, 2021TNSCR1425....1S",
67,81977,SN 2021jtu,10:39:13.681,-26:38:27.33,SN IIn,0.113,,,"ATLAS, Fink","ATLAS, ZTF",FLEET,ATLAS; ZTF,ATLAS21mtm,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",MMT - BINOSPEC,1,1,,19.227,cyan-ATLAS,2021-04-15 08:08:09.600,ATLAS_Bot1,,2021TNSTR1212....1T,2021TNSCR1647....1G,
68,81495,SN 2021jbi,13:18:39.030,-41:15:12.07,SN IIn,0.14,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS21mbz,ATLAS-MLO - ATLAS-01,ESO-NTT - EFOSC2-NTT,1,1,,19.144,cyan-ATLAS,2021-04-11 09:08:38.400,ATLAS_Bot1,,2021TNSTR1150....1T,2021TNSCR1251....1D,
69,81312,SN 2021iui,14:16:59.190,+32:14:06.47,SN IIn,0.106,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",SGLF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS21lqb,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.737,cyan-ATLAS,2021-04-09 11:48:28.800,ATLAS_Bot1,,2021TNSTR1136....1T,2021TNSCR1738....1P,
70,79795,SN 2021gpw,13:21:54.850,+16:44:39.73,SN IIn,0.075,,,"ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS21iwv,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.146,orange-ATLAS,2021-03-20 11:09:36.000,ATLAS_Bot1,,2021TNSTR.836....1T,2021TNSCR1071....1P,
71,79105,SN 2021fpn,10:13:47.640,-00:54:55.08,SN IIn,0.0424,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS21iaq,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.227,orange-ATLAS,2021-03-15 08:28:19.200,ATLAS_Bot1,,2021TNSTR.771....1T,2021TNSCR1178....1P,
72,76260,SN 2021bmv,04:26:38.668,-11:53:45.70,SN IIn,0.09,,,"ATLAS, ZTF, YSE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS",YSE,ATLAS; Pan-STARRS; ZTF,ATLAS21dkp,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1",NOT - ALFOSC,1,1,,19.153,orange-ATLAS,2021-02-01 07:13:26.400,ATLAS_Bot1,,2021TNSTR.312....1T,2021TNSCR.649....1A,
73,74842,SN 2021mz,23:01:51.218,+13:57:23.81,SN IIn,0.121,,,"ATLAS, ZTF, AMPEL, Pan-STARRS","ATLAS, ZTF, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS; ZTF,ATLAS21amj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,19.119,orange-ATLAS,2021-01-03 06:05:45.600,ATLAS_Bot1,,2021TNSTR..69....1T,2021TNSCR1607....1D,
74,74758,SN 2021kv,07:26:43.332,+54:59:42.28,SN IIn,0.13,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",TCD,ATLAS; Pan-STARRS,ATLAS21ahh,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2",LT - SPRAT,1,1,,18.944,orange-ATLAS,2021-01-06 11:39:50.400,ATLAS_Bot1,,2021TNSTR..55....1T,2021TNSCR.530....1P,
75,72086,SN 2020abhx,11:27:13.751,-00:46:03.14,SN IIn,0.065,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS,ATLAS20bgkf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,18.032,orange-ATLAS,2020-12-01 14:57:07.200,ATLAS_Bot1,,2020TNSTR3615....1T,2022TNSCR3431....1T,
76,70335,SN 2020ywx,11:53:26.230,+10:53:47.29,SN IIn,0.0217,,,"ATLAS, ZTF, Pan-STARRS, AMPEL, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ePESSTO+,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bewg,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,16.478,orange-ATLAS,2020-11-04 14:52:48.000,ATLAS_Bot1,,2020TNSTR3344....1T,2020TNSCR3822....1P,
77,69763,SN 2020ybn,06:11:02.260,-22:17:50.28,SN IIn,0.096,,,"ATLAS, YSE, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS20benp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1",Lick-3m - KAST,1,1,,19.488,cyan-ATLAS,2020-10-23 13:39:21.600,ATLAS_Bot1,,2020TNSTR3216....1T,2020TNSCR3431....1H,
78,69328,SN 2020xkx,23:20:28.170,+22:59:12.84,SN IIn,0.0415,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS, AMPEL","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ePESSTO+,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bdpu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.689,orange-ATLAS,2020-10-19 08:21:07.200,ATLAS_Bot1,,2020TNSTR3173....1T,2020TNSCR3243....1G,
79,69327,SN 2020xkw,01:30:56.922,+18:52:48.04,SN IIn,0.04,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS,ATLAS20bdpt,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,18.743,orange-ATLAS,2020-10-19 09:17:16.800,ATLAS_Bot1,,2020TNSTR3173....1T,2020TNSCR3717....1D,
80,67735,SN 2020vci,15:04:22.640,+51:04:56.86,SN IIn,0.193,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bcru,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",Keck1 - LRIS,1,1,,19.088,orange-ATLAS,2020-10-08 05:05:16.800,ATLAS_Bot1,,2020TNSTR3053....1T,"2021TNSCR.223....1D, 2021TNSCR.358....1D",
81,66602,SN 2020tlf,14:40:10.020,+42:46:39.43,SN IIn,0.008463,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF","None, UCSC",ATLAS; GaiaAlerts; ZTF,ATLAS20bbft,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","Keck1 - LRIS, Other - Other",1,1,,15.885,cyan-ATLAS,2020-09-16 05:18:14.400,ATLAS_Bot1,,2020TNSTR2815....1T,"2020TNSCR2839....1B, 2020TNSCR2840....1D",
82,65581,SN 2020ryo,22:48:50.297,-17:16:32.46,SN IIn,0.207,,,"ATLAS, Pan-STARRS, MASTER, ZTF","ATLAS, Pan-STARRS, MASTER, ZTF",REFITT,ATLAS; MASTER; Pan-STARRS; ZTF,ATLAS20yhp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",SOAR - Goodman,1,1,,19.563,orange-ATLAS,2020-08-22 12:11:31.200,ATLAS_Bot1,,2020TNSTR2589....1T,2020TNSCR3472....1W,
83,60367,SN 2020kro,00:40:08.160,+38:49:54.30,SN IIn,0.128,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20nkd,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",Lick-3m - KAST,1,1,,18.524,orange-ATLAS,2020-05-21 14:16:48.000,ATLAS_Bot1,,2020TNSTR1440....1T,2020TNSCR2394....1B,
84,57943,SN 2020hfn,19:48:47.990,-10:34:22.64,SN IIn,0.024854,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS20kce,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.721,orange-ATLAS,2020-04-13 14:16:48.000,ATLAS_Bot1,,2020TNSTR1028....1T,2020TNSCR1756....1D,
85,57868,SN 2020hcr,13:54:22.590,-05:21:25.38,SN IIn,0.051,,,"ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ATLAS, Pan-STARRS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20jym,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,18.963,orange-ATLAS,2020-04-13 11:11:02.400,ATLAS_Bot1,,2020TNSTR1024....1T,2020TNSCR1114....1D,
86,56640,SN 2020fhw,15:00:29.900,+17:14:10.68,SN IIn,0.1116,,,"ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ATLAS, Pan-STARRS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20jhp,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",,1,1,,19.569,orange-ATLAS,2020-03-29 12:43:12.000,ATLAS_Bot1,,2020TNSTR.894....1T,2020TNSCR2663....1Y,
87,54646,SN 2020dfh,17:42:01.600,+03:12:03.10,SN IIn,0.0293,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20gle,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.696,cyan-ATLAS,2020-02-23 15:17:16.000,ATLAS_Bot1,,2020TNSTR.608....1T,2020TNSCR.666....1A,
88,50967,SN 2019yxk,04:13:46.314,-22:26:06.65,SN IIn,0.094,,,"ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ATLAS19bepo,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.493,cyan-ATLAS,2019-12-28 09:24:28.000,ATLAS_Bot1,,2019TNSTR2726....1T,2020TNSCR3267....1I,
89,48839,SN 2019vts,06:35:03.415,+50:26:05.24,SN IIn,0.0395,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19bbym,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,19.171,cyan-ATLAS,2019-11-29 11:03:50.000,ATLAS_Bot1,,2019TNSTR2486....1T,2019TNSCR2630....1G,
90,47986,SN 2019unf,03:14:25.339,+07:41:45.10,SN IIn,0.1115,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS19bahj,ATLAS-MLO - ATLAS-01,,1,1,,19.416,orange-ATLAS,2019-11-02 08:51:21.000,ATLAS_Bot1,,2019TNSTR2332....1T,2020TNSCR2662....1Y,
91,47360,SN 2019tpl,01:00:00.681,-03:06:30.32,SN IIn,0.076,,,"ATLAS, ZTF","ATLAS, ZTF","ePESSTO+, SCAT, ZTF",ATLAS; ZTF,ATLAS19zfu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM, UH88 - SNIFS",1,1,,18.411,orange-ATLAS,2019-10-28 08:52:48.000,ATLAS_Bot1,,2019TNSTR2217....1T,"2019TNSCR2272....1C, 2019TNSCR2882....1D, 2019TNSCR2889....1D",
92,47157,SN 2019ths,00:28:01.331,-04:33:16.78,SN IIn,0.166,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS,ATLAS19ytu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.057,orange-ATLAS,2019-10-24 08:54:14.000,ATLAS_Bot1,,2019TNSTR2179....1T,2019TNSCR2209....1L,
93,46270,SN 2019sae,02:45:04.642,+26:04:17.19,SN IIn,0.048,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS,ATLAS19xlf,"ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",Keck1 - LRIS,1,1,,19.374,orange-ATLAS,2019-10-05 12:48:57.000,ATLAS_Bot1,,2019TNSTR1994....1T,2020TNSCR2553....1D,
94,45122,SN 2019qif,17:31:41.789,+00:16:44.89,SN IIn,0.076,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19vfb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.523,orange-ATLAS,2019-09-18 07:30:43.000,ATLAS_Bot1,,2019TNSTR1858....1T,2020TNSCR.601....1D,
95,44617,SN 2019pox,23:33:16.529,+74:56:06.08,SN IIn,0.0674,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS19usw,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",,1,1,,19.637,orange-ATLAS,2019-09-06 12:53:16.000,ATLAS_Bot1,,2019TNSTR1759....1T,2020TNSCR2649....1Y,
96,44399,SN 2019pgu,16:18:42.839,+67:54:00.40,SN IIn,0.1055,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19ufb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,19.332,cyan-ATLAS,2019-09-02 05:51:21.000,ATLAS_Bot1,,2019TNSTR1694....1T,2020TNSCR.601....1D,
97,42687,SN 2019mtk,00:54:58.540,+44:05:24.54,SN IIn,0.084,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19rmq,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.269,cyan-ATLAS,2019-08-05 14:36:57.000,ATLAS_Bot1,,2019TNSTR1424....1T,2020TNSCR..91....1D,
