ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
86398,SN 2021qep,11:44.3,+12:04:44.46,SN IIn,0.086,,,"ATLAS, ALeRCE","ATLAS, ZTF",REFITT,ATLAS; ZTF,ATLAS21wxq,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",SOAR - Goodman,1,1,,19.267,cyan-ATLAS,59:31.2,ATLAS_Bot1,,2021TNSTR2099....1T,2021TNSCR2881....1W,
86140,SN 2021puu,04:56.9,-09:49:31.80,SN IIn,0.073,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",SCAT,ATLAS; GaiaAlerts,ATLAS21tdj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",UH88 - SNIFS,1,1,,19.07,orange-ATLAS,19:40.8,ATLAS_Bot1,,2021TNSTR2040....1T,2021TNSCR2076....1H,
84430,SN 2021nin,08:42.3,-32:10:38.05,SN IIn,0.1,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS21pdt,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",ESO-NTT - EFOSC2-NTT,1,1,,18.29,orange-ATLAS,05:16.8,ATLAS_Bot1,,2021TNSTR1790....1T,2021TNSCR2964....1T,
82308,SN 2021kgj,14:07.5,-12:35:16.80,SN IIn,0.014347,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ATLAS,ATLAS; Pan-STARRS,ATLAS21nak,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",LT - SPRAT,1,1,,17.145,orange-ATLAS,14:52.8,ATLAS_Bot1,,2021TNSTR1286....1T,"2021TNSCR1360....1S, 2021TNSCR1425....1S",
81977,SN 2021jtu,39:13.7,-26:38:27.33,SN IIn,0.113,,,"ATLAS, Fink","ATLAS, ZTF",FLEET,ATLAS; ZTF,ATLAS21mtm,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",MMT - BINOSPEC,1,1,,19.227,cyan-ATLAS,08:09.6,ATLAS_Bot1,,2021TNSTR1212....1T,2021TNSCR1647....1G,
81495,SN 2021jbi,18:39.0,-41:15:12.07,SN IIn,0.14,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS21mbz,ATLAS-MLO - ATLAS-01,ESO-NTT - EFOSC2-NTT,1,1,,19.144,cyan-ATLAS,08:38.4,ATLAS_Bot1,,2021TNSTR1150....1T,2021TNSCR1251....1D,
81312,SN 2021iui,16:59.2,+32:14:06.47,SN IIn,0.106,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",SGLF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS21lqb,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.737,cyan-ATLAS,48:28.8,ATLAS_Bot1,,2021TNSTR1136....1T,2021TNSCR1738....1P,
79795,SN 2021gpw,21:54.8,+16:44:39.73,SN IIn,0.075,,,"ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS21iwv,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.146,orange-ATLAS,09:36.0,ATLAS_Bot1,,2021TNSTR.836....1T,2021TNSCR1071....1P,
79105,SN 2021fpn,13:47.6,-00:54:55.08,SN IIn,0.0424,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS21iaq,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.227,orange-ATLAS,28:19.2,ATLAS_Bot1,,2021TNSTR.771....1T,2021TNSCR1178....1P,
76260,SN 2021bmv,26:38.7,-11:53:45.70,SN IIn,0.09,,,"ATLAS, ZTF, YSE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS",YSE,ATLAS; Pan-STARRS; ZTF,ATLAS21dkp,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1",NOT - ALFOSC,1,1,,19.153,orange-ATLAS,13:26.4,ATLAS_Bot1,,2021TNSTR.312....1T,2021TNSCR.649....1A,
74842,SN 2021mz,01:51.2,+13:57:23.81,SN IIn,0.121,,,"ATLAS, ZTF, AMPEL, Pan-STARRS","ATLAS, ZTF, Pan-STARRS",ZTF,AMPEL; ATLAS; Pan-STARRS; ZTF,ATLAS21amj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,19.119,orange-ATLAS,05:45.6,ATLAS_Bot1,,2021TNSTR..69....1T,2021TNSCR1607....1D,
74758,SN 2021kv,26:43.3,+54:59:42.28,SN IIn,0.13,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",TCD,ATLAS; Pan-STARRS,ATLAS21ahh,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2",LT - SPRAT,1,1,,18.944,orange-ATLAS,39:50.4,ATLAS_Bot1,,2021TNSTR..55....1T,2021TNSCR.530....1P,
72086,SN 2020abhx,27:13.8,-00:46:03.14,SN IIn,0.065,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS,ATLAS20bgkf,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,18.032,orange-ATLAS,57:07.2,ATLAS_Bot1,,2020TNSTR3615....1T,2022TNSCR3431....1T,
70335,SN 2020ywx,53:26.2,+10:53:47.29,SN IIn,0.0217,,,"ATLAS, ZTF, Pan-STARRS, AMPEL, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ePESSTO+,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bewg,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,16.478,orange-ATLAS,52:48.0,ATLAS_Bot1,,2020TNSTR3344....1T,2020TNSCR3822....1P,
69763,SN 2020ybn,11:02.3,-22:17:50.28,SN IIn,0.096,,,"ATLAS, YSE, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",None,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS20benp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1",Lick-3m - KAST,1,1,,19.488,cyan-ATLAS,39:21.6,ATLAS_Bot1,,2020TNSTR3216....1T,2020TNSCR3431....1H,
69328,SN 2020xkx,20:28.2,+22:59:12.84,SN IIn,0.0415,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS, AMPEL","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ePESSTO+,AMPEL; ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bdpu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.689,orange-ATLAS,21:07.2,ATLAS_Bot1,,2020TNSTR3173....1T,2020TNSCR3243....1G,
69327,SN 2020xkw,30:56.9,+18:52:48.04,SN IIn,0.04,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS,ATLAS20bdpt,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",UH88 - SNIFS,1,1,,18.743,orange-ATLAS,17:16.8,ATLAS_Bot1,,2020TNSTR3173....1T,2020TNSCR3717....1D,
67735,SN 2020vci,04:22.6,+51:04:56.86,SN IIn,0.193,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20bcru,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",Keck1 - LRIS,1,1,,19.088,orange-ATLAS,05:16.8,ATLAS_Bot1,,2020TNSTR3053....1T,"2021TNSCR.223....1D, 2021TNSCR.358....1D",
66602,SN 2020tlf,40:10.0,+42:46:39.43,SN IIn,0.008463,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF","None, UCSC",ATLAS; GaiaAlerts; ZTF,ATLAS20bbft,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","Keck1 - LRIS, Other - Other",1,1,,15.885,cyan-ATLAS,18:14.4,ATLAS_Bot1,,2020TNSTR2815....1T,"2020TNSCR2839....1B, 2020TNSCR2840....1D",
65581,SN 2020ryo,48:50.3,-17:16:32.46,SN IIn,0.207,,,"ATLAS, Pan-STARRS, MASTER, ZTF","ATLAS, Pan-STARRS, MASTER, ZTF",REFITT,ATLAS; MASTER; Pan-STARRS; ZTF,ATLAS20yhp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",SOAR - Goodman,1,1,,19.563,orange-ATLAS,11:31.2,ATLAS_Bot1,,2020TNSTR2589....1T,2020TNSCR3472....1W,
60367,SN 2020kro,40:08.2,+38:49:54.30,SN IIn,0.128,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20nkd,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2",Lick-3m - KAST,1,1,,18.524,orange-ATLAS,16:48.0,ATLAS_Bot1,,2020TNSTR1440....1T,2020TNSCR2394....1B,
57943,SN 2020hfn,48:48.0,-10:34:22.64,SN IIn,0.024854,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS20kce,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.721,orange-ATLAS,16:48.0,ATLAS_Bot1,,2020TNSTR1028....1T,2020TNSCR1756....1D,
57868,SN 2020hcr,54:22.6,-05:21:25.38,SN IIn,0.051,,,"ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ATLAS, Pan-STARRS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20jym,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,18.963,orange-ATLAS,11:02.4,ATLAS_Bot1,,2020TNSTR1024....1T,2020TNSCR1114....1D,
56640,SN 2020fhw,00:29.9,+17:14:10.68,SN IIn,0.1116,,,"ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ATLAS, Pan-STARRS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20jhp,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",,1,1,,19.569,orange-ATLAS,43:12.0,ATLAS_Bot1,,2020TNSTR.894....1T,2020TNSCR2663....1Y,
54646,SN 2020dfh,42:01.6,+03:12:03.10,SN IIn,0.0293,,,"ATLAS, GaiaAlerts, ZTF, Pan-STARRS","ATLAS, GaiaAlerts, ZTF, Pan-STARRS",ePESSTO+,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS20gle,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,18.696,cyan-ATLAS,17:16.0,ATLAS_Bot1,,2020TNSTR.608....1T,2020TNSCR.666....1A,
50967,SN 2019yxk,13:46.3,-22:26:06.65,SN IIn,0.094,,,"ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ATLAS19bepo,"ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.493,cyan-ATLAS,24:28.0,ATLAS_Bot1,,2019TNSTR2726....1T,2020TNSCR3267....1I,
48839,SN 2019vts,35:03.4,+50:26:05.24,SN IIn,0.0395,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19bbym,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,19.171,cyan-ATLAS,03:50.0,ATLAS_Bot1,,2019TNSTR2486....1T,2019TNSCR2630....1G,
47986,SN 2019unf,14:25.3,+07:41:45.10,SN IIn,0.1115,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS19bahj,ATLAS-MLO - ATLAS-01,,1,1,,19.416,orange-ATLAS,51:21.0,ATLAS_Bot1,,2019TNSTR2332....1T,2020TNSCR2662....1Y,
47360,SN 2019tpl,00:00.7,-03:06:30.32,SN IIn,0.076,,,"ATLAS, ZTF","ATLAS, ZTF","ePESSTO+, SCAT, ZTF",ATLAS; ZTF,ATLAS19zfu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM, UH88 - SNIFS",1,1,,18.411,orange-ATLAS,52:48.0,ATLAS_Bot1,,2019TNSTR2217....1T,"2019TNSCR2272....1C, 2019TNSCR2882....1D, 2019TNSCR2889....1D",
47157,SN 2019ths,28:01.3,-04:33:16.78,SN IIn,0.166,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS,ATLAS19ytu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",ESO-NTT - EFOSC2-NTT,1,1,,19.057,orange-ATLAS,54:14.0,ATLAS_Bot1,,2019TNSTR2179....1T,2019TNSCR2209....1L,
46270,SN 2019sae,45:04.6,+26:04:17.19,SN IIn,0.048,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS,ATLAS19xlf,"ATLAS-MLO - ATLAS-01, PS1 - GPC1, PS2 - GPC2",Keck1 - LRIS,1,1,,19.374,orange-ATLAS,48:57.0,ATLAS_Bot1,,2019TNSTR1994....1T,2020TNSCR2553....1D,
45122,SN 2019qif,31:41.8,+00:16:44.89,SN IIn,0.076,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19vfb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.523,orange-ATLAS,30:43.0,ATLAS_Bot1,,2019TNSTR1858....1T,2020TNSCR.601....1D,
44617,SN 2019pox,33:16.5,+74:56:06.08,SN IIn,0.0674,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS19usw,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",,1,1,,19.637,orange-ATLAS,53:16.0,ATLAS_Bot1,,2019TNSTR1759....1T,2020TNSCR2649....1Y,
44399,SN 2019pgu,18:42.8,+67:54:00.40,SN IIn,0.1055,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19ufb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",P200 - DBSP,1,1,,19.332,cyan-ATLAS,51:21.0,ATLAS_Bot1,,2019TNSTR1694....1T,2020TNSCR.601....1D,
42687,SN 2019mtk,54:58.5,+44:05:24.54,SN IIn,0.084,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19rmq,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.269,cyan-ATLAS,36:57.0,ATLAS_Bot1,,2019TNSTR1424....1T,2020TNSCR..91....1D,
42238,SN 2019mce,02:36.1,+05:09:22.97,SN IIn,0.072,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS19qsu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",P200 - DBSP,1,1,,19.518,cyan-ATLAS,33:36.0,ATLAS_Bot1,,2019TNSTR1373....1T,2019TNSCR1766....1F,
42026,SN 2019lub,23:00.8,-49:31:14.95,SN IIn,0.066,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS19pvd,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.801,orange-ATLAS,34:33.0,ATLAS_Bot1,,2019TNSTR1327....1T,2019TNSCR1379....1A,
41338,SN 2019kud,44:29.7,+33:59:10.03,SN IIn,0.032412,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19orj,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,18.977,orange-ATLAS,34:04.0,ATLAS_Bot1,,2019TNSTR1168....1T,2019TNSCR1215....1D,
40933,SN 2019kep,10:20.4,-09:34:29.06,SN IIn,0.02388,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19oil,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P200 - DBSP,1,1,,18.049,cyan-ATLAS,13:55.0,ATLAS_Bot1,,2019TNSTR1130....1T,2019TNSCR1774....1F,
39591,SN 2019ifr,59:18.5,-06:59:37.80,SN IIn,0.058093,,,"ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF",TCD,ATLAS; Pan-STARRS; ZTF,ATLAS19nue,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,19.144,orange-ATLAS,03:21.0,ATLAS_Bot1,,2019TNSTR1083....1T,2019TNSCR1104....1P,
35208,SN 2019bwb,48:26.4,-45:41:31.20,SN IIn,0.02,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",ePESSTO,ATLAS; GaiaAlerts,ATLAS19dzi,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.285,orange-ATLAS,01:55.0,ATLAS_Bot1,,2019TNSTR.399....1T,2019TNSCR.417....1B,
34377,SN 2019aqo,49:21.9,+48:00:10.30,SN IIn,0.058,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19deo,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",,1,1,,19.05,orange-ATLAS,45:36.0,ATLAS_Bot1,,2019TNSTR.217....1T,2020TNSCR2634....1Y,
33525,SN 2019lr,12:34.9,-20:27:38.46,SN IIn,0.054,,,"ATLAS, ZTF","ATLAS, ZTF",None,ATLAS; ZTF,ATLAS19anu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.093,cyan-ATLAS,43:12.0,ATLAS_Bot1,,2019TNSTR..55....1T,2019TNSCR..93....1P,
31876,SN 2018jmn,39:36.3,+30:12:41.70,SN IIn,0.09,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS18baig,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",,1,1,,19.427,cyan-ATLAS,22:33.0,ATLAS_Bot1,,2018TNSTR1884....1T,2020TNSCR2635....1Y,
31641,SN 2018jdo,17:48.7,+35:48:29.14,SN IIn,0.039,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS18znn,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",,1,1,,18.709,orange-ATLAS,47:31.0,ATLAS_Bot1,,2018TNSTR1830....1T,2018TNSCR1886....1F,
31064,SN 2018ihm,44:14.0,+32:07:39.00,SN IIn,0.055,,,"ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS18yrh,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam",,1,1,,18.32,cyan-ATLAS,52:48.0,ATLAS_Bot1,,2018TNSTR1746....1T,2018TNSCR1870....1F,
30582,SN 2018hpb,01:34.5,-17:27:45.18,SN IIn,0.0177,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ASAS-SN,ATLAS; GaiaAlerts; ZTF,ATLAS18yaz,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",MDM-2.4 - OSMOS,1,1,,17.149,orange-ATLAS,55:40.0,ATLAS_Bot1,,2018TNSTR1648....1T,2018TNSCR1770....1B,
29605,SN 2018gea,56:20.7,-09:34:59.94,SN IIn,0.103,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ePESSTO,ATLAS; Pan-STARRS,ATLAS18uxz,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.652,orange-ATLAS,19:12.0,ATLAS_Bot1,,2018TNSTR1342....1T,"2018TNSCR1410....1G, 2018TNSCR2169....1B",
28920,SN 2018fdt,04:44.3,+38:14:07.98,SN IIn,0.055,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS18tuy,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.458,cyan-ATLAS,22:33.0,ATLAS_Bot1,,2018TNSTR1186....1T,2018TNSCR1221....1F,
27143,SN 2018cnv,49:28.0,-24:23:00.49,SN IIn,0.047,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",None,ATLAS; Pan-STARRS,ATLAS18qjm,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1",SOAR - Goodman,1,1,,18.157,cyan-ATLAS,59:31.0,ATLAS_Bot1,,2018TNSTR.829....1T,2018TNSCR.854....1P,
26686,SN 2018bwr,28:26.2,+08:48:22.14,SN IIn,0.046,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS18ppb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.585,cyan-ATLAS,58:04.0,ATLAS_Bot1,,2018TNSTR.695....1T,2018TNSCR.762....1F,
26240,SN 2018bih,30:43.9,+42:21:44.35,SN IIn,0.044,,,"ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS18ofo,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.919,orange-ATLAS,46:33.0,ATLAS_Bot1,,2018TNSTR.609....1T,2018TNSCR.892....1F,
23474,SN 2017ijn,41:30.9,-11:11:58.20,SN IIn,0.05,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",None,ATLAS; GaiaAlerts,ATLAS17nhp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,18.224,orange-ATLAS,30:43.0,ATLAS_Bot1,,2017TNSTR1293....1T,2017TNSCR1331....1P,
22605,SN 2017hcd,42:51.9,+31:28:56.57,SN IIn,0.035,,,"ATLAS, Pan-STARRS, GaiaAlerts, SKYS","ATLAS, Pan-STARRS, GaiaAlerts, SKYS",None,ATLAS; GaiaAlerts; Pan-STARRS; SKYS,ATLAS17lui,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other, PS1 - GPC1",Other - Other,1,1,,18.634,orange-ATLAS,32:38.0,ATLAS_Bot1,,2017TNSTR1070....1T,2017TNSCR1308....1X,
22604,SN 2017hcc,03:50.6,-11:28:28.60,SN IIn,0.0173,,,"ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS",ASAS-SN,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17lsn,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1",FTS - FLOYDS-S,1,1,,17.444,orange-ATLAS,04:19.0,ATLAS_Bot1,,2017TNSTR1070....1T,2017TNSCR1103....1D,
22421,SN 2017gvb,04:42.4,+61:31:38.53,SN IIn,0.030344,,,"ATLAS, GaiaAlerts, DLT40","ATLAS, GaiaAlerts, DLT40",NUTS,ATLAS; DLT40; GaiaAlerts,ATLAS17ldj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other",NOT - ALFOSC,1,1,,17.79,orange-ATLAS,54:14.0,ATLAS_Bot1,,2017TNSTR1016....1T,2019TNSCR.524....1D,
