reqId	ra	dec	startJD	endJD	created	started	ended	machine	exitcode	lightcurve
387726	349.068683333333	48.4284444444444	2458649.673100	2459249.673100	2024-09-29 12:44:15.375819	2024-09-29 14:07:28.956015	2024-09-29 14:54:55.581884	28	57	/ztf/ops/forcedphot/lc/0/387/req387726/cksumd54175ac74363e03a8f96d78b31449c9/forcedphotometry_req00387726_lc.txt
387727	117.419666666667	5.07421111111111	2458669.978264	2459269.978264	2024-09-29 12:44:15.455143	2024-09-29 14:07:27.508839	2024-09-29 14:15:16.727761	32	0	/ztf/ops/forcedphot/lc/0/387/req387727/cksumcc1c2aec728afa173d74c9e09b2dc61a/forcedphotometry_req00387727_lc.txt
387728	195.270708333333	26.3510694444444	2458381.040949	2458981.040949	2024-09-29 12:44:15.541496	2024-09-29 14:07:27.219234	2024-09-29 14:25:49.224946	35	0	/ztf/ops/forcedphot/lc/0/387/req387728/cksum2abc1ea0f261dc11694ad224e3e697be/forcedphotometry_req00387728_lc.txt
387729	28.9022	53.5918944444444	2458593.992998	2459193.992998	2024-09-29 12:44:15.856964	2024-09-29 14:10:31.592623	2024-09-29 14:27:19.765025	32	61	/ztf/ops/forcedphot/lc/0/387/req387729/cksumcdbe9edef6f49dea9e691eb6929c2d30/forcedphotometry_req00387729_lc.txt
387730	200.270583333333	8.16850555555556	2458558.674988	2459158.674988	2024-09-29 12:44:15.934707	2024-09-29 14:10:31.660547	2024-09-29 14:22:10.858286	32	56	/ztf/ops/forcedphot/lc/0/387/req387730/cksum90bd65d9a45471a5f786e2613c422d01/forcedphotometry_req00387730_lc.txt
387731	210.409941666667	14.4152694444444	2458422.970926	2459022.970926	2024-09-29 12:44:16.037154	2024-09-29 14:10:31.625209	2024-09-29 14:24:11.90894	36	57	/ztf/ops/forcedphot/lc/0/387/req387731/cksum78e305c6b200c826e8f1ad3f1f9f3db1/forcedphotometry_req00387731_lc.txt
387732	334.992666666667	25.6296611111111	2458676.693437	2459276.693437	2024-09-29 12:44:16.079403	2024-09-29 14:12:54.714229	2024-09-29 15:05:22.293386	28	61	/ztf/ops/forcedphot/lc/0/387/req387732/cksum037bd103461b861325aa226549f863cf/forcedphotometry_req00387732_lc.txt
387733	29.1283375	18.4399277777778	2458711.662963	2459311.662963	2024-09-29 12:44:16.138054	2024-09-29 14:12:53.5533	2024-09-29 14:34:16.258015	32	56	/ztf/ops/forcedphot/lc/0/387/req387733/cksum064433b1576ff8848793f97107b8e222/forcedphotometry_req00387733_lc.txt
387734	311.987141666667	-12.9823972222222	2458685.683391	2459285.683391	2024-09-29 12:44:16.175685	2024-09-29 14:12:52.819147	2024-09-29 14:18:56.254799	42	0	/ztf/ops/forcedphot/lc/0/387/req387734/cksum3e93a1b609b8e0e1881749dc9dc09b96/forcedphotometry_req00387734_lc.txt
387735	142.070875	26.3267888888889	2458538.682766	2459138.682766	2024-09-29 12:44:16.223616	2024-09-29 14:16:37.831272	2024-09-29 14:23:59.736624	32	56	/ztf/ops/forcedphot/lc/0/387/req387735/cksuma1adc48189e5630ff265e76d1f04de9a/forcedphotometry_req00387735_lc.txt
387736	241.28325	73.5844305555556	2458580.699028	2459180.699028	2024-09-29 12:44:16.282684	2024-09-29 14:16:37.635042	2024-09-29 14:37:14.467313	33	57	/ztf/ops/forcedphot/lc/0/387/req387736/cksumfd9c9035250e0e25a62096d08e80916c/forcedphotometry_req00387736_lc.txt
387737	339.1190875	-7.63394444444444	2458674.694734	2459274.694734	2024-09-29 12:44:16.362578	2024-09-29 14:16:35.722161	2024-09-29 14:35:01.4621	34	0	/ztf/ops/forcedphot/lc/0/387/req387737/cksum34f852322f51314e7d4f9a3a84c53489/forcedphotometry_req00387737_lc.txt
387738	3.856875	-14.2538194444444	2458562.942037	2459162.942037	2024-09-29 12:44:16.614436	2024-09-29 14:18:54.685315	2024-09-29 14:28:26.056062	28	0	/ztf/ops/forcedphot/lc/0/387/req387738/cksumbaafa96d4050e09ac10b0fa33b317ca6/forcedphotometry_req00387738_lc.txt
387739	207.682920833333	-2.50694722222222	2458426.975995	2459026.975995	2024-09-29 12:44:16.685375	2024-09-29 14:18:52.389236	2024-09-29 14:25:11.424807	38	56	/ztf/ops/forcedphot/lc/0/387/req387739/cksum8e84e54b5864a71382e3ebe456272b18/forcedphotometry_req00387739_lc.txt
387740	267.085441666667	48.2019694444444	2458535.945995	2459135.945995	2024-09-29 12:44:16.764477	2024-09-29 14:18:52.605052	2024-09-29 15:07:55.079433	43	56	/ztf/ops/forcedphot/lc/0/387/req387740/cksum2af8a936e2180fb83b2697bf259f8ed1/forcedphotometry_req00387740_lc.txt
387741	210.4648625	-10.4110194444444	2458732.065683	2459332.065683	2024-09-29 12:44:16.847015	2024-09-29 14:18:54.336548	2024-09-29 14:32:11.372196	45	56	/ztf/ops/forcedphot/lc/0/387/req387741/cksumc241b8e44236af7f07179a6fbbea7392/forcedphotometry_req00387741_lc.txt
387742	64.243625	-16.1119611111111	2458712.773356	2459312.773356	2024-09-29 12:44:16.905843	2024-09-29 14:23:39.422777	2024-09-29 14:38:22.43136	32	61	/ztf/ops/forcedphot/lc/0/387/req387742/cksum6d85ab0b658a89cd3b5fd80d0599321a/forcedphotometry_req00387742_lc.txt
387743	253.228166666667	20.71765	2458569.815613	2459169.815613	2024-09-29 12:44:17.188692	2024-09-29 14:25:56.691439	2024-09-29 14:38:16.482829	32	61	/ztf/ops/forcedphot/lc/0/387/req387743/cksumcc290932053eec14e494c840f27ab95f/forcedphotometry_req00387743_lc.txt
387744	206.9628	0.100422222222222	2458731.066273	2459331.066273	2024-09-29 12:44:17.247153	2024-09-29 14:25:56.867442	2024-09-29 14:31:19.066343	32	0	/ztf/ops/forcedphot/lc/0/387/req387744/cksumc9ca6aa9dde5a1154cb15a148708eb83/forcedphotometry_req00387744_lc.txt
387745	254.493783333333	78.6037722222222	2458457.869838	2459057.869838	2024-09-29 12:44:17.326395	2024-09-29 14:25:56.611954	2024-09-29 14:44:50.959756	36	0	/ztf/ops/forcedphot/lc/0/387/req387745/cksum7300f59fde18a1e025becdcf809b747e/forcedphotometry_req00387745_lc.txt
387746	79.1999791666667	-7.47862777777778	2458731.689907	2459331.689907	2024-09-29 12:44:17.39055	2024-09-29 14:29:29.366693	2024-09-29 15:10:45.48968	28	56	/ztf/ops/forcedphot/lc/0/387/req387746/cksum6234b473bd00f56fb0de8cf690050fb0/forcedphotometry_req00387746_lc.txt
387747	225.273108333333	50.6561805555556	2458460.888322	2459060.888322	2024-09-29 12:44:17.486696	2024-09-29 14:29:27.581527	2024-09-29 14:59:29.354475	32	57	/ztf/ops/forcedphot/lc/0/387/req387747/cksum9960c8171ca9d148476015b5e31a5a0c/forcedphotometry_req00387747_lc.txt
387748	188.12225	4.88895	2458174.696991	2458774.696991	2024-09-29 12:45:17.786885	2024-09-29 14:29:27.578121	2024-09-29 14:36:06.533044	35	62	/ztf/ops/forcedphot/lc/0/387/req387748/cksum408b19e7d679cde8a05bccc4aa6f71be/forcedphotometry_req00387748_lc.txt
387749	224.084325	21.0624027777778	2458126.795000	2458726.795000	2024-09-29 12:45:17.894888	2024-09-29 14:30:57.853334	2024-09-29 14:43:37.783908	28	62	/ztf/ops/forcedphot/lc/0/387/req387749/cksuma1f3a5557f0776b0dd00ad1dd83ce8dd/forcedphotometry_req00387749_lc.txt
387750	289.894658333333	44.03395	2458152.941991	2458752.941991	2024-09-29 12:45:17.94936	2024-09-29 14:30:56.470191	2024-09-29 15:52:33.723203	38	62	/ztf/ops/forcedphot/lc/0/387/req387750/cksum19e7631f48e6b723f15739897bd87dc1/forcedphotometry_req00387750_lc.txt
387751	232.8085	16.8927	2458173.816991	2458773.816991	2024-09-29 12:50:20.776788	2024-09-29 14:30:56.718656	2024-09-29 14:38:30.591919	39	62	/ztf/ops/forcedphot/lc/0/387/req387751/cksum52b557849b8658bcd24cb3b84a72fd3e/forcedphotometry_req00387751_lc.txt
387752	185.1158625	41.7928916666667	2458236.680000	2458836.680000	2024-09-29 12:51:21.538306	2024-09-29 14:30:56.114805	2024-09-29 14:43:31.039289	42	57	/ztf/ops/forcedphot/lc/0/387/req387752/cksum12f8514e7cb60aec698b8339e6ae6609/forcedphotometry_req00387752_lc.txt
387753	134.075016666667	52.5494222222222	2458364.975382	2458964.975382	2024-09-29 12:52:24.660635	2024-09-29 14:33:40.683722	2024-09-29 15:04:15.441265	28	0	/ztf/ops/forcedphot/lc/0/387/req387753/cksum04818c11af8343c21b0f850f08a28505/forcedphotometry_req00387753_lc.txt
387754	217.812366666667	17.1929972222222	2458129.858993	2458729.858993	2024-09-29 12:54:26.065315	2024-09-29 14:34:57.174156	2024-09-29 14:40:40.541803	32	62	/ztf/ops/forcedphot/lc/0/387/req387754/cksum08a2cdcd8a40bd7dce0eb8defb750b16/forcedphotometry_req00387754_lc.txt
387755	118.2995	23.6517305555556	2458273.015995	2458873.015995	2024-09-29 12:56:27.084991	2024-09-29 14:34:59.60144	2024-09-29 15:14:01.221166	45	0	/ztf/ops/forcedphot/lc/0/387/req387755/cksum93dcc1ac83006a2151f63962710f1f62/forcedphotometry_req00387755_lc.txt
387756	110.06975	41.3466305555556	2458277.965995	2458877.965995	2024-09-29 12:56:27.173483	2024-09-29 14:34:57.578815	2024-09-29 15:34:14.706924	46	61	/ztf/ops/forcedphot/lc/0/387/req387756/cksumc7e26b00c9a7975d036b3762c79221a8/forcedphotometry_req00387756_lc.txt
