reqId	ra	dec	startJD	endJD	created	started	ended	machine	exitcode	lightcurve
387634	111.064570833333	19.0813083333333	2459743.954000	2460343.954000	2024-09-29 09:56:47.688465	2024-09-29 11:00:15.644635	2024-09-29 11:13:26.001931	45	61	/ztf/ops/forcedphot/lc/0/387/req387634/cksuma1252ae2cdbbe4ab0066477e3f7e66b1/forcedphotometry_req00387634_lc.txt
387635	118.063008333333	-1.14108611111111	2459755.964000	2460355.964000	2024-09-29 09:56:47.768399	2024-09-29 11:00:14.385343	2024-09-29 11:09:14.642059	47	0	/ztf/ops/forcedphot/lc/0/387/req387635/cksum852083a3156bd5a5191502731d609acf/forcedphotometry_req00387635_lc.txt
387636	173.157170833333	68.3968722222222	2459866.865498	2460466.865498	2024-09-29 09:56:47.820739	2024-09-29 11:00:12.574352	2024-09-29 11:06:56.763832	57	56	/ztf/ops/forcedphot/lc/0/387/req387636/cksumc87fa2fb7388e0f96b30921365222f8a/forcedphotometry_req00387636_lc.txt
387637	227.2899875	52.5332777777778	2459992.821690	2460592.821690	2024-09-29 09:56:47.890693	2024-09-29 11:00:12.569848	2024-09-29 11:08:37.66998	61	0	/ztf/ops/forcedphot/lc/0/387/req387637/cksumce253b7730930ef4ff91976b2d9ca110/forcedphotometry_req00387637_lc.txt
387638	25.3074833333333	56.4718	2459722.964086	2460322.964086	2024-09-29 09:56:47.940214	2024-09-29 11:00:12.778051	2024-09-29 11:08:59.189826	33	0	/ztf/ops/forcedphot/lc/0/387/req387638/cksuma4826c09a69d2f5136242b1d6f6b9947/forcedphotometry_req00387638_lc.txt
387639	219.180529166667	12.0900833333333	2460009.777164	2460609.777164	2024-09-29 09:56:47.98449	2024-09-29 11:00:10.609904	2024-09-29 11:12:04.287171	34	0	/ztf/ops/forcedphot/lc/0/387/req387639/cksum3edbd542b9dcb86d754dae24a9d3b141/forcedphotometry_req00387639_lc.txt
387640	3.77999166666667	17.4986944444444	2459353.839861	2459953.839861	2024-09-29 09:57:48.636458	2024-09-29 11:01:56.588622	2024-09-29 11:17:14.541062	48	57	/ztf/ops/forcedphot/lc/0/387/req387640/cksumbf248c05d1aeb6724d5c04d2df25e65d/forcedphotometry_req00387640_lc.txt
387641	340.031483333333	-5.003475	2459372.860799	2459972.860799	2024-09-29 09:57:49.275464	2024-09-29 11:01:56.588009	2024-09-29 11:13:31.684007	48	56	/ztf/ops/forcedphot/lc/0/387/req387641/cksum6d089738204d13b2f8eac398db86f9c4/forcedphotometry_req00387641_lc.txt
387642	10.7585083333333	-6.41329722222222	2459346.978843	2459946.978843	2024-09-29 09:57:49.361758	2024-09-29 11:01:56.623673	2024-09-29 11:08:35.391969	48	56	/ztf/ops/forcedphot/lc/0/387/req387642/cksum9a690a439281fa00333da5f0f7def1bf/forcedphotometry_req00387642_lc.txt
387643	321.831725	2.79260555555556	2459378.733000	2459978.733000	2024-09-29 09:57:49.444299	2024-09-29 11:05:55.622793	2024-09-29 11:18:59.319929	35	56	/ztf/ops/forcedphot/lc/0/387/req387643/cksum76d014f9b60b6b1fd5f8898dd7187f01/forcedphotometry_req00387643_lc.txt
387644	257.782466666667	72.4888444444444	2459342.784780	2459942.784780	2024-09-29 09:57:49.572006	2024-09-29 11:05:55.354524	2024-09-29 11:44:28.210339	38	56	/ztf/ops/forcedphot/lc/0/387/req387644/cksum9979586abd4af448587be6bd50a61e11/forcedphotometry_req00387644_lc.txt
387645	111.425879166667	44.8236416666667	2459372.992975	2459972.992975	2024-09-29 09:57:49.665882	2024-09-29 11:05:55.351463	2024-09-29 11:19:30.190324	39	56	/ztf/ops/forcedphot/lc/0/387/req387645/cksum795463893f111de5173faa851cf97ae8/forcedphotometry_req00387645_lc.txt
387646	51.0147666666667	15.9694305555556	2459398.870718	2459998.870718	2024-09-29 09:57:49.726382	2024-09-29 11:05:55.651296	2024-09-29 11:13:50.117286	40	0	/ztf/ops/forcedphot/lc/0/387/req387646/cksum8bba3e7b4f801ca83fcba5ea545bc948/forcedphotometry_req00387646_lc.txt
387647	19.3969125	8.51159166666667	2459398.821000	2459998.821000	2024-09-29 09:57:50.067776	2024-09-29 11:05:57.25349	2024-09-29 11:43:17.345941	41	56	/ztf/ops/forcedphot/lc/0/387/req387647/cksum4dba644838cbdd96054d939eef13824c/forcedphotometry_req00387647_lc.txt
387648	354.993	-22.7887888888889	2459361.856447	2459961.856447	2024-09-29 09:57:50.132595	2024-09-29 11:07:12.578558	2024-09-29 11:12:58.810581	43	0	/ztf/ops/forcedphot/lc/0/387/req387648/cksum7782e92c48caf1298c2938df2dc2e1e0/forcedphotometry_req00387648_lc.txt
387650	253.611566666667	53.7239916666667	2459280.864850	2459880.864850	2024-09-29 12:42:01.143906	2024-09-29 12:43:17.938024	2024-09-29 13:21:30.286484	36	56	/ztf/ops/forcedphot/lc/0/387/req387650/cksumd96ac28ea70f494c7558af9c33b00517/forcedphotometry_req00387650_lc.txt
387651	20.4507	75.2841194444444	2459309.952420	2459909.952420	2024-09-29 12:42:01.69808	2024-09-29 12:43:17.905382	2024-09-29 12:51:19.467336	36	57	/ztf/ops/forcedphot/lc/0/387/req387651/cksume4af63d27e4602c19dbd0dbcd210315e/forcedphotometry_req00387651_lc.txt
387652	274.956291666667	56.167	2459235.922303	2459835.922303	2024-09-29 12:42:01.777261	2024-09-29 12:43:17.914801	2024-09-29 13:19:30.737687	36	57	/ztf/ops/forcedphot/lc/0/387/req387652/cksum6488c63c648a0aad1ddb0c395e543995/forcedphotometry_req00387652_lc.txt
387653	338.1684	25.5763194444444	2459257.965200	2459857.965200	2024-09-29 12:42:01.945247	2024-09-29 12:43:19.246705	2024-09-29 13:12:35.2009	44	56	/ztf/ops/forcedphot/lc/0/387/req387653/cksum77b12a4187fab52254ae6ee3742fb70a/forcedphotometry_req00387653_lc.txt
387654	330.635208333333	-16.7601194444444	2459279.898000	2459879.898000	2024-09-29 12:42:02.125246	2024-09-29 12:43:18.625854	2024-09-29 12:50:19.67981	44	56	/ztf/ops/forcedphot/lc/0/387/req387654/cksumb98bfa9f910ab49248a80d30a4beae8d/forcedphotometry_req00387654_lc.txt
387655	239.174445833333	68.3786	2459236.904000	2459836.904000	2024-09-29 12:42:02.221889	2024-09-29 12:43:18.73895	2024-09-29 13:14:01.782598	44	61	/ztf/ops/forcedphot/lc/0/387/req387655/cksumf574c1b825662b9ef9288c31fe5ed53a/forcedphotometry_req00387655_lc.txt
387656	210.186833333333	49.3729388888889	2459341.678576	2459941.678576	2024-09-29 12:42:02.346664	2024-09-29 12:43:18.743278	2024-09-29 13:08:22.591011	44	0	/ztf/ops/forcedphot/lc/0/387/req387656/cksumac95227bf2af109c27fe95285d5dc1c7/forcedphotometry_req00387656_lc.txt
387657	323.062304166667	-0.501408333333333	2459239.976956	2459839.976956	2024-09-29 12:42:04.476676	2024-09-29 12:43:18.541755	2024-09-29 13:09:33.429079	57	56	/ztf/ops/forcedphot/lc/0/387/req387657/cksum256d98a8c3f76868f756c764b2bdbc6b/forcedphotometry_req00387657_lc.txt
387658	190.688375	73.1389805555556	2459283.702268	2459883.702268	2024-09-29 12:42:04.565695	2024-09-29 12:43:18.935747	2024-09-29 12:51:39.792529	57	0	/ztf/ops/forcedphot/lc/0/387/req387658/cksum2f1e7c78da9a6f7cb09e4ada29fefa77/forcedphotometry_req00387658_lc.txt
387659	12.3535833333333	-1.76633888888889	2459326.940830	2459926.940830	2024-09-29 12:42:04.65222	2024-09-29 12:43:18.854691	2024-09-29 12:56:26.109322	57	57	/ztf/ops/forcedphot/lc/0/387/req387659/cksum4ef8f04c1d30fe843b70cebd8d3d9b22/forcedphotometry_req00387659_lc.txt
387660	349.5719125	14.8347027777778	2459291.903000	2459891.903000	2024-09-29 12:42:04.705842	2024-09-29 12:46:55.011723	2024-09-29 12:58:05.527661	43	0	/ztf/ops/forcedphot/lc/0/387/req387660/cksum658344291825bb6819b8a2b09585223a/forcedphotometry_req00387660_lc.txt
387661	206.341541666667	26.7501805555556	2459297.737812	2459897.737812	2024-09-29 12:42:04.774234	2024-09-29 12:46:56.668202	2024-09-29 13:14:17.725118	45	57	/ztf/ops/forcedphot/lc/0/387/req387661/cksum470cd8ab04c681c211d5fde43f75bfeb/forcedphotometry_req00387661_lc.txt
387662	203.949658333333	2.99981944444444	2459236.774051	2459836.774051	2024-09-29 12:42:04.852957	2024-09-29 12:46:56.46427	2024-09-29 13:00:50.729484	47	56	/ztf/ops/forcedphot/lc/0/387/req387662/cksumc1fbc74779837adc80346c09f7c93576/forcedphotometry_req00387662_lc.txt
387663	272.277841666667	22.4020944444444	2459305.819000	2459905.819000	2024-09-29 12:42:05.135526	2024-09-29 12:46:55.009949	2024-09-29 13:03:36.141292	48	61	/ztf/ops/forcedphot/lc/0/387/req387663/cksum160952c3dbf117987a6ef5e10861b155/forcedphotometry_req00387663_lc.txt
387664	290.5701875	56.35005	2459202.884317	2459802.884317	2024-09-29 12:43:06.219081	2024-09-29 12:46:54.901675	2024-09-29 12:55:49.868678	51	0	/ztf/ops/forcedphot/lc/0/387/req387664/cksum2fd6f5f5e9ce85a55b98d875bf22e238/forcedphotometry_req00387664_lc.txt
387665	177.642	-4.33966111111111	2458754.001991	2459354.001991	2024-09-29 12:43:06.33966	2024-09-29 12:46:54.849788	2024-09-29 12:53:35.968786	43	56	/ztf/ops/forcedphot/lc/0/387/req387665/cksumecfb1a19db3df4a36d458c03da83dade/forcedphotometry_req00387665_lc.txt
387666	146.2335625	31.0960361111111	2459093.923000	2459693.923000	2024-09-29 12:43:06.438911	2024-09-29 12:46:57.030064	2024-09-29 13:10:02.401308	45	57	/ztf/ops/forcedphot/lc/0/387/req387666/cksumac872d9db5beec632de32e747d62f046/forcedphotometry_req00387666_lc.txt
387667	238.970875	36.4098416666667	2458967.678890	2459567.678890	2024-09-29 12:43:06.517456	2024-09-29 12:46:56.684929	2024-09-29 14:48:20.037435	47	61	/ztf/ops/forcedphot/lc/0/387/req387667/cksumaf52181c0ffe2d6a46a607195d87397e/forcedphotometry_req00387667_lc.txt
387668	113.634525	8.78801388888889	2458762.659410	2459362.659410	2024-09-29 12:43:06.88483	2024-09-29 12:46:55.08729	2024-09-29 13:15:34.048308	48	56	/ztf/ops/forcedphot/lc/0/387/req387668/cksuma1b5ee71d3d4d0bef9f42eb0daea513e/forcedphotometry_req00387668_lc.txt
387669	19.7158125	18.669325	2458975.976273	2459575.976273	2024-09-29 12:43:07.001577	2024-09-29 12:46:54.769242	2024-09-29 13:12:26.959002	51	57	/ztf/ops/forcedphot/lc/0/387/req387669/cksumd01e590b0b068c53e5bd0cdd6d2723d3/forcedphotometry_req00387669_lc.txt
387670	259.172316666667	57.9034333333333	2458956.763430	2459556.763430	2024-09-29 12:43:07.112532	2024-09-29 12:53:23.681261	2024-09-29 13:45:32.351887	36	61	/ztf/ops/forcedphot/lc/0/387/req387670/cksumdeb92396aa6e072a2315c6e46102d600/forcedphotometry_req00387670_lc.txt
387671	69.2872416666667	72.46025	2458749.610926	2459349.610926	2024-09-29 12:43:07.215114	2024-09-29 12:53:24.225132	2024-09-29 13:32:56.931976	28	61	/ztf/ops/forcedphot/lc/0/387/req387671/cksuma88432b18f8c5d9dd3584afc999e2632/forcedphotometry_req00387671_lc.txt
387672	297.631916666667	57.9911305555556	2459217.988333	2459817.988333	2024-09-29 12:43:07.370541	2024-09-29 12:53:22.714224	2024-09-29 13:13:06.491013	32	56	/ztf/ops/forcedphot/lc/0/387/req387672/cksum2ce057037ebdc4b15679db08dc24d7f8/forcedphotometry_req00387672_lc.txt
387673	52.2929833333333	-22.0212083333333	2459065.830510	2459665.830510	2024-09-29 12:43:07.728732	2024-09-29 12:53:21.743684	2024-09-29 13:12:18.960151	34	0	/ztf/ops/forcedphot/lc/0/387/req387673/cksum9af1fe3dcccf93451090806d904210fd/forcedphotometry_req00387673_lc.txt
387674	11.025025	5.25998055555556	2458960.940070	2459560.940070	2024-09-29 12:43:07.799581	2024-09-29 12:53:27.230397	2024-09-29 13:02:53.572985	32	0	/ztf/ops/forcedphot/lc/0/387/req387674/cksumf7310acd2422d2da31145c6dc3456815/forcedphotometry_req00387674_lc.txt
387675	241.3254375	52.1201638888889	2458928.740060	2459528.740060	2024-09-29 12:43:07.871967	2024-09-29 12:53:26.990496	2024-09-29 13:44:56.035666	32	56	/ztf/ops/forcedphot/lc/0/387/req387675/cksum19ae71376a8d5cf6fa79818b19a753e2/forcedphotometry_req00387675_lc.txt
387676	210.213416666667	-0.185588888888889	2459086.046921	2459686.046921	2024-09-29 12:43:07.930875	2024-09-29 12:56:12.272174	2024-09-29 13:10:48.830099	28	57	/ztf/ops/forcedphot/lc/0/387/req387676/cksum83106221fdf5cee7657df5969ce40f88/forcedphotometry_req00387676_lc.txt
387677	269.461208333333	33.7967388888889	2458777.034896	2459377.034896	2024-09-29 12:43:07.977957	2024-09-29 12:56:11.709694	2024-09-29 13:29:45.75176	28	57	/ztf/ops/forcedphot/lc/0/387/req387677/cksum2a8242dd1ab9e15b4933fdfede189d1e/forcedphotometry_req00387677_lc.txt
387678	212.680875	58.83085	2458808.847315	2459408.847315	2024-09-29 12:43:08.241158	2024-09-29 13:00:35.857109	2024-09-29 13:44:47.526924	28	56	/ztf/ops/forcedphot/lc/0/387/req387678/cksum080a12a3cf9537be077907048872ffb2/forcedphotometry_req00387678_lc.txt
387679	121.002458333333	10.0093194444444	2459148.755050	2459748.755050	2024-09-29 12:43:08.325174	2024-09-29 13:00:32.517448	2024-09-29 13:10:00.819569	32	0	/ztf/ops/forcedphot/lc/0/387/req387679/cksumfb4a0139794a7da944144a9a87bb4fe6/forcedphotometry_req00387679_lc.txt
387680	202.7475	77.2146111111111	2459190.824000	2459790.824000	2024-09-29 12:43:08.400909	2024-09-29 13:02:36.031439	2024-09-29 13:20:01.171266	28	56	/ztf/ops/forcedphot/lc/0/387/req387680/cksum488ab342dfdf89efa6de1ccd821e95ff/forcedphotometry_req00387680_lc.txt
387681	359.3532625	25.0635222222222	2459006.900671	2459606.900671	2024-09-29 12:43:08.480975	2024-09-29 13:06:06.478946	2024-09-29 13:27:19.857663	32	56	/ztf/ops/forcedphot/lc/0/387/req387681/cksum68c5ea54defcfbb12dbc98a5545815d2/forcedphotometry_req00387681_lc.txt
387682	214.724666666667	63.1625472222222	2458754.009653	2459354.009653	2024-09-29 12:43:08.59195	2024-09-29 13:06:06.469837	2024-09-29 13:57:50.316767	32	56	/ztf/ops/forcedphot/lc/0/387/req387682/cksum34136f11bca95611acecd3416a475808/forcedphotometry_req00387682_lc.txt
387683	205.178575	9.37061944444445	2459207.820730	2459807.820730	2024-09-29 12:43:08.672703	2024-09-29 13:08:06.969335	2024-09-29 13:25:13.522362	33	0	/ztf/ops/forcedphot/lc/0/387/req387683/cksumb3edb0a3a6d85514fd2c4e683fbd728f/forcedphotometry_req00387683_lc.txt
387684	43.8321666666667	-11.4135111111111	2458750.668009	2459350.668009	2024-09-29 12:43:08.719691	2024-09-29 13:15:44.479005	2024-09-29 13:39:10.119705	32	61	/ztf/ops/forcedphot/lc/0/387/req387684/cksum689ae55ccc8a746306bc99dadb65b194/forcedphotometry_req00387684_lc.txt
387685	149.232708333333	45.9509722222222	2459164.683000	2459764.683000	2024-09-29 12:43:08.777393	2024-09-29 13:18:10.952521	2024-09-29 13:43:41.525495	28	57	/ztf/ops/forcedphot/lc/0/387/req387685/cksumf39a0b572598465831df549b39177075/forcedphotometry_req00387685_lc.txt
387686	183.356158333333	37.6993888888889	2458800.910579	2459400.910579	2024-09-29 12:43:08.876923	2024-09-29 13:18:09.018934	2024-09-29 13:40:54.193078	32	61	/ztf/ops/forcedphot/lc/0/387/req387686/cksum770fd2ce22822a40b957a7e4638b5b42/forcedphotometry_req00387686_lc.txt
387687	138.83865	78.1338111111111	2459050.973280	2459650.973280	2024-09-29 12:43:08.946648	2024-09-29 13:18:06.83727	2024-09-29 13:59:45.787021	34	56	/ztf/ops/forcedphot/lc/0/387/req387687/cksumb670fdb94f4497ef1dd003547972f83f/forcedphotometry_req00387687_lc.txt
387688	196.596758333333	29.6577722222222	2459156.925914	2459756.925914	2024-09-29 12:43:09.230697	2024-09-29 13:18:08.809511	2024-09-29 14:03:34.222129	35	57	/ztf/ops/forcedphot/lc/0/387/req387688/cksumcceac3f5d504958575f9435ce20e96da/forcedphotometry_req00387688_lc.txt
387689	248.762291666667	56.4773194444444	2459148.991794	2459748.991794	2024-09-29 12:43:09.324635	2024-09-29 13:18:11.30657	2024-09-29 13:58:37.721131	37	56	/ztf/ops/forcedphot/lc/0/387/req387689/cksum937da1a3c3f31e4f93d020c8fd065b45/forcedphotometry_req00387689_lc.txt
387690	114.910683333333	58.9873027777778	2459123.831320	2459723.831320	2024-09-29 12:43:09.385756	2024-09-29 13:18:45.451783	2024-09-29 13:45:44.763212	38	56	/ztf/ops/forcedphot/lc/0/387/req387690/cksum90d7b01c8cd8423c6b82155c8e0c1d3c/forcedphotometry_req00387690_lc.txt
387691	225.6673125	9.30386388888889	2458853.941944	2459453.941944	2024-09-29 12:43:09.459098	2024-09-29 13:22:48.211757	2024-09-29 14:16:46.716832	28	0	/ztf/ops/forcedphot/lc/0/387/req387691/cksum528a6a876300920724a322f19e8fb512/forcedphotometry_req00387691_lc.txt
387692	254.662458333333	26.4923388888889	2459180.903970	2459780.903970	2024-09-29 12:43:09.537637	2024-09-29 13:23:21.921512	2024-09-29 13:54:43.636105	39	0	/ztf/ops/forcedphot/lc/0/387/req387692/cksume0f92454dc75ff4458ae40981830bb87/forcedphotometry_req00387692_lc.txt
387693	43.1694	9.03228333333333	2458793.662836	2459393.662836	2024-09-29 12:43:09.632365	2024-09-29 13:22:46.490288	2024-09-29 13:30:16.774482	40	56	/ztf/ops/forcedphot/lc/0/387/req387693/cksum3502d082640070d5e0e1a6251d1bafda/forcedphotometry_req00387693_lc.txt
387694	24.493275	20.0008444444444	2459009.874074	2459609.874074	2024-09-29 12:43:09.770154	2024-09-29 13:22:48.102298	2024-09-29 13:43:56.911561	41	57	/ztf/ops/forcedphot/lc/0/387/req387694/cksum2d242caf2fd69885a7454a239692117b/forcedphotometry_req00387694_lc.txt
387695	203.928208333333	13.3321555555556	2459105.008000	2459705.008000	2024-09-29 12:43:09.843331	2024-09-29 13:29:04.381021	2024-09-29 13:38:10.976874	33	61	/ztf/ops/forcedphot/lc/0/387/req387695/cksum2f8e127f5eb981873e06fda817ae7db9/forcedphotometry_req00387695_lc.txt
387696	170.581875	-7.57976111111111	2458788.919051	2459388.919051	2024-09-29 12:43:09.892265	2024-09-29 13:31:59.223908	2024-09-29 13:41:39.690532	28	56	/ztf/ops/forcedphot/lc/0/387/req387696/cksumaf1caec76db94d8d11c3ecaa37c4f427/forcedphotometry_req00387696_lc.txt
387697	259.099833333333	40.8081305555556	2458814.964954	2459414.964954	2024-09-29 12:43:09.998953	2024-09-29 13:31:49.902083	2024-09-29 14:08:49.352075	32	56	/ztf/ops/forcedphot/lc/0/387/req387697/cksum0faed55b5c19d67b1717d69df1da3431/forcedphotometry_req00387697_lc.txt
387698	76.6337166666667	7.76012777777778	2459064.831401	2459664.831401	2024-09-29 12:43:10.063545	2024-09-29 13:31:50.239994	2024-09-29 13:45:25.507381	40	56	/ztf/ops/forcedphot/lc/0/387/req387698/cksum5f5eb2b0e6c8e1396d436bf96debdf88/forcedphotometry_req00387698_lc.txt
387699	141.58275	-7.475	2458753.923750	2459353.923750	2024-09-29 12:43:10.153038	2024-09-29 13:34:52.355282	2024-09-29 13:44:30.312539	28	0	/ztf/ops/forcedphot/lc/0/387/req387699/cksum3c77e294f1c87e9c69b4dd8ed71f6f8e/forcedphotometry_req00387699_lc.txt
387700	217.908495833333	6.17908611111111	2459124.025650	2459724.025650	2024-09-29 12:43:10.24795	2024-09-29 13:34:50.239193	2024-09-29 13:52:13.659032	42	0	/ztf/ops/forcedphot/lc/0/387/req387700/cksum25d9037071a60e0df51e3cdc245cd705/forcedphotometry_req00387700_lc.txt
387701	252.887333333333	38.0110194444444	2459116.026000	2459716.026000	2024-09-29 12:43:10.311052	2024-09-29 13:37:00.679727	2024-09-29 14:02:46.938697	43	56	/ztf/ops/forcedphot/lc/0/387/req387701/cksum3a89c42ab9c35a289b23d34f53ff5121/forcedphotometry_req00387701_lc.txt
387702	252.993829166667	62.5678777777778	2459183.013542	2459783.013542	2024-09-29 12:43:10.378382	2024-09-29 13:35:10.699438	2024-09-29 14:35:16.814641	44	56	/ztf/ops/forcedphot/lc/0/387/req387702/cksum5fff009dadfde70a3e7216ef7af86dbf/forcedphotometry_req00387702_lc.txt
387703	131.824666666667	-20.5275888888889	2458791.772118	2459391.772118	2024-09-29 12:43:10.428036	2024-09-29 13:37:44.915493	2024-09-29 13:55:46.02879	45	56	/ztf/ops/forcedphot/lc/0/387/req387703/cksum9a9061f686f5b246cde8e97a060e39fc/forcedphotometry_req00387703_lc.txt
387704	166.462879166667	-18.6214305555556	2458795.922569	2459395.922569	2024-09-29 12:43:10.535279	2024-09-29 13:42:08.872154	2024-09-29 13:46:33.341731	32	57	/ztf/ops/forcedphot/lc/0/387/req387704/cksumb7b60a18c89559e1c26bdfb837c6f9b4/forcedphotometry_req00387704_lc.txt
387705	27.870625	22.8289111111111	2459068.715486	2459668.715486	2024-09-29 12:43:10.587269	2024-09-29 13:42:08.914056	2024-09-29 13:54:52.23678	32	0	/ztf/ops/forcedphot/lc/0/387/req387705/cksum6cbf55fb69cdacfe6c5fc10f4cee5612/forcedphotometry_req00387705_lc.txt
387706	142.058708333333	25.6703694444444	2458875.667010	2459475.667010	2024-09-29 12:43:10.685934	2024-09-29 13:45:41.374674	2024-09-29 14:05:46.369331	28	57	/ztf/ops/forcedphot/lc/0/387/req387706/cksum2855c415b3f245ac53dd609a384194e6/forcedphotometry_req00387706_lc.txt
387707	62.6199791666667	34.1127777777778	2458762.728993	2459362.728993	2024-09-29 12:43:10.774975	2024-09-29 13:45:41.458789	2024-09-29 14:10:18.382855	28	0	/ztf/ops/forcedphot/lc/0/387/req387707/cksuma76712fd9462c4c683c3909422b4c4e9/forcedphotometry_req00387707_lc.txt
387708	333.233583333333	12.8085888888889	2459051.621330	2459651.621330	2024-09-29 12:43:10.826831	2024-09-29 13:48:42.033901	2024-09-29 14:31:49.745008	28	61	/ztf/ops/forcedphot/lc/0/387/req387708/cksumfe233dc395511d903c0e5a2e5d532282/forcedphotometry_req00387708_lc.txt
387709	278.667441666667	22.8950055555556	2459176.987090	2459776.987090	2024-09-29 12:43:10.899866	2024-09-29 13:48:40.796627	2024-09-29 13:59:47.072325	32	0	/ztf/ops/forcedphot/lc/0/387/req387709/cksum988a52ea069a240cfdf04289d031cdd1/forcedphotometry_req00387709_lc.txt
387710	152.73485	1.07143333333333	2458727.939190	2459327.939190	2024-09-29 12:44:11.873357	2024-09-29 13:48:42.66074	2024-09-29 14:25:41.220938	28	61	/ztf/ops/forcedphot/lc/0/387/req387710/cksuma5efc5fa85468685d109bedf16e3690d/forcedphotometry_req00387710_lc.txt
387711	185.824041666667	19.7231305555556	2458496.727813	2459096.727813	2024-09-29 12:44:11.973063	2024-09-29 13:48:40.786138	2024-09-29 14:04:26.467766	32	0	/ztf/ops/forcedphot/lc/0/387/req387711/cksum938f338ba9403fc5102b232a43415f4a/forcedphotometry_req00387711_lc.txt
387712	157.4745125	70.7859972222222	2458731.058623	2459331.058623	2024-09-29 12:44:12.068131	2024-09-29 13:48:40.640804	2024-09-29 13:58:00.139548	33	61	/ztf/ops/forcedphot/lc/0/387/req387712/cksum9aef55f865d8851af01529e4924742cb/forcedphotometry_req00387712_lc.txt
387713	55.3403916666667	22.82245	2458650.877500	2459250.877500	2024-09-29 12:44:12.150379	2024-09-29 13:50:15.973381	2024-09-29 14:12:54.052256	38	0	/ztf/ops/forcedphot/lc/0/387/req387713/cksum632ad962b00efafe5232c941e1f00593/forcedphotometry_req00387713_lc.txt
387714	136.5680625	67.5139111111111	2458472.698912	2459072.698912	2024-09-29 12:44:12.263095	2024-09-29 13:50:17.375556	2024-09-29 14:34:20.761518	41	56	/ztf/ops/forcedphot/lc/0/387/req387714/cksumad41a586182fab35110e16935db737b8/forcedphotometry_req00387714_lc.txt
387715	224.794375	43.8199111111111	2458392.012569	2458992.012569	2024-09-29 12:44:12.333975	2024-09-29 13:50:16.385444	2024-09-29 14:13:20.534007	46	57	/ztf/ops/forcedphot/lc/0/387/req387715/cksume926acc37acf32a44f985bdabe399a14/forcedphotometry_req00387715_lc.txt
387716	262.7914875	-8.45072222222222	2458498.935995	2459098.935995	2024-09-29 12:44:12.404964	2024-09-29 13:50:15.806475	2024-09-29 14:02:54.908067	48	61	/ztf/ops/forcedphot/lc/0/387/req387716/cksum184701ee07a2dbf46f49fafd1d72b5b2/forcedphotometry_req00387716_lc.txt
387717	158.084129166667	-1.21702777777778	2458475.752905	2459075.752905	2024-09-29 12:44:14.287023	2024-09-29 13:58:24.06771	2024-09-29 14:01:24.720084	32	0	/ztf/ops/forcedphot/lc/0/387/req387717/cksum83a3622e32addf0007a41b4eb677f169/forcedphotometry_req00387717_lc.txt
387718	212.119125	29.2697694444444	2458502.769653	2459102.769653	2024-09-29 12:44:14.409011	2024-09-29 13:59:57.09775	2024-09-29 14:10:59.79226	32	0	/ztf/ops/forcedphot/lc/0/387/req387718/cksumb849a8b3752aa41ae39271b923c6ab73/forcedphotometry_req00387718_lc.txt
387719	174.9475	19.9296805555556	2458738.018090	2459338.018090	2024-09-29 12:44:14.666643	2024-09-29 13:59:56.958254	2024-09-29 14:11:58.45487	33	0	/ztf/ops/forcedphot/lc/0/387/req387719/cksumbe8aa587ad2d63e84c0ba040b1b19a5e/forcedphotometry_req00387719_lc.txt
387720	148.257708333333	20.2343138888889	2458749.930428	2459349.930428	2024-09-29 12:44:14.72545	2024-09-29 13:59:59.385308	2024-09-29 14:41:51.190068	37	61	/ztf/ops/forcedphot/lc/0/387/req387720/cksum99495943dd58cc58ec63c6d67eb84e3b/forcedphotometry_req00387720_lc.txt
387721	32.6826166666667	7.30329444444444	2458599.974479	2459199.974479	2024-09-29 12:44:15.032968	2024-09-29 14:03:59.854906	2024-09-29 14:21:08.505295	32	56	/ztf/ops/forcedphot/lc/0/387/req387721/cksuma0d660e25cfbf3ad8bad06d27a62c02c/forcedphotometry_req00387721_lc.txt
387722	215.153691666667	-2.97698611111111	2458537.731146	2459137.731146	2024-09-29 12:44:15.114388	2024-09-29 14:03:59.855366	2024-09-29 14:08:34.980709	32	0	/ztf/ops/forcedphot/lc/0/387/req387722/cksum5b2277b07f64e5b8f38f689c7c89ad36/forcedphotometry_req00387722_lc.txt
387723	245.089870833333	-14.0680861111111	2458498.870995	2459098.870995	2024-09-29 12:44:15.177424	2024-09-29 14:03:57.721029	2024-09-29 14:14:17.835829	34	0	/ztf/ops/forcedphot/lc/0/387/req387723/cksumd4d5a80c019acb5ca2828bc3fd13574d/forcedphotometry_req00387723_lc.txt
387724	297.131154166667	2.91375	2458485.941991	2459085.941991	2024-09-29 12:44:15.229719	2024-09-29 14:03:59.719851	2024-09-29 14:19:01.384342	39	57	/ztf/ops/forcedphot/lc/0/387/req387724/cksumc691fe94501636cf169e125b086552ba/forcedphotometry_req00387724_lc.txt
387725	304.988320833333	15.3774194444444	2458607.798993	2459207.798993	2024-09-29 12:44:15.277204	2024-09-29 14:03:59.72608	2024-09-29 14:43:12.597543	40	61	/ztf/ops/forcedphot/lc/0/387/req387725/cksum34d9a730f9d68c0072c47dac7519c7a2/forcedphotometry_req00387725_lc.txt
