Nested Sampling Global Log-Evidence           :   -0.192306418743670360E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.316465095074746650E+01  +/-    0.181299628346480862E+00

Dim No.       Mean        Sigma
   1    0.760303397035682893E-01    0.483843238654449448E-02
   2   -0.276225929200943057E+02    0.727276853122713507E+00
   3    0.144264274426599060E+01    0.296412726381351660E-02
   4    0.770251617148024481E+00    0.746617492995617915E-01
   5    0.687001353168689450E-02    0.606711142557271013E-03
   6    0.246300031550782395E+01    0.969158759744588073E-02
   7   -0.159283427430424185E+01    0.766512605899489219E-01
   8   -0.296518917088018141E+00    0.347616253553288809E-02
   9   -0.527020291696036658E+01    0.287804797164606363E+01
  10    0.134233493475380578E+00    0.212143464811762848E-01
  11   -0.102766481230295401E+00    0.688866686380247839E-01
  12   -0.985114488683660611E-01    0.119667742061215013E+00
  13   -0.707474022749250003E-01    0.211549572333074969E-01
  14   -0.107420075117221758E+01    0.808660798536134373E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.721803748532236222E-01
   2   -0.295031113428620628E+02
   3    0.143815944951372510E+01
   4    0.724504086581904683E+00
   5    0.570428986587672229E-02
   6    0.246158879379958107E+01
   7   -0.149622640591277056E+01
   8   -0.296479957517959802E+00
   9   -0.684732747489023197E+01
  10    0.122385997235934949E+00
  11   -0.134000065741236574E-01
  12    0.184001826567158744E+00
  13   -0.727564064067365568E-01
  14   -0.106232489025872678E+01

MAP Parameters
Dim No.        Parameter
   1    0.808227293989018936E-01
   2   -0.265992572681660207E+02
   3    0.144602525789049174E+01
   4    0.808493208243530326E+00
   5    0.688517000164450606E-02
   6    0.246255300006309463E+01
   7   -0.161361025830217097E+01
   8   -0.295304066950123956E+00
   9   -0.461424832857295009E+01
  10    0.126024213463005436E+00
  11   -0.168436840909698404E+00
  12   -0.253189319782736622E+00
  13   -0.494466529377354733E-01
  14   -0.107113981449530571E+01
