Nested Sampling Global Log-Evidence           :   -0.146837704656757552E+03  +/-    0.240675771594705962E-01
Nested Importance Sampling Global Log-Evidence:   -0.147194487801424714E+03  +/-    0.406122042637337213E-01

Dim No.       Mean        Sigma
   1   -0.551150708313747281E-01    0.868444546244119824E-03
   2   -0.294320726334535969E+02    0.187302049605549414E-01
   3    0.561899744455307992E+00    0.599530645940048439E-02
   4    0.198274017240921308E+01    0.506093942772138476E-02
   5    0.489388702537140244E-02    0.251334268326445342E-04
   6    0.245665689055690173E+01    0.242805142044632367E-02
   7   -0.164787714043318956E+01    0.174726368582510200E+00
   8   -0.421567423291442089E-01    0.111716451401306966E-02
   9   -0.423163162165394802E+01    0.225165297495462241E-01
  10   -0.945242523276191848E+00    0.200777784584914021E-01
  11   -0.429417932467712760E+00    0.794893256357943716E-02
  12   -0.793609828003192130E+00    0.352077983574624540E-01
  13   -0.245791052547450817E+00    0.342793824254408177E-02
  14   -0.108844185380873171E+01    0.151478837281851172E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.550170938080335112E-01
   2   -0.294133584851766905E+02
   3    0.566232724465905224E+00
   4    0.198783881059716805E+01
   5    0.489303191361701185E-02
   6    0.245498256129759485E+01
   7   -0.158129965748153545E+01
   8   -0.421085019845004183E-01
   9   -0.426288208651525213E+01
  10   -0.963251937047685747E+00
  11   -0.445530216298977100E+00
  12   -0.803300726783644725E+00
  13   -0.241789153714760313E+00
  14   -0.107746968806353394E+01

MAP Parameters
Dim No.        Parameter
   1   -0.540566805704662950E-01
   2   -0.294302901032865591E+02
   3    0.561308399610041753E+00
   4    0.197861431758275308E+01
   5    0.488754732054605748E-02
   6    0.245387438556937942E+01
   7   -0.149061599298927172E+01
   8   -0.423034562671298284E-01
   9   -0.428196712630905285E+01
  10   -0.985507961926868736E+00
  11   -0.427715533473003562E+00
  12   -0.770014161587972201E+00
  13   -0.251162896433766547E+00
  14   -0.107524564342451234E+01
