Nested Sampling Global Log-Evidence           :   -0.487274466770923169E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.491818785081315184E+02  +/-    0.661505349342894761E-01

Dim No.       Mean        Sigma
   1   -0.236384625697131055E-01    0.109514813610376649E-02
   2   -0.383098265189517662E+02    0.621374908343657606E+00
   3    0.195026899947907228E+01    0.859791884374022197E-03
   4    0.129320215550843121E+01    0.147638078395795277E-01
   5    0.102689214210162257E-01    0.510540531511648077E-04
   6    0.214636745268994300E+01    0.223253040860046069E-02
   7   -0.176424048308907788E+01    0.109724473805025355E+00
   8   -0.233579403598536711E+00    0.143762235502131611E-02
   9   -0.810982250179122488E+01    0.275855743772672302E+00
  10    0.702960081802255082E-01    0.981472230408993694E-03
  11   -0.412151073402162102E-01    0.393230952348962784E-01
  12   -0.458722268242228795E-01    0.817046836468627961E-02
  13   -0.137284668232798113E+00    0.489601858306791884E-02
  14   -0.108095618364531854E+01    0.521929321787516134E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.238020573189690089E-01
   2   -0.386550645185262809E+02
   3    0.194902609565678842E+01
   4    0.128355871645927144E+01
   5    0.103396182336166886E-01
   6    0.214924410902340091E+01
   7   -0.156980448772857950E+01
   8   -0.232448822447791414E+00
   9   -0.840247605799602226E+01
  10    0.699501019685382780E-01
  11   -0.461285935229514138E-01
  12   -0.486115669388448302E-01
  13   -0.129426773002290857E+00
  14   -0.107186850853686022E+01

MAP Parameters
Dim No.        Parameter
   1   -0.217623423675892755E-01
   2   -0.378579130363105349E+02
   3    0.195049341617582672E+01
   4    0.129852402379090415E+01
   5    0.103080134968394251E-01
   6    0.214800756429964945E+01
   7   -0.188488299753237731E+01
   8   -0.233614973616546734E+00
   9   -0.791713380513210474E+01
  10    0.691708780439201087E-01
  11   -0.462441219050639882E-01
  12   -0.685283020210664950E-01
  13   -0.130761506787829690E+00
  14   -0.107840371998804496E+01
