Nested Sampling Global Log-Evidence           :   -0.202646070988809086E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.202743280233790415E+02  +/-    0.221277608443714961E-02

Dim No.       Mean        Sigma
   1    0.703344214068417489E-01    0.284895787182930292E-03
   2   -0.162300185720570909E+02    0.164295225013693286E+00
   3    0.707059765081650915E+00    0.208206266067360261E-02
   4    0.836791801862245221E+00    0.651465875397656217E-02
   5    0.891248701150732132E-02    0.992971950021290630E-04
   6    0.192964610710457696E+01    0.113058654029906216E-03
   7   -0.162004771909827583E+01    0.326331514260452191E-01
   8   -0.101217890044061204E+00    0.760554466352127796E-03
   9   -0.342785008893859677E+01    0.185588621996541608E+00
  10   -0.197363795459733954E+00    0.724746698003925389E-02
  11   -0.106671080012735078E+00    0.190477104254005367E-01
  12   -0.247573740354851385E+00    0.196447523155571617E-01
  13   -0.150071104238423514E+00    0.848292395400106051E-03
  14   -0.105784431461799389E+01    0.626845127363970332E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.706656340708998326E-01
   2   -0.162953349670749326E+02
   3    0.701386652797442944E+00
   4    0.829672069954294655E+00
   5    0.890248931938080260E-02
   6    0.192970650650641518E+01
   7   -0.162734249774665840E+01
   8   -0.101065242411011433E+00
   9   -0.306160658082040982E+01
  10   -0.198655181817622650E+00
  11   -0.118422138999842608E+00
  12   -0.242747868041297860E+00
  13   -0.150719059518475446E+00
  14   -0.106584474109600658E+01

MAP Parameters
Dim No.        Parameter
   1    0.702439839208715833E-01
   2   -0.163449380678756597E+02
   3    0.707405209484011976E+00
   4    0.837680365939090565E+00
   5    0.874858442099103219E-02
   6    0.192966069092328096E+01
   7   -0.159404227615240357E+01
   8   -0.101075719437234104E+00
   9   -0.390967837239744131E+01
  10   -0.200633935600292967E+00
  11   -0.134899379567003486E+00
  12   -0.242281363198232486E+00
  13   -0.150503267752346154E+00
  14   -0.106186036817384344E+01
