Nested Sampling Global Log-Evidence           :   -0.119555049375178317E+02  +/-    0.365134358629838507E+00
Nested Importance Sampling Global Log-Evidence:   -0.162558478154010935E+02  +/-    0.358828489212988447E-01

Dim No.       Mean        Sigma
   1    0.118853002252009760E+00    0.381297014870392789E-01
   2   -0.162104243681374527E+02    0.753847313186980728E+01
   3    0.812624635552095742E+00    0.343302305835209209E+00
   4    0.146096560782660090E+01    0.224522648006384884E+00
   5    0.688847628124137322E-02    0.261579469703432550E-02
   6    0.173951292839698546E+01    0.491792708528843853E-01
   7   -0.174646585273236821E+01    0.386856289870841419E+00
   8   -0.581289969070448720E-01    0.524238993849708082E-01
   9   -0.330899740685382504E+01    0.355014585782517944E+01
  10   -0.143941739615958075E+00    0.166938861268357275E+00
  11   -0.535352103064596768E-01    0.113059449640452503E+00
  12   -0.264477229972678085E+00    0.223234844173002100E+00
  13   -0.620475769939567573E-01    0.602108779897423119E-01
  14   -0.106076758190131204E+01    0.544077772276760144E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.111519854245571232E+00
   2   -0.356255245967365539E+02
   3    0.106432343069920954E+01
   4    0.183091486680873428E+01
   5    0.511190148972870233E-02
   6    0.169083723485217452E+01
   7   -0.129114500166870050E+01
   8    0.761174664183801031E-01
   9   -0.725846835931823886E+01
  10   -0.941132769450350737E-01
  11   -0.209439993573103306E+00
  12   -0.145021267187635056E+00
  13   -0.378262967090212399E-01
  14   -0.106753061473397670E+01

MAP Parameters
Dim No.        Parameter
   1    0.111519854245571232E+00
   2   -0.356255245967365539E+02
   3    0.106432343069920954E+01
   4    0.183091486680873428E+01
   5    0.511190148972870233E-02
   6    0.169083723485217452E+01
   7   -0.129114500166870050E+01
   8    0.761174664183801031E-01
   9   -0.725846835931823886E+01
  10   -0.941132769450350737E-01
  11   -0.209439993573103306E+00
  12   -0.145021267187635056E+00
  13   -0.378262967090212399E-01
  14   -0.106753061473397670E+01
