Nested Sampling Global Log-Evidence           :   -0.224220227261181464E+03  +/-    0.737029804831198398E+00
Nested Importance Sampling Global Log-Evidence:   -0.230741580643557938E+03  +/-    0.307712019969647865E-01

Dim No.       Mean        Sigma
   1    0.388044576926481685E-01    0.110732110034939130E-01
   2   -0.253767915840723290E+02    0.675214220110636476E+00
   3    0.970611884160640814E+00    0.163869292412573767E-01
   4    0.191756356826302388E+01    0.290025602140166032E-01
   5    0.345719817170452894E-02    0.493664847992521466E-03
   6    0.174645409659101469E+01    0.463458563135103474E-01
   7   -0.168573501853703345E+01    0.426617906542193392E+00
   8   -0.363487523884899258E-01    0.144013991609468449E-01
   9   -0.773329599921401911E+01    0.847960244545763908E+00
  10   -0.103592014505666491E+00    0.253215959321575063E-01
  11   -0.332908205311871819E+00    0.465740477781361045E-01
  12   -0.466984141518232199E+00    0.208568367096858193E+00
  13    0.162756296050365845E+00    0.539727466202389247E-01
  14   -0.106924022520813145E+01    0.648509945752075850E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.398820156378863269E-01
   2   -0.253753078160580401E+02
   3    0.980226072369411172E+00
   4    0.194536235418855252E+01
   5    0.364774700770917424E-02
   6    0.172322062586246361E+01
   7   -0.242474702070665238E+01
   8   -0.447592082251364182E-01
   9   -0.780873236551104455E+01
  10   -0.134656146566731277E+00
  11   -0.388460090588166274E+00
  12   -0.656718389133190139E+00
  13    0.212150676700076257E+00
  14   -0.104397294225854598E+01

MAP Parameters
Dim No.        Parameter
   1    0.398820156378863269E-01
   2   -0.253753078160580401E+02
   3    0.980226072369411172E+00
   4    0.194536235418855252E+01
   5    0.364774700770917424E-02
   6    0.172322062586246361E+01
   7   -0.242474702070665238E+01
   8   -0.447592082251364182E-01
   9   -0.780873236551104455E+01
  10   -0.134656146566731277E+00
  11   -0.388460090588166274E+00
  12   -0.656718389133190139E+00
  13    0.212150676700076257E+00
  14   -0.104397294225854598E+01
