Nested Sampling Global Log-Evidence           :   -0.103002925518984578E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.146378618204263033E+01  +/-    0.551866295675248614E-01

Dim No.       Mean        Sigma
   1    0.105166897619048669E+00    0.255887553080394415E-02
   2   -0.124826057458310942E+02    0.176345355120555880E+00
   3    0.903389681319310411E+00    0.741038811065624498E-02
   4    0.126232774391547120E+01    0.119476767545488756E-01
   5    0.958493580838812309E-02    0.181034889388972437E-03
   6    0.183271272754819603E+01    0.246955014113496791E-02
   7   -0.180908142660283611E+01    0.959293317246849297E-01
   8   -0.300446295812245474E-01    0.130730652142447483E-02
   9   -0.322105841419881578E+00    0.241653576730188918E+00
  10   -0.112450795724983413E+00    0.154934827809765675E-01
  11    0.194083176928458467E-02    0.254662023531683941E-01
  12   -0.285206707905988621E+00    0.293202101509592444E-01
  13   -0.119179885993158527E+00    0.464043939584009302E-02
  14   -0.107302027076454309E+01    0.677970602528941285E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.106002146430449057E+00
   2   -0.126955720105960630E+02
   3    0.907337358900510704E+00
   4    0.128138238727099307E+01
   5    0.959080226944450040E-02
   6    0.183030044622702825E+01
   7   -0.196917069055662219E+01
   8   -0.296447828884148432E-01
   9   -0.190062328786347573E+00
  10   -0.117602617635866366E+00
  11   -0.607540364896906257E-02
  12   -0.309340611329410209E+00
  13   -0.125887035554323734E+00
  14   -0.106199474186836262E+01

MAP Parameters
Dim No.        Parameter
   1    0.101114070781888735E+00
   2   -0.126647742056629937E+02
   3    0.911043741013808028E+00
   4    0.126638824081779244E+01
   5    0.956881591424901118E-02
   6    0.182870870876023228E+01
   7   -0.176633888225775393E+01
   8   -0.304370790508357615E-01
   9   -0.206949170061287602E+00
  10   -0.126057344862629900E+00
  11   -0.601769996596313098E-01
  12   -0.346030344661096834E+00
  13   -0.118057025224180476E+00
  14   -0.106164929516272721E+01
