Nested Sampling Global Log-Evidence           :   -0.314983013874270409E+04  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.315020030699510880E+04  +/-    0.455614638325359741E-01

Dim No.       Mean        Sigma
   1    0.499962780757967684E+00    0.738972344247745708E-05
   2   -0.847783907794763536E+02    0.449575387784235600E-01
   3    0.128204985161401025E+00    0.398167619187514855E-02
   4    0.220505045459244364E+01    0.252077552680737621E-03
   5    0.860856365230048950E-06    0.268394290388066061E-06
   6    0.184007546780931430E+01    0.118953875827051601E-02
   7   -0.197103659926687302E+01    0.335793931844122207E-01
   8   -0.633999308228249903E+00    0.205328368845219449E-02
   9   -0.277641620434637959E+01    0.253044893717869479E+00
  10   -0.168048546183618225E+00    0.233614142850408421E-01
  11   -0.446716914722318392E+00    0.353311766622179139E-02
  12    0.894337861151619194E-02    0.179185860841267405E-01
  13   -0.924086883859459252E+00    0.527879442613840826E-02
  14   -0.108392031154738788E+01    0.105022028048101512E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.499969796653530696E+00
   2   -0.847696422609001417E+02
   3    0.120961092978329479E+00
   4    0.220475220937885030E+01
   5    0.578357198425882236E-06
   6    0.184101338359060285E+01
   7   -0.191945304054415566E+01
   8   -0.638551666114265948E+00
   9   -0.262639065981908004E+01
  10   -0.177960103011617243E+00
  11   -0.451294165004034464E+00
  12   -0.119194882122418844E-01
  13   -0.929760346632625412E+00
  14   -0.108067370752544689E+01

MAP Parameters
Dim No.        Parameter
   1    0.499952096195938611E+00
   2   -0.846861160026183910E+02
   3    0.131405742407646492E+00
   4    0.220506669950143630E+01
   5    0.101511076497846632E-05
   6    0.184155717310080824E+01
   7   -0.194092142386431643E+01
   8   -0.630316476425636041E+00
   9   -0.307174562997609968E+01
  10   -0.154431978544393639E+00
  11   -0.440715308410134288E+00
  12   -0.144726013184267258E-01
  13   -0.927483626464605360E+00
  14   -0.108730252638646308E+01
