Nested Sampling Global Log-Evidence           :   -0.379200388188466064E+02  +/-    0.484641470256810869E+00
Nested Importance Sampling Global Log-Evidence:   -0.432422783749882313E+02  +/-    0.379674886986191076E-01

Dim No.       Mean        Sigma
   1    0.212023511063633950E-01    0.204602689153494423E-01
   2   -0.125900666913642159E+02    0.389779750565312388E+00
   3    0.315988504186202113E+00    0.487925105193816461E-01
   4    0.167153073113202022E+01    0.367518005108246615E+00
   5    0.107844458068273620E-01    0.259128160913072933E-02
   6    0.158920215664999631E+01    0.464167582405816237E+00
   7   -0.180956105747750784E+01    0.442823804792025988E+00
   8   -0.197762505778265985E+00    0.270053273941476615E-01
   9   -0.186279567347001962E+00    0.473557102643962391E+00
  10   -0.292026942852289084E+00    0.102663147472235511E+00
  11   -0.169925232815690552E-01    0.147386452475700591E+00
  12   -0.390972655734309393E+00    0.205032154694447910E+00
  13   -0.127182676514464993E+00    0.235102871152378684E+00
  14   -0.105129686546132617E+01    0.455726786003591705E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.210254098120640359E-01
   2   -0.125767694321147161E+02
   3    0.349133256623479771E+00
   4    0.168295823166510639E+01
   5    0.101062027673813754E-01
   6    0.339711366225307820E+01
   7   -0.172538816812790241E+01
   8   -0.219880105603607323E+00
   9   -0.386079256350309485E+00
  10   -0.455664585494786722E+00
  11   -0.187180518897109072E+00
  12   -0.594766672226867077E+00
  13    0.101423732974817660E+00
  14   -0.103803450671661235E+01

MAP Parameters
Dim No.        Parameter
   1    0.210254098120640359E-01
   2   -0.125767694321147161E+02
   3    0.349133256623479771E+00
   4    0.168295823166510639E+01
   5    0.101062027673813754E-01
   6    0.339711366225307820E+01
   7   -0.172538816812790241E+01
   8   -0.219880105603607323E+00
   9   -0.386079256350309485E+00
  10   -0.455664585494786722E+00
  11   -0.187180518897109072E+00
  12   -0.594766672226867077E+00
  13    0.101423732974817660E+00
  14   -0.103803450671661235E+01
