Nested Sampling Global Log-Evidence           :   -0.321853286352602197E+02  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.327881703181215087E+02  +/-    0.845442400609611733E-01

Dim No.       Mean        Sigma
   1    0.146606064206015685E+00    0.297934034783599484E-02
   2   -0.394591752673182725E+02    0.743294055718628721E+00
   3    0.159580603065763338E+01    0.400064141406733433E-02
   4    0.907794421788233552E+00    0.196336369627779332E-01
   5    0.115600465012978895E-01    0.369060925371884365E-03
   6    0.208950970822573101E+01    0.316399405520470653E-02
   7   -0.163271155162312187E+01    0.726955254265949230E-01
   8   -0.109113212599931550E+00    0.440464765298364223E-02
   9   -0.399636128440275362E+01    0.889097313979802739E+00
  10    0.966903843851504990E-01    0.197638364482754028E-02
  11   -0.221021524527699430E-01    0.219364495775916865E-01
  12    0.422012606400161416E-02    0.178522159183478295E-01
  13   -0.625316724812293306E-01    0.324922358053318650E-02
  14   -0.107268831596856717E+01    0.660686379042611620E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.146924231428275848E+00
   2   -0.412610776432930564E+02
   3    0.158907479555421172E+01
   4    0.907138688461316955E+00
   5    0.119456209980410306E-01
   6    0.208806886138096504E+01
   7   -0.171208234497543810E+01
   8   -0.105409966508941980E+00
   9   -0.517808649409962296E+01
  10    0.978133032877121361E-01
  11    0.101544439200476171E-01
  12   -0.105324924553705096E-01
  13   -0.598004838046136550E-01
  14   -0.106639978649351574E+01

MAP Parameters
Dim No.        Parameter
   1    0.147126234024331448E+00
   2   -0.399076817366809919E+02
   3    0.160378484172425173E+01
   4    0.912439482455595918E+00
   5    0.116067602235669885E-01
   6    0.208582198640796523E+01
   7   -0.163090025501131453E+01
   8   -0.104938898570051758E+00
   9   -0.439426210971390763E+01
  10    0.992127472644882547E-01
  11   -0.537096547960480980E-01
  12    0.251134448203398000E-02
  13   -0.645579075116139295E-01
  14   -0.105445030938140949E+01
