Nested Sampling Global Log-Evidence           :   -0.413663631063748483E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.432348071185509331E+00  +/-    0.664541530288135975E-02

Dim No.       Mean        Sigma
   1    0.126110550721931169E+00    0.186123587638985233E-02
   2   -0.205632874843996056E+02    0.119002209117053573E+00
   3    0.955335122386640645E+00    0.150803780370557961E-01
   4    0.125219368332820391E+01    0.318934697289704888E-01
   5    0.829338287890802120E-02    0.562966347075474945E-03
   6    0.183635566075482903E+01    0.571422018886400419E-02
   7   -0.171974813542736471E+01    0.356147303534219417E-01
   8   -0.219771967953821881E-01    0.459202915776885014E-02
   9   -0.123948944147484652E+01    0.399538632285576067E+00
  10   -0.152301433470011682E+00    0.145913509701208546E-01
  11    0.377998269952529789E-01    0.112616484698005326E-01
  12   -0.231018920159149238E+00    0.207794568691383082E-01
  13   -0.101411869043951317E+00    0.915222582756409012E-02
  14   -0.107364564680687313E+01    0.100148613185356995E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.126099183845572588E+00
   2   -0.206042351876170144E+02
   3    0.962861393431647561E+00
   4    0.132613740397326674E+01
   5    0.867901783392629848E-02
   6    0.183238795958648115E+01
   7   -0.173412027671608460E+01
   8   -0.230570471736762754E-01
   9   -0.120657055785859946E+01
  10   -0.166250815888755760E+00
  11    0.211750705152293599E-01
  12   -0.227856719169176075E+00
  13   -0.116766231443561019E+00
  14   -0.108758476060959453E+01

MAP Parameters
Dim No.        Parameter
   1    0.121245890426227479E+00
   2   -0.205319460383607257E+02
   3    0.962712635804461314E+00
   4    0.120219202901058075E+01
   5    0.795310730185259246E-02
   6    0.183890113883233153E+01
   7   -0.179930689714450343E+01
   8   -0.247530554323794512E-01
   9   -0.128815219387820057E+01
  10   -0.149585845903764614E+00
  11    0.250117558072362606E-01
  12   -0.266471151036989373E+00
  13   -0.101311988513157536E+00
  14   -0.107913792428522615E+01
