Nested Sampling Global Log-Evidence           :   -0.235078577014564303E+02  +/-    0.534104507251947358E+00
Nested Importance Sampling Global Log-Evidence:   -0.280097260457548529E+02  +/-    0.404289398107608236E-01

Dim No.       Mean        Sigma
   1    0.187464708928549606E+00    0.290225376688755844E-01
   2   -0.217152764582250093E+02    0.768602040615228344E+01
   3    0.177414583276049731E+01    0.856113817017105372E-01
   4    0.980978612988101850E+00    0.296395714317412018E+00
   5    0.103418881142193202E-01    0.370912704422611626E-02
   6    0.197505649635676872E+01    0.344331070525684124E-01
   7   -0.159215625557990337E+01    0.344996891487534540E+00
   8   -0.144810120049622570E+00    0.581099426631263433E-01
   9   -0.407344041373358046E+01    0.348441444335948214E+01
  10   -0.105344482540263365E+00    0.128531906319258982E+00
  11   -0.892006192871797401E-02    0.127474286903819983E+00
  12   -0.129146939420415302E+00    0.217975238535764143E+00
  13   -0.115973341470949690E+00    0.528156813803629804E-01
  14   -0.105858141026396635E+01    0.533244821517738707E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.184948708487210040E+00
   2   -0.121400473188497102E+02
   3    0.199746688914418336E+01
   4    0.117255402816227239E+01
   5    0.372643623495389018E-02
   6    0.196044836583625326E+01
   7   -0.106204290007115976E+01
   8   -0.133097754646568256E+00
   9   -0.610598146782299978E+01
  10    0.132261769493426690E+00
  11    0.231819560357280421E-01
  12   -0.301641290273152396E+00
  13   -0.857231140979841516E-01
  14   -0.101476060742771823E+01

MAP Parameters
Dim No.        Parameter
   1    0.184948708487210040E+00
   2   -0.121400473188497102E+02
   3    0.199746688914418336E+01
   4    0.117255402816227239E+01
   5    0.372643623495389018E-02
   6    0.196044836583625326E+01
   7   -0.106204290007115976E+01
   8   -0.133097754646568256E+00
   9   -0.610598146782299978E+01
  10    0.132261769493426690E+00
  11    0.231819560357280421E-01
  12   -0.301641290273152396E+00
  13   -0.857231140979841516E-01
  14   -0.101476060742771823E+01
