Nested Sampling Global Log-Evidence           :   -0.958257656156539639E+01  +/-    0.314506887058030982E+00
Nested Importance Sampling Global Log-Evidence:   -0.147855338195619286E+02  +/-    0.423364233285220826E-01

Dim No.       Mean        Sigma
   1    0.706070401831271482E-01    0.385665553708655767E-01
   2   -0.145459589796983551E+02    0.320302928802385889E+01
   3    0.837456602847815756E+00    0.117038410072642027E+00
   4    0.135244505559629835E+01    0.292117960231578655E+00
   5    0.100427922550701751E-01    0.340816121227133532E-02
   6    0.178339434303671696E+01    0.130155479122425727E+00
   7   -0.166306837798035501E+01    0.397062988948951479E+00
   8   -0.795900120997761890E-01    0.618094663638709338E-01
   9   -0.467384021313099218E+01    0.299828785574113388E+01
  10   -0.142838758528774923E+00    0.127118835884667714E+00
  11   -0.297508731984857250E-01    0.148273606116863466E+00
  12   -0.222755881824449858E+00    0.218479847296018687E+00
  13   -0.141557405167406725E+00    0.136105502333020351E+00
  14   -0.106474404226734642E+01    0.559166329128516354E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.558140494086011574E-01
   2   -0.152853238271808713E+02
   3    0.858404623955723367E+00
   4    0.161427875840483193E+01
   5    0.106538801981860484E-01
   6    0.189809738687896878E+01
   7   -0.183839302750365197E+01
   8   -0.129983199895609247E+00
   9   -0.525845110738503774E+01
  10   -0.180433177904721131E+00
  11   -0.805684372595844023E-02
  12   -0.293140502480440490E+00
  13   -0.422249768365115241E+00
  14   -0.105746401487213282E+01

MAP Parameters
Dim No.        Parameter
   1    0.558140494086011574E-01
   2   -0.152853238271808713E+02
   3    0.858404623955723367E+00
   4    0.161427875840483193E+01
   5    0.106538801981860484E-01
   6    0.189809738687896878E+01
   7   -0.183839302750365197E+01
   8   -0.129983199895609247E+00
   9   -0.525845110738503774E+01
  10   -0.180433177904721131E+00
  11   -0.805684372595844023E-02
  12   -0.293140502480440490E+00
  13   -0.422249768365115241E+00
  14   -0.105746401487213282E+01
