Nested Sampling Global Log-Evidence           :   -0.379314300410215877E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.426718317991888352E+01  +/-    0.667386410744451597E-01

Dim No.       Mean        Sigma
   1    0.359144588073223858E-01    0.566337655854867684E-03
   2   -0.167050680199810451E+02    0.143015569434937328E-01
   3    0.448868433199918815E+00    0.267412411683294604E-02
   4    0.145009578412538742E+01    0.102250619118055908E-02
   5    0.680982547075367935E-02    0.686379277952137444E-04
   6    0.134149673226885136E+01    0.141820051182058623E-02
   7   -0.180001032529508187E+01    0.127616964453705517E+00
   8   -0.211736062636931732E+00    0.124889018948087273E-02
   9   -0.194067278799084503E+00    0.130796416540015451E-01
  10   -0.932895032816286190E-01    0.480080828023591883E-02
  11   -0.854353846580200998E-01    0.146614664732453879E-02
  12   -0.190091215180446527E+00    0.122048909816239014E-01
  13   -0.434891383668006976E-01    0.863272548074758752E-03
  14   -0.107608225798866575E+01    0.966678109778854044E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.349493778742772307E-01
   2   -0.167284409236842961E+02
   3    0.450195999516819101E+00
   4    0.145008423963368527E+01
   5    0.668092823580697121E-02
   6    0.134177449934009840E+01
   7   -0.186528760703403051E+01
   8   -0.211106297469061482E+00
   9   -0.197695865137392762E+00
  10   -0.916329085750540312E-01
  11   -0.865546932764989785E-01
  12   -0.192428984464904834E+00
  13   -0.441344674437062420E-01
  14   -0.107259625413861759E+01

MAP Parameters
Dim No.        Parameter
   1    0.361829164764794348E-01
   2   -0.166903638749537251E+02
   3    0.448497637731158139E+00
   4    0.145011259279218296E+01
   5    0.674055132036020192E-02
   6    0.134462530630836041E+01
   7   -0.207387950443123747E+01
   8   -0.212119549865996265E+00
   9   -0.171642355878481923E+00
  10   -0.945971872037970896E-01
  11   -0.859509269185711744E-01
  12   -0.219435249913989078E+00
  13   -0.437837320646410205E-01
  14   -0.105960497773386786E+01
