         MJD         m       dm   uJy  duJy F  err  chi/N        RA      Dec        x       y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57399.620255 19.472870      NaN    17    14 c    0   1.26 197.61973 -1.31419  7193.31 3253.08 3.74 3.58  25.8 -0.407    19.51 21.38 02a57399o0673c   1.214286
57399.643693 19.922338      NaN   -28    13 c    0   1.59 197.61973 -1.31419  6863.02 2659.28 3.77 3.55  16.2 -0.419    19.53 21.38 02a57399o0707c  -2.153846
57399.656312 19.696897      NaN    -9    16 c    0   1.05 197.61973 -1.31419  7711.08 3817.78 3.65 3.47  61.7 -0.405    19.52 21.35 02a57399o0726c  -0.562500
57399.658479 18.944322      NaN   -52    32 c    0   1.04 197.61973 -1.31419  8010.05 2062.43 3.79 3.60  25.7 -0.427    19.49 21.33 02a57399o0729c  -1.625000
57436.395205 18.280067      NaN   -40    59 c    0   0.99 197.61973 -1.31419  7986.58 2997.59 4.61 4.29  28.5 -0.367    18.14 19.23 02a57436o0300c  -0.677966
57436.408823 18.349730      NaN    28    46 c    0   1.33 197.61973 -1.31419  8272.78 3581.29 4.34 4.08  43.3 -0.381    18.28 19.39 02a57436o0323c   0.608696
57436.422408 18.675237      NaN   -29    41 c    0   1.21 197.61973 -1.31419  7103.90 4163.43 4.41 4.30  41.8 -0.356    18.33 19.49 02a57436o0346c  -0.707317
57436.436041 18.729535      NaN   -57    39 c    0   0.95 197.61973 -1.31419  6831.32 3969.29 4.13 4.03  43.1 -0.366    18.45 19.61 02a57436o0369c  -1.461538
57452.579498 19.743105      NaN     1    15 c    0   0.85 197.61973 -1.31419  2810.20 8085.93 3.72 3.56 -65.2 -0.418    19.65 21.62 02a57452o0633c   0.066667
57452.601793 19.226921      NaN    26    16 c    0   1.05 197.61973 -1.31419  2523.12 7503.86 3.82 3.60 -61.6 -0.416    19.57 21.48 02a57452o0676c   1.625000
57452.624263 19.183773      NaN    32    15 c    0   1.20 197.61973 -1.31419  3690.40 6924.08 3.72 3.52 -67.3 -0.408    19.51 21.38 02a57452o0719c   2.133333
57452.646861 19.183773      NaN    29    16 c    0   1.00 197.61973 -1.31419  3810.87 6695.19 3.67 3.49 -64.9 -0.410    19.42 21.21 02a57452o0762c   1.812500
57460.552256 19.652575      NaN     8    14 c    0   1.15 197.61973 -1.31419  2926.88 7851.33 3.74 3.59 -45.2 -0.434    19.57 21.47 02a57460o0679c   0.571429
57460.575931 19.454622      NaN     6    18 c    0   0.72 197.61973 -1.31419  2637.02 7271.34 3.74 3.48 -61.8 -0.429    19.58 21.47 02a57460o0722c   0.333333
57460.598204 19.696897      NaN    -7    16 c    0   0.73 197.61973 -1.31419  3805.01 6692.66 3.71 3.49 -63.6 -0.411    19.53 21.40 02a57460o0765c  -0.437500
57460.620826 19.183773      NaN    29    16 c    0   1.15 197.61973 -1.31419  3808.21 6694.29 3.73 3.50 -56.5 -0.412    19.48 21.33 02a57460o0808c   1.812500
57480.508123 19.696897      NaN   -20    16 c    0   1.30 197.61973 -1.31419  2638.35 7900.39 3.79 3.57 -65.1 -0.417    19.53 21.41 02a57480o0596c  -1.250000
57480.531583 19.696897      NaN   -20    16 c    0   1.20 197.61973 -1.31419  2351.39 7319.51 3.76 3.52 -57.9 -0.428    19.42 21.17 02a57480o0641c  -1.250000
57480.555125 19.419021      NaN     8    18 c    0   1.05 197.61973 -1.31419  3519.60 6742.75 3.66 3.47 -64.1 -0.415    19.32 20.99 02a57480o0686c   0.444444
