         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57229.260422 18.649074      NaN    -14    42 o    0   1.21 197.62112 -1.31753  3389.20  7354.19  3.67 3.51 -72.3 -0.446    18.45 19.47 02a57229o0036o  -0.333333
57229.285564 18.526952      NaN    -48    47 o    0   0.95 197.62112 -1.31753  3380.07  7363.07  3.80 3.57 -62.2 -0.437    18.42 19.48 02a57229o0071o  -1.021277
57358.650908 18.550302      NaN     24    38 o    0   1.01 197.62112 -1.31753  7177.50  3377.97  4.20 3.75   5.1 -0.392    18.40 19.58 02a57358o0761o   0.631579
57358.666237 16.927812      NaN   -126   205 o    0   1.08 197.62112 -1.31753  6893.07  2797.21  4.34 3.68   4.0 -0.457    17.01 16.91 02a57358o0786o  -0.614634
57359.659580 18.317510      NaN     21    50 o    0   1.07 197.62112 -1.31753  7179.65  3380.49  3.55 3.47  57.0 -0.444    18.11 18.79 02a57359o0645o   0.420000
57408.640761 19.510313      NaN    -58    19 o    0   1.28 197.62112 -1.31753  2999.04  7866.91  3.58 3.38  89.5 -0.455    19.15 20.64 02a57408o0707o  -3.052632
57408.649828 19.063754      NaN     29    19 o    0   1.16 197.62112 -1.31753  2710.06  7284.33  3.58 3.34 -79.3 -0.451    19.17 20.67 02a57408o0722o   1.526316
57408.665456 19.454622      NaN     -2    20 o    0   1.42 197.62112 -1.31753  3576.83  8450.98  3.47 3.33  83.7 -0.454    19.10 20.51 02a57408o0747o  -0.100000
57408.670316 18.786693      NaN     39    24 o    0   1.09 197.62112 -1.31753  3874.18  6703.91  3.53 3.30 -85.7 -0.453    18.89 20.11 02a57408o0755o   1.625000
57445.587945 18.526952      NaN    -43    47 o    0   1.26 197.62112 -1.31753  2658.93  7963.45  3.53 3.30 -67.2 -0.478    18.42 19.30 02a57445o0742o  -0.914894
57445.610591 18.702047      NaN     -2    40 o    0   1.28 197.62112 -1.31753  2371.66  7383.22  3.67 3.29 -63.6 -0.473    18.39 19.26 02a57445o0783o  -0.050000
57445.633962 18.180496      NaN     68    42 o    0   1.15 197.62112 -1.31753  3538.50  6803.59  3.61 3.26 -64.6 -0.476    18.33 19.18 02a57445o0824o   1.619048
57445.657186 18.273950      NaN     31    49 o    0   1.17 197.62112 -1.31753  3814.35  6688.00  3.69 3.32 -66.9 -0.470    18.22 19.02 02a57445o0865o   0.632653
57464.524909 19.351140      NaN    -22    22 o    0   1.07 197.62112 -1.31753  2696.10  7563.48  3.84 3.36 -65.8 -0.475    19.20 20.88 02a57464o0635o  -1.000000
57464.547731 19.454622      NaN     -2    20 o    0   1.25 197.62112 -1.31753  2405.78  6982.73  3.86 3.36 -60.2 -0.484    19.24 20.97 02a57464o0678o  -0.100000
57464.570250 18.978793      NaN     30    21 o    0   1.03 197.62112 -1.31753  3572.96  6405.37  3.69 3.32 -59.9 -0.486    19.17 20.85 02a57464o0721o   1.428571
57464.592805 18.900000      NaN     34    22 o    0   0.83 197.62112 -1.31753  3805.87  6678.99  3.65 3.27 -67.3 -0.481    19.16 20.82 02a57464o0764o   1.545455
57476.504182 18.666446      NaN     46    26 o    0   1.27 197.62112 -1.31753  3007.90  7587.14  3.77 3.43 -68.9 -0.459    18.83 20.18 02a57476o0578o   1.769231
