Nested Sampling Global Log-Evidence           :   -0.802648721604231241E+01  +/-    0.272040679485064552E+00
Nested Importance Sampling Global Log-Evidence:   -0.126764696615288042E+02  +/-    0.336203228350045041E-01

Dim No.       Mean        Sigma
   1    0.712768791930899898E-01    0.428491806056153224E-01
   2   -0.131828550363779939E+02    0.679059198366311190E+01
   3    0.812380220012721699E+00    0.284801263526817339E+00
   4    0.113357581898520277E+01    0.272639348609447163E+00
   5    0.975238500504626432E-02    0.427291909435975181E-02
   6    0.122711225557775694E+01    0.165168737092477147E+00
   7   -0.171943565504773788E+01    0.436883566080127628E+00
   8   -0.343905930062866211E-01    0.694909883080006285E-01
   9   -0.341513153328340735E+01    0.348938121814002145E+01
  10   -0.200944921770374763E+00    0.147791777523415824E+00
  11   -0.179531938669722328E-01    0.117597659426883522E+00
  12   -0.225078422836332476E+00    0.214693769589058919E+00
  13   -0.981056605319621938E-01    0.178814623127327710E+00
  14   -0.106534073574693777E+01    0.493878255182277140E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.571516866924825576E-01
   2   -0.513715341445603357E+01
   3    0.440528651334594623E+00
   4    0.585497155265623515E+00
   5    0.110458746035583030E-01
   6    0.127146710740631930E+01
   7   -0.180380396186595560E+01
   8    0.709444594690258890E-01
   9   -0.127527496446257782E+01
  10   -0.863989662506118583E-01
  11   -0.138169107506275035E+00
  12   -0.352586162641016332E+00
  13   -0.202779645190111490E+00
  14   -0.103777708854941930E+01

MAP Parameters
Dim No.        Parameter
   1    0.571516866924825576E-01
   2   -0.513715341445603357E+01
   3    0.440528651334594623E+00
   4    0.585497155265623515E+00
   5    0.110458746035583030E-01
   6    0.127146710740631930E+01
   7   -0.180380396186595560E+01
   8    0.709444594690258890E-01
   9   -0.127527496446257782E+01
  10   -0.863989662506118583E-01
  11   -0.138169107506275035E+00
  12   -0.352586162641016332E+00
  13   -0.202779645190111490E+00
  14   -0.103777708854941930E+01
