Nested Sampling Global Log-Evidence           :   -0.238027627286524224E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.290049002436689873E+01  +/-    0.697255893147120664E-01

Dim No.       Mean        Sigma
   1    0.165460689898210472E+00    0.556367528180402838E-03
   2   -0.220176081115779487E+01    0.422501507937563039E-01
   3    0.418786898621783754E+00    0.253514250875358504E-02
   4    0.147366142439203940E+01    0.381179148143530886E-02
   5    0.296025688873156889E-02    0.268973527766256358E-03
   6    0.183398566550061637E+01    0.100235023398604281E-01
   7   -0.163988199284937264E+01    0.123472718797827563E+00
   8    0.204306785036115629E+00    0.933270420889663658E-03
   9    0.807360064506050024E+00    0.353112958827112577E-01
  10   -0.219540335177774402E-01    0.382019658919348533E-02
  11   -0.393617449628145336E-01    0.583881603610164092E-02
  12   -0.550531057854644845E+00    0.256621020274961087E-01
  13   -0.819192705940315347E-01    0.107668445421377351E-01
  14   -0.108420715135206658E+01    0.574519105895183058E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.165771611339365826E+00
   2   -0.218327208093589231E+01
   3    0.419946550924158668E+00
   4    0.147495455219290883E+01
   5    0.252483356298769833E-02
   6    0.183803758184224697E+01
   7   -0.174808776933752252E+01
   8    0.203260923490485412E+00
   9    0.748510684908997193E+00
  10   -0.238130659851912702E-01
  11   -0.360585154789010015E-01
  12   -0.553754485504575511E+00
  13   -0.918547954455355420E-01
  14   -0.107733155515155410E+01

MAP Parameters
Dim No.        Parameter
   1    0.165157502556766062E+00
   2   -0.219854477208670396E+01
   3    0.413194942675402022E+00
   4    0.147437781411551705E+01
   5    0.298000700659503074E-02
   6    0.182911325100523303E+01
   7   -0.184421180301368892E+01
   8    0.203104260992475527E+00
   9    0.863376703322935701E+00
  10   -0.291051716422213620E-01
  11   -0.465570745742569930E-01
  12   -0.581944363107312346E+00
  13   -0.746852131168877914E-01
  14   -0.108346445960359206E+01
