         MJD         m       dm    uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset
57400.586711 19.841877      NaN  -23.5    14 c    0   1.09 178.35929 10.89647  6790.60  8574.87 3.92 3.68  79.7 -0.398    19.66 21.74 02a57400o0587c 0xc00900        -3.5
57400.593098 19.841877      NaN  -29.5    14 c    0   1.00 178.35929 10.89647  6493.71  7988.05 4.07 3.80  84.1 -0.387    19.62 21.76 02a57400o0597c 0xc00900        -3.5
57400.627158 19.766969      NaN   -9.5    15 c    0   1.10 178.35929 10.89647  3198.44  1318.08 5.13 4.20 -17.7 -0.391    19.64 21.81 02a57400o0648c 0xc00800        -3.5
57400.634349 19.766969      NaN  -11.5    15 c    0   1.13 178.35929 10.89647  2927.90  3076.65 4.74 4.20 -26.4 -0.354    19.59 21.81 02a57400o0656c 0xc00800        -3.5
57401.587595 20.009244      NaN  -10.5    12 c    0   1.33 178.35929 10.89647  6833.67  8701.89 3.65 3.50  83.6 -0.426    19.67 21.64 02a57401o0608c 0xc00800        -3.5
57401.593151 19.868040      NaN    1.5    12 c    0   1.19 178.35929 10.89647  6547.21  8118.71 3.67 3.43  89.9 -0.430    19.68 21.65 02a57401o0617c 0xc00800        -3.5
57401.627854 19.569016      NaN    8.5    14 c    0   1.38 178.35929 10.89647  3318.80  1425.57 4.40 3.62 -17.6 -0.454    19.71 21.68 02a57401o0668c 0xc00800        -3.5
57401.633841 19.841877      NaN  -24.5    14 c    0   1.10 178.35929 10.89647  3030.62  3180.00 4.01 3.62 -28.7 -0.408    19.71 21.67 02a57401o0674c 0xc00800        -3.5
57436.343521 18.005163      NaN   11.5    71 c    0   1.26 178.35929 10.89647  7651.56  8278.24 4.51 4.27  57.7 -0.367    18.20 19.32 02a57436o0224c 0xc00800        -3.5
57436.358854 18.417189      NaN  -11.5    52 c    0   1.58 178.35929 10.89647  7936.40  8866.72 4.42 4.16  62.8 -0.379    18.35 19.48 02a57436o0239c 0xc00800        -3.5
57436.372597 17.825619      NaN  118.5    49 c    0   1.28 178.35929 10.89647  6751.19  9454.76 4.26 4.09  29.8 -0.384    18.45 19.61 02a57436o0262c 0xc00900        -3.5
57436.386326 18.786693      NaN  -31.5    37 c    0   1.34 178.35929 10.89647  6500.89  9260.51 3.98 3.83  58.8 -0.397    18.57 19.69 02a57436o0285c 0xc00800        -3.5
57452.531936 19.569016      NaN    8.5    14 c    0   1.10 178.35929 10.89647  3135.94  2806.22 4.13 3.57 -19.7 -0.411    19.66 21.63 02a57452o0542c 0xc00800        -3.5
57452.554038 19.631075      NaN  -11.5    17 c    0   1.03 178.35929 10.89647  2848.61  2224.79 4.30 3.55 -17.0 -0.429    19.64 21.58 02a57452o0584c 0xc00800        -3.5
57452.576421 19.631075      NaN   -5.5    17 c    0   1.03 178.35929 10.89647  4009.21  1644.75 4.36 3.54 -10.2 -0.448    19.62 21.55 02a57452o0627c 0xc00800        -3.5
57452.598616 19.436675      NaN    6.5    17 c    0   1.51 178.35929 10.89647  4128.09  1413.53 4.52 3.54  -7.4 -0.456    19.52 21.37 02a57452o0670c 0xc00800        -3.5
57460.503368 19.436675      NaN    9.5    16 c    0   1.23 178.35929 10.89647  3268.52  2571.44 4.25 3.56 -17.0 -0.426    19.58 21.46 02a57460o0587c 0xc00800        -3.5
57460.525633 19.696897      NaN  -32.5    16 c    0   1.08 178.35929 10.89647  2979.97  1989.55 4.48 3.56 -14.9 -0.448    19.56 21.44 02a57460o0630c 0xc00900        -3.5
57460.549029 19.569016      NaN  -16.5    18 c    0   1.00 178.35929 10.89647  4143.12  1408.79 4.48 3.54  -7.8 -0.467    19.55 21.42 02a57460o0673c 0xc00800        -3.5
