Nested Sampling Global Log-Evidence           :   -0.292346266835906619E+02  +/-    0.552428425273990387E+00
Nested Importance Sampling Global Log-Evidence:   -0.334737578451681514E+02  +/-    0.388547320406849583E-01

Dim No.       Mean        Sigma
   1    0.820446536315972280E-01    0.181696791125724524E-01
   2   -0.112580480951118354E+02    0.135182819965499146E+01
   3    0.863317092184010315E+00    0.810664677636769998E-01
   4    0.223694372991130663E+01    0.181762084929253054E+00
   5    0.696279349110847517E-02    0.559953149160885436E-03
   6    0.139415006545502140E+01    0.328052119259371777E+00
   7   -0.176256944793751380E+01    0.416580466032631935E+00
   8   -0.527622656644217425E-01    0.226747752614787287E-01
   9   -0.383390235158987469E+01    0.137569444569359089E+01
  10   -0.327981401650849991E+00    0.901091448541041784E-01
  11    0.114298200792742107E-01    0.120482606309882889E+00
  12    0.654732105689287414E-02    0.566762472855066035E-01
  13   -0.182381560641804441E+00    0.218213263594982443E+00
  14   -0.105962966118542123E+01    0.506544659725303020E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.869440604830391955E-01
   2   -0.118454731445687393E+02
   3    0.880000796751780778E+00
   4    0.210390106993523096E+01
   5    0.697829729722550078E-02
   6    0.140098138269827643E+01
   7   -0.166283712178966603E+01
   8   -0.543240821532248175E-01
   9   -0.361636202594782352E+01
  10   -0.396035080051386545E+00
  11    0.210203018148244075E+00
  12    0.239531959706101583E-01
  13   -0.118971682561962999E-01
  14   -0.103963815526445913E+01

MAP Parameters
Dim No.        Parameter
   1    0.869440604830391955E-01
   2   -0.118454731445687393E+02
   3    0.880000796751780778E+00
   4    0.210390106993523096E+01
   5    0.697829729722550078E-02
   6    0.140098138269827643E+01
   7   -0.166283712178966603E+01
   8   -0.543240821532248175E-01
   9   -0.361636202594782352E+01
  10   -0.396035080051386545E+00
  11    0.210203018148244075E+00
  12    0.239531959706101583E-01
  13   -0.118971682561962999E-01
  14   -0.103963815526445913E+01
