Nested Sampling Global Log-Evidence           :   -0.737062013961946594E+00  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.752802247025822990E+00  +/-    0.220572683127728906E-02

Dim No.       Mean        Sigma
   1    0.893681733872213752E-01    0.872346892769215623E-03
   2   -0.156176787854114654E+02    0.596381311308138290E-01
   3    0.609945987986726057E+00    0.204870077792852507E-02
   4    0.128893963073760709E+01    0.485112305544009061E-02
   5    0.117601059576558017E-01    0.966227130722911801E-04
   6    0.148054913315472536E+01    0.123892238683547939E-02
   7   -0.156719182602483542E+01    0.100630349207126348E-01
   8   -0.315386605065454753E-01    0.434308700026450330E-03
   9   -0.165844069216371270E+01    0.105205653579336048E+00
  10   -0.244204350968828865E+00    0.333513432207795529E-01
  11   -0.320359327209262870E-01    0.347779834042350909E-02
  12   -0.104690869951992824E+00    0.920616577297825658E-02
  13   -0.153757973172850448E+00    0.955159346775274099E-03
  14   -0.107212408922743818E+01    0.219250735357587323E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.885682848372138509E-01
   2   -0.156474200629409612E+02
   3    0.610659271272656068E+00
   4    0.129781300915268205E+01
   5    0.117070074189947020E-01
   6    0.148025976188459985E+01
   7   -0.156743670739798713E+01
   8   -0.311613289315369295E-01
   9   -0.167241311322168396E+01
  10   -0.283519104234058239E+00
  11   -0.347983248594862168E-01
  12   -0.851927267775084845E-01
  13   -0.153453160283952700E+00
  14   -0.107179995868163069E+01

MAP Parameters
Dim No.        Parameter
   1    0.896847230863369871E-01
   2   -0.155197315303766405E+02
   3    0.606969245640714639E+00
   4    0.129436272848253053E+01
   5    0.115868181677419007E-01
   6    0.148304765732232746E+01
   7   -0.156027752158822763E+01
   8   -0.318578900932026260E-01
   9   -0.157796688660087603E+01
  10   -0.226776439840560506E+00
  11   -0.366743619281922201E-01
  12   -0.109426224348984635E+00
  13   -0.153526940757236247E+00
  14   -0.107691112902931896E+01
