Nested Sampling Global Log-Evidence           :   -0.238792590771772808E+02  +/-    0.482151050305727857E+00
Nested Importance Sampling Global Log-Evidence:   -0.286513882263232276E+02  +/-    0.549876668623080281E-01

Dim No.       Mean        Sigma
   1    0.568001584272157661E-01    0.341284204000682420E-01
   2   -0.100692613252329028E+02    0.865049896587528733E+00
   3    0.243061181100172136E+00    0.977779077903115218E-01
   4    0.105848195627305741E+01    0.237905060501175547E+00
   5    0.828422958824028347E-02    0.348344525692636468E-02
   6    0.147992862902978262E+01    0.212178249321800065E-01
   7   -0.169252044975230653E+01    0.420738692050596108E+00
   8   -0.170478489573481468E+00    0.800847529662429419E-01
   9   -0.667021104916485541E+01    0.287548571478382264E+01
  10   -0.165345968307269414E+00    0.164349798326943602E+00
  11   -0.190959740049955085E+00    0.117335718666064376E+00
  12   -0.157301847328580047E+00    0.239488375391416569E+00
  13   -0.262817416416198102E+00    0.775914828351273178E-01
  14   -0.105871511229126525E+01    0.561103120294393909E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.602799215099121335E-01
   2   -0.984691445816572219E+01
   3    0.274791592518109862E+00
   4    0.143179725896767818E+01
   5    0.141116825499489167E-01
   6    0.142806087390975844E+01
   7   -0.102579900068189378E+01
   8   -0.155248977814540723E+00
   9   -0.712504229229361741E+01
  10   -0.294828457320438608E+00
  11   -0.342360621636526086E+00
  12    0.152597020646491138E+00
  13   -0.212279013476345924E+00
  14   -0.101171768611099644E+01

MAP Parameters
Dim No.        Parameter
   1    0.602799215099121335E-01
   2   -0.984691445816572219E+01
   3    0.274791592518109862E+00
   4    0.143179725896767818E+01
   5    0.141116825499489167E-01
   6    0.142806087390975844E+01
   7   -0.102579900068189378E+01
   8   -0.155248977814540723E+00
   9   -0.712504229229361741E+01
  10   -0.294828457320438608E+00
  11   -0.342360621636526086E+00
  12    0.152597020646491138E+00
  13   -0.212279013476345924E+00
  14   -0.101171768611099644E+01
