         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57246.290537 19.256669      NaN  -19    24 c    0   1.04 253.48661 -9.70619 10312.61   963.06 4.36 3.88  35.7 -0.469    19.43 21.35 02a57246o0072c -0.791667
57246.292724 19.351140      NaN  -17    22 c    0   0.68 253.48661 -9.70619   543.69   962.64 4.71 4.01 -33.1 -0.399    19.41 21.34 02a57246o0075c -0.772727
57246.305752 19.115465      NaN    4    26 c    0   0.82 253.48661 -9.70619 10308.41   961.71 4.36 3.84  34.2 -0.474    19.46 21.36 02a57246o0093c  0.153846
57246.306441 18.978793      NaN   27    22 c    0   0.76 253.48661 -9.70619   540.45   961.20 4.62 3.84 -32.7 -0.405    19.46 21.35 02a57246o0094c  1.227273
57246.333813 19.318728      NaN    5    21 c    0   0.82 253.48661 -9.70619  8839.63  2442.14 3.95 3.75  45.9 -0.457    19.49 21.42 02a57246o0132c  0.238095
57246.350692 18.990530      NaN   38    18 c    0   1.02 253.48661 -9.70619  8844.59  2447.09 4.05 3.87  38.4 -0.441    19.45 21.39 02a57246o0154c  2.111111
57304.218172 18.623526      NaN   15    38 c    0   0.73 253.48661 -9.70619   530.77   953.59 5.03 3.85 -37.6 -0.446    18.57 20.37 02a57304o0030c  0.394737
57304.220719 18.438271      NaN    0    51 c    0   0.90 253.48661 -9.70619 10295.09   965.27 4.27 3.16 -76.1 -0.465    18.76 20.56 02a57304o0034c  0.000000
57304.234695 18.298627      NaN  -94    58 c    0   0.94 253.48661 -9.70619 10293.20   965.47 3.80 2.95 -63.2 -0.514    18.66 20.46 02a57304o0056c -1.620690
57308.223507 18.910912      NaN  -44    33 c    0   1.16 253.48661 -9.70619 10352.93   971.55 5.20 4.16  36.4 -0.488    18.99 20.68 02a57308o0041c -1.333333
57309.217704 18.878500      NaN  -69    34 c    0   0.97 253.48661 -9.70619   584.10   969.72 5.82 3.96 -31.7 -0.456    18.88 20.49 02a57309o0040c -2.029412
57309.219023 18.389700      NaN   28    44 c    0   0.76 253.48661 -9.70619 10347.36   979.73 5.51 4.43  31.5 -0.462    18.93 20.65 02a57309o0042c  0.636364
57309.233225 18.349730      NaN   40    42 c    0   0.87 253.48661 -9.70619 10345.75   979.71 5.60 4.09  36.7 -0.409    18.99 20.65 02a57309o0064c  0.952381
57311.218228 18.526952      NaN  -39    47 c    0   0.88 253.48661 -9.70619 10337.17   978.12 5.34 3.95  32.0 -0.455    18.85 20.33 02a57311o0051c -0.829787
57436.565423 18.452558      NaN   31    40 c    0   1.03 253.48661 -9.70619   833.56  9583.89 4.44 4.21 -50.0 -0.402    18.54 19.88 02a57436o0588c  0.775000
57436.579028 18.878500      NaN   36    22 c    0   1.22 253.48661 -9.70619  1112.88 10170.61 4.04 3.99 -40.8 -0.410    19.16 20.85 02a57436o0611c  1.636364
57436.583833 19.102305      NaN   11    24 c    0   0.99 253.48661 -9.70619  4122.42   508.82 4.70 3.79  -8.2 -0.470    19.15 20.87 02a57436o0619c  0.458333
57436.597365 19.063754      NaN   17    23 c    0   0.96 253.48661 -9.70619  2953.23  1097.65 4.65 3.76 -12.6 -0.457    19.20 20.95 02a57436o0642c  0.739130
57436.610877 19.026525      NaN   23    22 c    0   1.13 253.48661 -9.70619  2681.07   903.40 4.66 3.79 -15.3 -0.460    19.27 21.01 02a57436o0665c  1.045455
57490.563578 18.990530      NaN   29    21 c    0   0.94 253.48661 -9.70619   781.09  9501.41 4.15 4.15 -10.9 -0.411    19.36 21.23 02a57490o0706c  1.380952
57490.583749 19.351140      NaN  -18    22 c    0   1.11 253.48661 -9.70619  9556.73   575.05 4.32 3.81  23.5 -0.469    19.42 21.25 02a57490o0740c -0.818182
57490.612085 19.351140      NaN   -8    22 c    0   0.91 253.48661 -9.70619  1168.67    84.80 4.91 3.74 -21.1 -0.448    19.48 21.31 02a57490o0789c -0.363636
57514.501947 19.102305      NaN   14    23 c    0   0.79 253.48661 -9.70619   220.00  2024.11 5.32 3.74 -28.4 -0.437    19.38 21.20 02a57514o0591c  0.608696
57514.515254 19.271854      NaN   11    20 c    0   1.24 253.48661 -9.70619   200.73  1994.42 5.57 3.82 -23.6 -0.441    19.35 21.23 02a57514o0618c  0.550000
57514.516716 19.351140      NaN  -16    22 c    0   0.98 253.48661 -9.70619  9969.89  2037.86 5.13 4.00  24.7 -0.438    19.32 21.23 02a57514o0621c -0.727273
57514.528059 19.510313      NaN   -4    19 c    0   1.10 253.48661 -9.70619   259.37  2079.82 5.09 3.62 -30.7 -0.458    19.46 21.28 02a57514o0644c -0.210526
57514.530074 19.401649      NaN    3    20 c    0   1.06 253.48661 -9.70619  9951.19  2007.57 4.61 3.76  35.6 -0.481    19.45 21.29 02a57514o0648c  0.150000
57514.540872 19.454622      NaN  -17    20 c    0   0.95 253.48661 -9.70619   276.69  1967.02 5.04 3.60 -30.6 -0.461    19.51 21.33 02a57514o0670c -0.850000
57514.542820 19.183773      NaN   20    19 c    0   1.20 253.48661 -9.70619 10008.69  2091.34 4.45 3.69  41.2 -0.497    19.50 21.34 02a57514o0674c  1.052632
57514.554168 19.351140      NaN    6    20 c    0   0.89 253.48661 -9.70619   237.49  2031.68 5.08 3.63 -30.2 -0.455    19.49 21.33 02a57514o0697c  0.300000
57514.555619 19.569016      NaN    0    18 c    0   1.41 253.48661 -9.70619 10027.34  1981.77 4.43 3.71  41.9 -0.487    19.50 21.34 02a57514o0700c  0.000000
57514.568920 19.419021      NaN    5    19 c    0   1.06 253.48661 -9.70619  9986.92  2045.78 4.34 3.64  39.8 -0.491    19.52 21.35 02a57514o0727c  0.263158
57521.481273 19.302877      NaN    9    20 c    0   1.08 253.48661 -9.70619  3155.13  1478.85 4.57 3.61 -11.3 -0.495    19.41 21.31 02a57521o0485c  0.450000
57521.493498 19.169763      NaN   24    18 c    0   1.04 253.48661 -9.70619  7351.19  8990.35 4.02 3.64  83.2 -0.447    19.37 21.22 02a57521o0508c  1.333333
57521.506174 19.038793      NaN   22    22 c    0   1.10 253.48661 -9.70619  3094.49  1435.81 4.56 3.54 -11.4 -0.506    19.25 21.12 02a57521o0531c  1.000000
57521.518105 19.318728      NaN   14    18 c    0   0.91 253.48661 -9.70619  7443.07  8963.82 4.00 3.58  83.2 -0.453    19.42 21.27 02a57521o0554c  0.777778
57521.530133 19.631075      NaN   -9    17 c    0   1.00 253.48661 -9.70619  7404.85  9028.20 3.99 3.60  87.9 -0.448    19.43 21.28 02a57521o0577c -0.529412
57538.437927 19.631075      NaN  -20    17 c    0   1.25 253.48661 -9.70619  6563.89 10118.13 4.04 3.97  63.4 -0.413    19.44 21.35 02a57538o0404c -1.176471
57538.440518 19.401649      NaN  -10    21 c    0   1.14 253.48661 -9.70619   996.21 10093.29 4.55 4.06 -43.8 -0.430    19.45 21.43 02a57538o0409c -0.476190
57538.450177 19.696897      NaN   -2    16 c    0   1.33 253.48661 -9.70619  6528.36 10077.92 4.04 3.94  43.7 -0.408    19.43 21.33 02a57538o0427c -0.125000
57538.452960 19.169763      NaN   -5    26 c    0   1.08 253.48661 -9.70619  9536.12   416.13 5.04 3.87  23.9 -0.455    19.50 21.43 02a57538o0432c -0.192308
57538.463206 19.569016      NaN  -22    18 c    0   0.91 253.48661 -9.70619  6595.10 10160.24 4.12 3.95  74.2 -0.407    19.44 21.35 02a57538o0451c -1.222222
57538.465934 19.256669      NaN  -19    24 c    0   0.96 253.48661 -9.70619  9586.58   499.24 5.15 3.85  28.4 -0.452    19.51 21.43 02a57538o0456c -0.791667
57538.476586 19.569016      NaN  -27    18 c    0   1.06 253.48661 -9.70619  6611.02 10045.40 4.03 3.85  79.3 -0.418    19.42 21.29 02a57538o0475c -1.500000
57538.479319 19.002397      NaN    7    28 c    0   1.15 253.48661 -9.70619  9604.91   382.55 5.18 3.90  28.4 -0.459    19.45 21.34 02a57538o0480c  0.250000
57538.489723 19.631075      NaN   -4    17 c    0   1.52 253.48661 -9.70619  6579.49 10100.44 3.87 3.75  88.7 -0.430    19.36 21.10 02a57538o0498c -0.235294
57538.492680 18.796518      NaN   29    27 c    0   1.05 253.48661 -9.70619  9559.96   442.50 5.08 3.85  28.7 -0.456    19.37 21.14 02a57538o0503c  1.074074
