         MJD         m       dm   uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN
57222.339464 19.212347      NaN   -22    25 o    0    0.86 253.48521 -9.70285 10373.14  2961.37 3.88 3.31  73.9 -0.504    19.16 20.77 02a57222o0062o  -0.880000
57222.351697 19.169763      NaN   -28    26 o    0    0.92 253.48521 -9.70285 10370.79  2966.71 3.88 3.19  79.0 -0.485    19.18 20.80 02a57222o0078o  -1.076923
57228.316656 18.776955      NaN     1    37 o    0    0.89 253.48521 -9.70285  7560.36 10418.89 3.64 3.32  -0.0 -0.458    18.65 19.82 02a57228o0095o   0.027027
57229.302066 18.550302      NaN   -12    46 o    0    0.76 253.48521 -9.70285   786.83   742.24 4.17 3.58 -40.3 -0.459    18.50 19.50 02a57229o0094o  -0.260870
57229.327130 18.649074      NaN   -58    42 o    0    1.11 253.48521 -9.70285   788.17   748.86 4.26 3.67 -39.1 -0.446    18.49 19.47 02a57229o0128o  -1.380952
57229.340347 18.590371      NaN    16    39 o    0    1.07 253.48521 -9.70285  9084.86  2226.71 3.76 3.50  76.6 -0.478    18.54 19.57 02a57229o0144o   0.410256
57229.377656 18.649074      NaN   -24    42 o    0    0.96 253.48521 -9.70285  9092.25  2234.56 3.63 3.30  82.9 -0.497    18.50 19.43 02a57229o0191o  -0.571429
57256.254515 17.196897      NaN  -216   160 o    0    1.11 253.48521 -9.70285 10294.03   970.19 4.08 3.21  30.4 -0.534    17.48 18.22 02a57256o0011o  -1.350000
57256.258719 17.555452      NaN  -186   115 o    0    0.99 253.48521 -9.70285   519.60   970.33 4.80 3.47 -38.0 -0.472    17.65 18.32 02a57256o0018o  -1.617391
57288.211945 17.156927      NaN  -487   166 o    0    0.91 253.48521 -9.70285 10315.16   984.50 4.01 3.57  84.8 -0.497    17.47 17.66 02a57288o0004o  -2.933735
57288.217496 17.870951      NaN    24    78 o    0    1.15 253.48521 -9.70285 10317.30   976.67 3.87 3.45  75.4 -0.502    18.11 18.86 02a57288o0013o   0.307692
57288.228052 18.073966      NaN    76    46 o    0    1.07 253.48521 -9.70285  8847.49  2456.62 3.85 3.41  78.4 -0.538    18.45 19.49 02a57288o0030o   1.652174
57288.233134 18.417189      NaN   -16    52 o    0    0.85 253.48521 -9.70285   541.39   968.25 5.05 3.67 -39.3 -0.467    18.41 19.45 02a57288o0038o  -0.307692
57288.245177 18.382935      NaN    20    47 o    0    1.05 253.48521 -9.70285  8844.70  2454.64 3.65 3.28  69.5 -0.499    18.40 19.38 02a57288o0057o   0.425532
57288.251078 18.396507      NaN   -24    53 o    0    1.06 253.48521 -9.70285   539.90   965.70 5.09 3.60 -39.9 -0.469    18.35 19.36 02a57288o0066o  -0.452830
57289.210887 17.178950 0.318156   488   143 o    0    1.96 253.48521 -9.70285 10307.29   983.22 3.86 3.52  52.6 -0.492    17.65 18.10 02a57289o0028o   3.412587
57289.216423 17.524429      NaN    91    88 o    0    1.14 253.48521 -9.70285 10309.48   980.73 4.02 3.55  51.7 -0.463    18.15 18.94 02a57289o0037o   1.034091
57289.228076 17.199161      NaN    47   144 o    0    0.95 253.48521 -9.70285  8839.98  2461.88 3.87 3.58  34.8 -0.644    16.84 17.38 02a57289o0055o   0.326389
57289.238783 16.022342      NaN   351   355 o    0    1.00 253.48521 -9.70285   535.46   973.60 5.06 3.54 -33.0 -0.537    16.03 16.36 02a57289o0072o   0.988732
57289.245416 14.435075      NaN  1576  1511 o    0    0.93 253.48521 -9.70285  8841.90  2459.79 3.74 3.31  79.2 -0.540    15.37 15.38 02a57289o0082o   1.043018
57297.258143 18.356290      NaN   -27    55 o    0    0.84 253.48521 -9.70285 10293.11   965.81 4.65 3.83  42.2 -0.478    18.74 20.19 02a57297o0071o  -0.490909
57298.249284 18.255804      NaN    10    57 o    0    0.98 253.48521 -9.70285 10292.81   972.22 5.01 3.15  25.5 -0.530    18.67 20.02 02a57298o0074o   0.175439
57438.659235 18.944322      NaN    -6    32 o    0    1.01 253.48521 -9.70285  3788.64   297.50 4.32 3.38  -7.9 -0.524    18.90 20.21 02a57438o0751o  -0.187500
57472.614309 17.858399      NaN   -36    87 o    0    1.03 253.48521 -9.70285   169.60  1343.26 3.86 3.58 -37.5 -0.485    17.80 19.06 02a57472o0735o  -0.413793
57472.625897 17.650782      NaN    46    90 o    0    1.10 253.48521 -9.70285  9928.90  1344.36 4.97 3.04 -65.0 -0.413    17.85 19.10 02a57472o0753o   0.511111
57472.643924 18.089294      NaN    34    59 o    0    1.03 253.48521 -9.70285  6649.19 10426.99 3.64 3.49  34.9 -0.465    18.08 18.66 02a57472o0780o   0.576271
57472.648452 17.400292      NaN   158    80 o    0    1.22 253.48521 -9.70285  9632.49   764.88 4.34 3.49  28.9 -0.557    18.02 18.52 02a57472o0786o   1.975000
57472.653153 17.394850      NaN    34   122 o    0    1.06 253.48521 -9.70285  1013.85   191.08 5.50 3.52 -23.0 -0.545    17.67 17.96 02a57472o0794o   0.278689
57493.536637 18.590371      NaN    46    29 o    0    1.12 253.48521 -9.70285 10397.02  9588.84 4.25 3.39  82.5 -0.472    19.02 20.47 02a57493o0620o   1.586207
57493.552005 18.410251      NaN    61    32 o    0    0.79 253.48521 -9.70285   606.55  9574.11 3.95 3.80 -21.6 -0.463    18.98 20.40 02a57493o0648o   1.906250
