Nested Sampling Global Log-Evidence           :   -0.311508081588489327E+01  +/-    0.195519077616301273E-01
Nested Importance Sampling Global Log-Evidence:   -0.336721519441162487E+01  +/-    0.242914644643677062E-01

Dim No.       Mean        Sigma
   1    0.783430094792368220E-01    0.189140782133927644E-02
   2   -0.143362533575059761E+02    0.143753465309914535E+00
   3    0.707888444741010425E+00    0.815441362505472597E-02
   4    0.179754536261482634E+01    0.199069900788770605E-01
   5    0.773076978638145319E-02    0.767041156187275261E-04
   6    0.150846060597765264E+01    0.294120791376892461E-01
   7   -0.173933202117621044E+01    0.144119447603377859E+00
   8   -0.898251522490161880E-01    0.377607452912210109E-02
   9   -0.264072982832276759E+01    0.759923496535432452E+00
  10   -0.148118475319887422E+00    0.316823595379225123E-01
  11   -0.139491062712605557E+00    0.198102797734101450E-01
  12   -0.217081750878719698E-01    0.224692421750285476E-01
  13   -0.551808085849412738E-01    0.189126773915126896E-01
  14   -0.107643932311565349E+01    0.160492774739887760E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.818591637957716278E-01
   2   -0.142525265808946831E+02
   3    0.703928161990763468E+00
   4    0.178425126358969321E+01
   5    0.774158732273069316E-02
   6    0.147312091689770552E+01
   7   -0.179879638078126014E+01
   8   -0.915536789597669876E-01
   9   -0.144807084450025880E+01
  10   -0.134599821864568647E+00
  11   -0.118321056904122660E+00
  12   -0.204285189169879644E-02
  13   -0.455328393130427500E-01
  14   -0.104022022082116239E+01

MAP Parameters
Dim No.        Parameter
   1    0.753317394585002048E-01
   2   -0.143071215232230635E+02
   3    0.712111038078455216E+00
   4    0.175514374627789338E+01
   5    0.776075050313275883E-02
   6    0.149924608327528852E+01
   7   -0.176212320027323099E+01
   8   -0.935089177470316141E-01
   9   -0.294991056732886259E+01
  10   -0.119284807031866780E+00
  11   -0.130834240254021739E+00
  12   -0.278621745185518924E-01
  13   -0.512078094290657967E-01
  14   -0.108423023001002417E+01
