         MJD         m  dm  uJy  duJy F  err  chi/N       RA     Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57246.548389 19.609992 NaN    1    17 c    0   0.90 42.72455 -2.1351  7971.93  4597.20 3.74 3.54  83.2 -0.415    19.44 21.27 02a57246o0413c  0.058824
57246.579236 19.549093 NaN    1    18 c    0   0.92 42.72455 -2.1351  7969.46  4603.70 3.82 3.60  80.6 -0.408    19.52 21.44 02a57246o0455c  0.055556
57246.591669 19.529530 NaN   14    14 c    0   1.46 42.72455 -2.1351  9426.66  3157.69 3.80 3.56  42.8 -0.442    19.58 21.51 02a57246o0473c  1.000000
57246.622173 19.334813 NaN   25    14 c    0   1.28 42.72455 -2.1351  9423.61  3163.82 3.85 3.55  54.3 -0.443    19.54 21.41 02a57246o0515c  1.785714
57334.461959 19.351140 NaN   18    16 c    0   1.02 42.72455 -2.1351  2724.40  6015.55 4.23 4.00 -60.7 -0.363    19.39 21.33 02a57334o0412c  1.125000
57334.530093 19.631075 NaN  -10    17 c    0   1.26 42.72455 -2.1351  1257.42  7467.37 4.10 3.83 -65.4 -0.402    19.36 21.18 02a57334o0471c -0.588235
57334.560663 19.631075 NaN  -11    17 c    0   1.64 42.72455 -2.1351  1264.50  7468.98 4.05 3.77 -66.1 -0.410    19.21 20.90 02a57334o0515c -0.647059
57339.443151 19.719755 NaN    2    15 c    0   1.62 42.72455 -2.1351  1253.84  7470.02 4.18 3.96 -65.2 -0.402    19.47 21.46 02a57339o0001c  0.133333
57374.324140 18.410251 NaN   31    42 c    0   1.49 42.72455 -2.1351  3202.70  5500.53 4.67 4.01   0.2 -0.351    18.25 20.11 02a57374o0133c  0.738095
57374.340067 18.104842 NaN   91    39 c    0   0.81 42.72455 -2.1351  3492.83  6085.73 4.07 3.48 -31.9 -0.407    18.55 20.22 02a57374o0159c  2.333333
57374.356679 18.729535 NaN  -40    39 c    0   1.04 42.72455 -2.1351  2628.82  4924.78 3.72 3.38 -42.3 -0.426    18.60 20.22 02a57374o0186c -1.025641
57374.384024 18.438271 NaN  -38    51 c    0   1.59 42.72455 -2.1351  2332.61  6674.15 3.76 2.73  79.9 -0.465    18.11 19.66 02a57374o0229c -0.745098
57390.197548 18.005163 NaN  -84    76 c    0   1.15 42.72455 -2.1351  3294.05  2567.85 5.18 4.89 -10.3 -0.371    17.83 18.76 02a57390o0030c -1.105263
57390.198169 18.191747 NaN -115    64 c    0   1.05 42.72455 -2.1351  3294.02  2568.09 4.91 4.70 -13.8 -0.377    17.97 18.94 02a57390o0031c -1.796875
57390.198784 17.963129 NaN   57    60 c    0   1.02 42.72455 -2.1351  3293.51  2568.21 5.03 4.69 -12.7 -0.380    18.05 19.10 02a57390o0032c  0.950000
57391.198030 17.879400 NaN   31    75 c    0   1.03 42.72455 -2.1351  1096.93  2551.75 4.70 4.06 -25.4 -0.476    18.04 18.83 02a57391o0031c  0.413333
57391.198645 17.875167 NaN   65    64 c    0   1.08 42.72455 -2.1351  1096.80  2551.87 4.72 4.10 -30.1 -0.462    18.14 19.01 02a57391o0032c  1.015625
57391.199277 18.152867 NaN   22    59 c    0   0.96 42.72455 -2.1351  1096.57  2552.01 4.60 4.02 -35.6 -0.473    18.25 19.18 02a57391o0033c  0.372881
57398.302394 19.589310 NaN    8    15 c    0   0.99 42.72455 -2.1351  2989.93  5662.96 4.14 3.73 -58.8 -0.427    19.56 21.56 02a57398o0173c  0.533333
57398.318944 19.569016 NaN  -10    18 c    0   1.05 42.72455 -2.1351  3306.35  6249.48 4.02 3.66 -60.8 -0.420    19.52 21.49 02a57398o0200c -0.555556
57398.335549 19.696897 NaN  -15    16 c    0   0.91 42.72455 -2.1351  2468.15  5087.59 4.25 3.72 -45.2 -0.420    19.52 21.48 02a57398o0227c -0.937500
57398.352181 19.609992 NaN    4    16 c    0   1.07 42.72455 -2.1351  2199.76  6833.36 4.08 3.61 -59.6 -0.428    19.51 21.47 02a57398o0254c  0.250000
57399.299227 19.696897 NaN   -6    16 c    0   1.15 42.72455 -2.1351  2983.07  5663.73 4.13 3.74 -54.1 -0.418    19.56 21.58 02a57399o0180c -0.375000
57399.315889 19.384550 NaN    7    19 c    0   0.88 42.72455 -2.1351  3300.20  6250.03 3.96 3.61 -58.6 -0.414    19.57 21.55 02a57399o0207c  0.368421
57399.332595 19.631075 NaN    6    15 c    0   1.07 42.72455 -2.1351  2464.52  5087.24 4.17 3.67 -47.2 -0.413    19.53 21.48 02a57399o0234c  0.400000
57399.349291 19.766969 NaN   -8    15 c    0   1.18 42.72455 -2.1351  2196.46  6833.09 4.05 3.65 -54.7 -0.411    19.49 21.42 02a57399o0261c -0.533333
57421.259151 19.510313 NaN  -23    19 c    0   0.95 42.72455 -2.1351  2501.65  6337.99 4.39 3.98 -64.3 -0.419    19.36 21.33 02a57421o0111c -1.210526
57421.283529 19.569016 NaN  -15    18 c    0   1.05 42.72455 -2.1351  2212.67  5756.03 4.36 3.91 -59.1 -0.414    19.38 21.34 02a57421o0150c -0.833333
57421.307264 19.696897 NaN   -2    16 c    0   1.40 42.72455 -2.1351  3379.30  5180.46 4.15 3.84 -55.9 -0.397    19.39 21.34 02a57421o0189c -0.125000
57421.330944 19.569016 NaN  -12    18 c    0   1.05 42.72455 -2.1351  3305.45  5144.22 4.14 3.84 -51.5 -0.376    19.31 21.24 02a57421o0228c -0.666667
57422.256677 19.569016 NaN  -10    18 c    0   1.21 42.72455 -2.1351  2288.94  6397.13 4.29 3.86 -67.3 -0.425    19.37 21.28 02a57422o0105c -0.555556
57422.280462 19.631075 NaN  -21    17 c    0   1.15 42.72455 -2.1351  1999.70  5813.98 4.31 3.79 -57.9 -0.437    19.36 21.25 02a57422o0144c -1.235294
57422.304205 19.510313 NaN  -49    19 c    0   0.96 42.72455 -2.1351  3167.69  5238.21 4.26 3.86 -52.1 -0.420    19.28 21.12 02a57422o0183c -2.578947
57422.327828 19.197966 NaN   16    20 c    0   1.20 42.72455 -2.1351  3306.27  5143.68 4.18 3.81 -47.7 -0.415    19.20 20.99 02a57422o0222c  0.800000
57428.266649 19.569016 NaN  -13    18 c    0   1.08 42.72455 -2.1351  2238.21  5817.26 4.24 3.71 -54.6 -0.427    19.37 21.23 02a57428o0112c -0.722222
57428.290581 19.510313 NaN   -1    19 c    0   1.14 42.72455 -2.1351  3437.29  5243.61 4.14 3.71 -39.0 -0.457    19.32 21.15 02a57428o0151c -0.052632
