         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57227.607134 18.720295      NaN     40    26 o    0   1.23 42.72928 -2.13982  8888.91   124.94  3.99 3.55  29.1 -0.500    19.16 20.77 02a57227o0386o  1.538462
57229.574700 19.002397      NaN     16    25 o    0   1.00 42.72928 -2.13982  7934.04  4622.31  3.66 3.34  86.9 -0.435    19.07 20.64 02a57229o0445o  0.640000
57229.590646 18.955691      NaN     35    20 o    0   1.09 42.72928 -2.13982  7937.67  4628.94  3.55 3.20 -89.4 -0.440    19.15 20.72 02a57229o0456o  1.750000
57318.355373 18.474346      NaN     34    38 o    0   0.95 42.72928 -2.13982  8001.70  4634.11  4.42 3.97  88.5 -0.455    18.51 19.87 02a57318o0250o  0.894737
57318.381763 18.847027      NaN    -14    35 o    0   0.92 42.72928 -2.13982  7998.67  4639.41  4.39 3.90 -87.0 -0.449    18.58 19.96 02a57318o0291o -0.400000
57318.408161 19.014394      NaN    -50    30 o    0   1.43 42.72928 -2.13982  9463.55  3195.89  4.83 4.26  47.7 -0.475    18.65 20.00 02a57318o0332o -1.666667
57318.434529 18.836735      NaN      7    33 o    0   1.02 42.72928 -2.13982  9458.52  3202.28  4.73 4.09  44.7 -0.486    18.70 20.08 02a57318o0373o  0.212121
57353.368574 18.356290      NaN    -53    55 o    0   0.97 42.72928 -2.13982  2721.81  6002.17  3.85 3.51 -69.5 -0.432    18.09 18.72 02a57353o0308o -0.963636
57353.377137 17.770534      NaN    112    57 o    0   1.25 42.72928 -2.13982  2719.79  6002.42  3.83 3.53 -69.4 -0.422    18.00 18.55 02a57353o0321o  1.964912
57353.385944 18.039019      NaN     41    60 o    0   1.14 42.72928 -2.13982  2719.09  6003.34  3.76 3.42 -68.3 -0.430    17.90 18.39 02a57353o0334o  0.683333
57353.394946 18.142010      NaN    -53    67 o    0   0.93 42.72928 -2.13982  2719.24  6004.07  3.86 3.52 -71.4 -0.421    17.94 18.48 02a57353o0347o -0.791045
57354.382551 17.935984      NaN    -37    81 o    0   0.79 42.72928 -2.13982  2718.02  6005.70  3.71 3.45 -74.9 -0.424    17.79 18.30 02a57354o0332o -0.456790
57354.390860 18.417189      NaN    -88    52 o    0   1.13 42.72928 -2.13982  2718.80  6006.13  3.65 3.37 -74.7 -0.440    18.09 18.76 02a57354o0345o -1.692308
57354.399162 18.000411      NaN     55    58 o    0   1.23 42.72928 -2.13982  2718.58  6006.56  3.68 3.40 -72.6 -0.430    17.94 18.51 02a57354o0358o  0.948276
57354.407447 17.821591      NaN    -75    90 o    0   1.20 42.72928 -2.13982  2718.53  6006.48  3.73 3.46 -67.5 -0.423    17.52 17.89 02a57354o0371o -0.833333
57356.390327 19.102305      NaN      8    25 o    0   0.75 42.72928 -2.13982  2719.31  6006.62  3.87 3.54 -67.1 -0.413    18.97 20.39 02a57356o0259o  0.320000
57356.398573 19.302877      NaN    -13    23 o    0   1.19 42.72928 -2.13982  2719.58  6007.52  3.94 3.63 -66.5 -0.411    18.94 20.39 02a57356o0272o -0.565217
57356.406834 18.955691      NaN     20    25 o    0   0.91 42.72928 -2.13982  2718.63  6008.13  4.23 3.91 -61.4 -0.384    18.84 20.39 02a57356o0285o  0.800000
57356.415050 18.944322      NaN     24    24 o    0   0.99 42.72928 -2.13982  2719.29  6007.53  4.03 3.71 -63.6 -0.396    18.89 20.36 02a57356o0298o  1.000000
57357.351137 18.933071      NaN     37    20 o    0   0.88 42.72928 -2.13982  2733.34  5711.31  3.78 3.48 -68.6 -0.418    19.36 21.12 02a57357o0282o  1.850000
57357.368361 19.169763      NaN     18    20 o    0   0.94 42.72928 -2.13982  3021.14  5714.01  3.69 3.44 -71.7 -0.418    19.24 20.87 02a57357o0309o  0.900000
57357.379264 18.955691      NaN     35    20 o    0   0.96 42.72928 -2.13982  3594.11  6302.78  3.63 3.38 -82.2 -0.420    19.22 20.80 02a57357o0325o  1.750000
57357.415924 19.302877      NaN      3    22 o    0   1.02 42.72928 -2.13982  2144.87  5424.60  3.77 3.43 -62.0 -0.429    19.11 20.58 02a57357o0379o  0.136364
57358.351042 18.921935      NaN     38    20 o    0   1.04 42.72928 -2.13982  3021.85  5709.52  3.89 3.55 -67.5 -0.419    19.26 21.01 02a57358o0297o  1.900000
57358.367772 19.287255      NaN     10    20 o    0   0.91 42.72928 -2.13982  3304.35  6298.60  3.76 3.47 -78.0 -0.417    19.29 21.05 02a57358o0323o  0.500000
57358.389961 19.334813      NaN     10    19 o    0   1.05 42.72928 -2.13982  2436.21  5132.02  4.02 3.59 -54.9 -0.427    19.26 20.98 02a57358o0357o  0.526316
57358.409274 19.401649      NaN     -1    21 o    0   0.93 42.72928 -2.13982  2132.93  6876.08  3.82 3.45 -69.7 -0.445    19.18 20.76 02a57358o0386o -0.047619
57359.357868 19.002397      NaN     25    22 o    0   0.81 42.72928 -2.13982  3019.42  5711.27  3.95 3.57 -68.2 -0.430    19.29 21.07 02a57359o0172o  1.136364
57359.373698 19.510313      NaN    -11    19 o    0   1.05 42.72928 -2.13982  3305.44  6294.17  3.78 3.47 -75.8 -0.429    19.36 21.15 02a57359o0198o -0.578947
57359.390929 19.287255      NaN     19    17 o    0   1.03 42.72928 -2.13982  2432.86  5136.44  3.94 3.55 -59.4 -0.427    19.40 21.22 02a57359o0225o  1.117647
57359.416608 19.226921      NaN     20    18 o    0   1.03 42.72928 -2.13982  2131.52  6877.06  3.84 3.43 -67.3 -0.442    19.41 21.20 02a57359o0265o  1.111111
57366.345672 19.256669      NaN      0    24 o    0   0.83 42.72928 -2.13982  3201.79  5494.17  4.26 3.89 -56.1 -0.405    18.95 20.58 02a57366o0234o  0.000000
57366.362911 19.454622      NaN    -22    20 o    0   1.21 42.72928 -2.13982  3492.94  6078.28  3.88 3.56 -66.4 -0.423    19.04 20.61 02a57366o0261o -1.100000
57366.380170 19.401649      NaN    -29    21 o    0   0.99 42.72928 -2.13982  2625.31  4917.97  4.37 3.88 -47.3 -0.405    19.03 20.70 02a57366o0288o -1.380952
57366.398561 18.910912      NaN     42    19 o    0   1.34 42.72928 -2.13982  2327.80  6669.14  4.29 3.81 -59.4 -0.421    19.03 20.74 02a57366o0315o  2.210526
57382.327251 18.702047      NaN    -17    40 o    0   1.15 42.72928 -2.13982  3001.81  5716.20  4.20 3.73 -63.4 -0.430    18.39 19.42 02a57382o0138o -0.425000
57382.344461 18.666446      NaN      1    41 o    0   1.09 42.72928 -2.13982  3289.18  6299.36  4.34 3.93 -64.9 -0.412    18.30 19.38 02a57382o0163o  0.024390
57382.361798 18.459772      NaN     36    38 o    0   1.30 42.72928 -2.13982  2422.13  5137.36  4.35 3.81 -53.0 -0.423    18.34 19.35 02a57382o0188o  0.947368
57382.378397 18.136622      NaN     43    53 o    0   1.14 42.72928 -2.13982  2124.60  6880.51  4.29 3.74 -65.6 -0.432    18.28 19.26 02a57382o0212o  0.811321
57383.346107 18.978793      NaN    -17    31 o    0   1.27 42.72928 -2.13982  3284.69  6300.89  4.17 3.92 -68.8 -0.385    18.52 19.77 02a57383o0135o -0.548387
57383.362217 18.623526      NaN     27    34 o    0   1.17 42.72928 -2.13982  2417.89  5138.22  4.28 3.87 -55.0 -0.405    18.48 19.70 02a57383o0161o  0.794118
57383.379026 18.729535      NaN    -54    39 o    0   1.13 42.72928 -2.13982  2122.04  6881.64  4.43 4.01 -63.3 -0.394    18.40 19.62 02a57383o0188o -1.384615
57385.206442 18.816441      NaN     30    26 o    0   1.00 42.72928 -2.13982  7726.12  2591.19  4.16 3.93  71.5 -0.446    18.86 20.39 02a57385o0051o  1.153846
57385.207067 18.978793      NaN     -3    31 o    0   0.87 42.72928 -2.13982  7725.76  2591.04  4.30 4.06  36.2 -0.456    18.86 20.44 02a57385o0052o -0.096774
57385.207701 19.051202      NaN     -6    29 o    0   1.02 42.72928 -2.13982  7725.73  2590.65  4.19 3.95  47.2 -0.455    18.90 20.48 02a57385o0053o -0.206897
57386.208211 18.657725      NaN     56    23 o    0   0.92 42.72928 -2.13982  3578.37  2578.35  4.09 3.81 -43.6 -0.455    19.09 20.76 02a57386o0051o  2.434783
57386.208835 19.169763      NaN    -14    26 o    0   0.72 42.72928 -2.13982  3578.45  2578.11  4.14 3.81 -43.6 -0.456    19.11 20.80 02a57386o0052o -0.538462
57386.209447 19.302877      NaN    -41    23 o    0   1.19 42.72928 -2.13982  3578.37  2578.03  4.11 3.80 -53.5 -0.464    19.12 20.83 02a57386o0053o -1.782609
57387.209684 19.212347      NaN    -16    25 o    0   0.97 42.72928 -2.13982  1378.17  2569.84  4.27 3.48 -38.1 -0.522    19.15 20.69 02a57387o0050o -0.640000
57387.210305 19.115465      NaN     16    22 o    0   0.86 42.72928 -2.13982  1378.17  2569.75  4.28 3.48 -42.2 -0.517    19.28 20.69 02a57387o0051o  0.727273
57387.210923 19.351140      NaN    -13    22 o    0   1.01 42.72928 -2.13982  1378.06  2569.61  4.26 3.47 -42.1 -0.521    19.29 20.71 02a57387o0052o -0.590909
