         MJD         m       dm    uJy  duJy F  err  chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs    __tmp_SN
57227.607134 19.169763      NaN    -28    26 o    0   1.15 42.73262 -2.13844  8895.49   122.20  3.99 3.55  29.2 -0.500    19.16 20.77 02a57227o0386o   -1.076923
57229.574700 19.302877      NaN    -16    23 o    0   1.12 42.73262 -2.13844  7940.53  4619.65  3.66 3.34  86.8 -0.435    19.07 20.64 02a57229o0445o   -0.695652
57229.590646 19.351140      NaN    -15    22 o    0   0.79 42.73262 -2.13844  7944.16  4626.28  3.55 3.20 -89.4 -0.440    19.15 20.72 02a57229o0456o   -0.681818
57318.355373 18.748255      NaN      1    38 o    0   1.05 42.73262 -2.13844  8008.20  4631.46  4.43 3.98  88.4 -0.455    18.51 19.87 02a57318o0250o    0.026316
57318.381763 18.910912      NaN    -18    33 o    0   1.14 42.73262 -2.13844  8005.17  4636.76  4.39 3.91 -87.1 -0.449    18.58 19.96 02a57318o0291o   -0.545455
57318.408161 18.504094      NaN     42    34 o    0   0.98 42.73262 -2.13844  9470.10  3193.21  4.83 4.26  47.7 -0.475    18.65 20.00 02a57318o0332o    1.235294
57318.434529 19.051202      NaN    -45    29 o    0   1.36 42.73262 -2.13844  9465.08  3199.61  4.73 4.09  44.7 -0.486    18.70 20.08 02a57318o0373o   -1.551724
57353.368574 18.226218      NaN     30    52 o    0   1.04 42.73262 -2.13844  2715.32  6004.82  3.85 3.51 -69.5 -0.432    18.09 18.72 02a57353o0308o    0.576923
57353.377137 18.317510      NaN    -82    57 o    0   1.26 42.73262 -2.13844  2713.30  6005.07  3.83 3.53 -69.4 -0.422    18.00 18.55 02a57353o0321o   -1.438596
57353.385944 18.094452      NaN     30    60 o    0   1.22 42.73262 -2.13844  2712.60  6005.99  3.76 3.42 -68.3 -0.431    17.90 18.39 02a57353o0334o    0.500000
57353.394946 18.009935      NaN     32    65 o    0   1.09 42.73262 -2.13844  2712.75  6006.72  3.86 3.52 -71.4 -0.421    17.94 18.48 02a57353o0347o    0.492308
57354.382551 18.158337      NaN    -66    66 o    0   1.51 42.73262 -2.13844  2711.53  6008.35  3.71 3.45 -74.9 -0.424    17.79 18.30 02a57354o0332o   -1.000000
57354.390860 18.311179      NaN     13    53 o    0   1.12 42.73262 -2.13844  2712.31  6008.78  3.65 3.37 -74.7 -0.440    18.09 18.76 02a57354o0345o    0.245283
57354.399162 18.191747      NaN     18    58 o    0   1.32 42.73262 -2.13844  2712.09  6009.21  3.68 3.40 -72.6 -0.430    17.94 18.51 02a57354o0358o    0.310345
57354.407447 17.797727      NaN    -18    92 o    0   1.29 42.73262 -2.13844  2712.04  6009.13  3.73 3.46 -67.5 -0.423    17.52 17.89 02a57354o0371o   -0.195652
57356.390327 18.666446      NaN     52    24 o    0   0.92 42.73262 -2.13844  2712.81  6009.27  3.87 3.54 -67.1 -0.413    18.97 20.39 02a57356o0259o    2.166667
57356.398573 19.401649      NaN     -6    21 o    0   1.19 42.73262 -2.13844  2713.09  6010.16  3.94 3.63 -66.4 -0.411    18.94 20.39 02a57356o0272o   -0.285714
