         MJD         m       dm  uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs  __tmp_SN
57246.548389 19.589310      NaN    5    16 c    0   1.78 42.72593 -2.13844  7974.58  4603.67 3.74 3.54  83.3 -0.415    19.44 21.27 02a57246o0413c  0.312500
57246.579236 19.569016      NaN  -11    18 c    0   0.79 42.72593 -2.13844  7972.11  4610.18 3.82 3.60  80.6 -0.408    19.52 21.44 02a57246o0455c -0.611111
57246.591669 19.841877      NaN  -13    14 c    0   1.29 42.72593 -2.13844  9429.31  3164.19 3.80 3.56  43.0 -0.442    19.58 21.51 02a57246o0473c -0.928571
57246.622173 19.841877      NaN  -21    14 c    0   1.25 42.72593 -2.13844  9426.25  3170.32 3.85 3.54  54.4 -0.443    19.54 21.41 02a57246o0515c -1.500000
57334.461959 19.569016      NaN  -13    18 c    0   0.90 42.72593 -2.13844  2721.76  6009.07 4.23 4.00 -60.6 -0.363    19.39 21.33 02a57334o0412c -0.722222
57334.530093 19.183773      NaN   32    15 c    0   1.38 42.72593 -2.13844  1254.79  7460.86 4.10 3.83 -65.4 -0.402    19.36 21.18 02a57334o0471c  2.133333
57334.560663 19.841877      NaN   -5    14 c    0   1.85 42.72593 -2.13844  1261.87  7462.47 4.05 3.77 -66.0 -0.410    19.21 20.90 02a57334o0515c -0.357143
57339.443151 19.318728      NaN   17    17 c    0   1.12 42.72593 -2.13844  1251.20  7463.52 4.18 3.96 -65.1 -0.402    19.47 21.46 02a57339o0001c  1.000000
57374.324140 18.649074      NaN   -8    42 c    0   1.45 42.72593 -2.13844  3200.06  5494.05 4.68 4.00   0.2 -0.350    18.25 20.11 02a57374o0133c -0.190476
57374.340067 18.267867      NaN   74    35 c    0   1.20 42.72593 -2.13844  3490.19  6079.26 4.07 3.48 -31.8 -0.407    18.55 20.22 02a57374o0159c  2.114286
57374.356679 18.757738      NaN  -41    38 c    0   0.98 42.72593 -2.13844  2626.17  4918.30 3.72 3.38 -42.2 -0.426    18.60 20.22 02a57374o0186c -1.078947
57374.384024 18.438271      NaN  -26    51 c    0   1.55 42.72593 -2.13844  2329.98  6667.67 3.76 2.73  79.9 -0.465    18.11 19.66 02a57374o0229c -0.509804
57390.197548 17.613631      NaN  102    75 c    0   1.15 42.72593 -2.13844  3296.72  2574.35 5.18 4.89 -10.3 -0.371    17.83 18.76 02a57390o0030c  1.360000
57390.198169 18.048890      NaN   21    66 c    0   0.97 42.72593 -2.13844  3296.69  2574.59 4.91 4.70 -13.8 -0.377    17.97 18.94 02a57390o0031c  0.318182
57390.198784 18.243872      NaN  -44    61 c    0   0.97 42.72593 -2.13844  3296.18  2574.71 5.03 4.69 -12.7 -0.380    18.05 19.10 02a57390o0032c -0.721311
57391.198030 17.736543      NaN   61    77 c    0   1.08 42.72593 -2.13844  1099.65  2558.27 4.70 4.06 -25.4 -0.476    18.04 18.83 02a57391o0031c  0.792208
57391.198645 18.058851      NaN   37    60 c    0   1.27 42.72593 -2.13844  1099.52  2558.40 4.71 4.10 -30.1 -0.461    18.14 19.01 02a57391o0032c  0.616667
57391.199277 18.261819      NaN   12    56 c    0   1.22 42.72593 -2.13844  1099.29  2558.54 4.60 4.03 -35.6 -0.473    18.25 19.18 02a57391o0033c  0.214286
57398.302394 19.549093      NaN    1    18 c    0   0.89 42.72593 -2.13844  2987.29  5656.48 4.14 3.73 -58.7 -0.427    19.56 21.56 02a57398o0173c  0.055556
