Nested Sampling Global Log-Evidence           :   -0.568220730901844675E+02  +/-    0.661428007313688560E+00
Nested Importance Sampling Global Log-Evidence:   -0.616206285331867676E+02  +/-    0.342791842555667733E-01

Dim No.       Mean        Sigma
   1    0.113044638748258180E+00    0.196004949720860779E-01
   2   -0.183354760584705474E+02    0.198154481198183241E+01
   3    0.115387345193686963E+01    0.516000757305428159E-01
   4    0.214589291350610756E+01    0.738369187259452359E-01
   5    0.649653812003952308E-02    0.515523571988238394E-03
   6    0.237562932846781605E+01    0.349778687390704612E+00
   7   -0.166426602987391203E+01    0.440388626144963991E+00
   8   -0.956515686857816183E-01    0.234014240811342041E-01
   9   -0.544722814773431274E+01    0.208320863746914542E+01
  10   -0.136255001052360936E+00    0.661507397892804050E-01
  11   -0.119858933437986329E+00    0.603259566844951828E-01
  12    0.101886790645369818E+00    0.421366267931765764E-01
  13    0.228726473138477854E+00    0.161877706831383944E+00
  14   -0.105645233156089025E+01    0.527405789957714546E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.109315132817217053E+00
   2   -0.187397854961351982E+02
   3    0.113525575563624703E+01
   4    0.218523694449352579E+01
   5    0.634343494546307958E-02
   6    0.289619460864243461E+01
   7   -0.123864597172553692E+01
   8   -0.848784869204697312E-01
   9   -0.526848806876235454E+01
  10   -0.183765271742709985E+00
  11   -0.160450529206028425E+00
  12    0.133227817674600985E+00
  13    0.441751269137608815E-01
  14   -0.115843243007106977E+01

MAP Parameters
Dim No.        Parameter
   1    0.109315132817217053E+00
   2   -0.187397854961351982E+02
   3    0.113525575563624703E+01
   4    0.218523694449352579E+01
   5    0.634343494546307958E-02
   6    0.289619460864243461E+01
   7   -0.123864597172553692E+01
   8   -0.848784869204697312E-01
   9   -0.526848806876235454E+01
  10   -0.183765271742709985E+00
  11   -0.160450529206028425E+00
  12    0.133227817674600985E+00
  13    0.441751269137608815E-01
  14   -0.115843243007106977E+01
