Nested Sampling Global Log-Evidence           :   -0.371394904598912579E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.423400606283542214E+01  +/-    0.739997148144686812E-01

Dim No.       Mean        Sigma
   1    0.688621439599111929E-01    0.553973124154886272E-03
   2   -0.213060687288249433E+02    0.530805411759947110E+00
   3    0.162311419456777228E+01    0.277618386491890580E-02
   4    0.139385272800335769E+01    0.107747831607982111E-01
   5    0.128066938713079208E-01    0.171034369081306373E-03
   6    0.223171429786849718E+01    0.663530446128551919E-02
   7   -0.200250785748131532E+01    0.101133023090557980E+00
   8   -0.189917505851708496E+00    0.301983386965409481E-02
   9   -0.496277893975456941E+01    0.862938462893116931E+00
  10    0.380685343814915061E-01    0.135503158737838511E-01
  11   -0.118213280708986998E+00    0.259954631173701968E-01
  12   -0.390697826281473856E-01    0.248421104386045075E-01
  13   -0.455943149993153884E+00    0.256169406925597365E-01
  14   -0.107341330166884075E+01    0.121271710921537733E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.697818503949445279E-01
   2   -0.218278058997842628E+02
   3    0.162187205043265559E+01
   4    0.140202090569067184E+01
   5    0.130092567250850218E-01
   6    0.224209433881082454E+01
   7   -0.195641898174979278E+01
   8   -0.185627017067105993E+00
   9   -0.422817742958510134E+01
  10    0.313201637065707861E-01
  11   -0.923655679789653627E-01
  12   -0.141157892612239939E-01
  13   -0.470372363207266775E+00
  14   -0.107357051527730385E+01

MAP Parameters
Dim No.        Parameter
   1    0.690240460317460836E-01
   2   -0.208400165140265408E+02
   3    0.162312792861174282E+01
   4    0.139153306090472051E+01
   5    0.126032198492058590E-01
   6    0.223625075730164546E+01
   7   -0.198971490264380924E+01
   8   -0.185669995134469856E+00
   9   -0.491071012552751718E+01
  10    0.437259457653129818E-01
  11   -0.144242859409724450E+00
  12   -0.986849889589655888E-01
  13   -0.454116841866922805E+00
  14   -0.109257857541989734E+01
