Nested Sampling Global Log-Evidence           :   -0.273290557516181103E+02  +/-    0.189025213417928967E+00
Nested Importance Sampling Global Log-Evidence:   -0.301729965875055051E+02  +/-    0.110227351483429326E+00

Dim No.       Mean        Sigma
   1    0.748931515201435444E-01    0.463997067609111177E-01
   2   -0.176435801825737428E+02    0.798524302770561611E+01
   3    0.680051740208094335E+00    0.431444497191873888E+00
   4    0.118194148290735046E+01    0.423619528301297954E+00
   5    0.919078765474712865E-02    0.437963815667035978E-02
   6    0.220204569004876305E+01    0.361366184456447415E+00
   7   -0.171586584700145428E+01    0.418950863494397530E+00
   8   -0.158082089302565898E+00    0.845402298191506585E-01
   9   -0.400550064162692632E+01    0.392211912823281317E+01
  10   -0.112445627302261028E+00    0.172363484042253240E+00
  11   -0.153711952678429603E-01    0.145322498738140155E+00
  12   -0.665193803122378774E-01    0.235973021132374228E+00
  13   -0.243927233640734820E+00    0.240083517676965258E+00
  14   -0.106292527081290489E+01    0.484329959951494277E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.757402126010656013E-01
   2   -0.127611715758814803E+02
   3    0.147761616362289150E+01
   4    0.636178486190932868E+00
   5    0.219477035575859226E-02
   6    0.281078710449032254E+01
   7   -0.159411310243123361E+01
   8   -0.162314425935434381E+00
   9    0.937144354114408440E+00
  10    0.458117065773863685E-01
  11    0.364927222262698484E-01
  12   -0.550428658398044002E+00
  13   -0.571069762747610232E+00
  14   -0.109108326004742251E+01

MAP Parameters
Dim No.        Parameter
   1    0.757402126010656013E-01
   2   -0.127611715758814803E+02
   3    0.147761616362289150E+01
   4    0.636178486190932868E+00
   5    0.219477035575859226E-02
   6    0.281078710449032254E+01
   7   -0.159411310243123361E+01
   8   -0.162314425935434381E+00
   9    0.937144354114408440E+00
  10    0.458117065773863685E-01
  11    0.364927222262698484E-01
  12   -0.550428658398044002E+00
  13   -0.571069762747610232E+00
  14   -0.109108326004742251E+01
