Nested Sampling Global Log-Evidence           :   -0.239004379226039942E+01  +/-                         NaN
Nested Importance Sampling Global Log-Evidence:   -0.309945890989497563E+01  +/-    0.110785062939508988E+00

Dim No.       Mean        Sigma
   1    0.859151515637760974E-02    0.134038056138849754E-01
   2   -0.962267082442212462E+01    0.160168408130725304E+01
   3    0.539682211048645222E+00    0.595217475134322202E-01
   4    0.491902914599873120E+00    0.633747594940335807E-01
   5    0.133741337718369605E-01    0.791796035972040335E-03
   6    0.518195084390153382E+00    0.112068235868777136E+00
   7   -0.195412441518798397E+01    0.364878993996493595E-01
   8   -0.870075338116823860E-01    0.213539848679382832E-01
   9   -0.190299454780389499E+01    0.714922913258781323E+00
  10   -0.153817825448588436E+00    0.245379365126027135E-01
  11   -0.944956424899425912E-01    0.428306673105693994E-01
  12   -0.382850308656112748E+00    0.107500800979092065E+00
  13   -0.170876124629481263E+00    0.419505045498703918E-01
  14   -0.108630146714959830E+01    0.856851044455174751E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.279579690212678790E-02
   2   -0.617123746741557433E+01
   3    0.540491431117841037E+00
   4    0.460340475849440267E+00
   5    0.119845387134430627E-01
   6    0.307991427701027998E+00
   7   -0.192147299997199150E+01
   8   -0.668530877776678245E-01
   9   -0.161323245511209068E+01
  10   -0.159775210351535885E+00
  11   -0.130465865020294336E+00
  12   -0.252454658621668604E+00
  13   -0.132524197876297684E+00
  14   -0.107368571293083948E+01

MAP Parameters
Dim No.        Parameter
   1    0.249786622448667193E-01
   2   -0.123846008345121366E+02
   3    0.554271300366883213E+00
   4    0.503298758341120922E+00
   5    0.135353122782775059E-01
   6    0.550324004768456332E+00
   7   -0.198444643622457928E+01
   8   -0.729544402600770525E-01
   9   -0.216488069600129629E+01
  10   -0.130512333138644493E+00
  11   -0.472218423441909604E-01
  12   -0.474137375557308283E+00
  13   -0.215303193796131748E+00
  14   -0.108426164330555364E+01
