Nested Sampling Global Log-Evidence           :   -0.105884214959982569E+04  +/-    0.121046736374504960E+01
Nested Importance Sampling Global Log-Evidence:   -0.106176175945518867E+04  +/-    0.352144668692995835E-01

Dim No.       Mean        Sigma
   1    0.499685350014123397E+00    0.250789686072613936E-03
   2    0.121847422753516170E+02    0.427881079376170925E+00
   3    0.249392983055591821E+00    0.895111274921858574E-01
   4    0.178618218037441912E+01    0.101098681090725766E-01
   5    0.193099041626586850E-04    0.125911293190489879E-04
   6    0.220609024558374900E+01    0.642648058284910929E-02
   7   -0.157002224566097937E+01    0.346496245507744993E+00
   8    0.274447699663900660E-01    0.303138897837284434E-01
   9    0.260567977506739545E+01    0.488618091240893115E+00
  10   -0.432771962959262901E+00    0.131449724332318107E+00
  11   -0.226155718860051258E+00    0.959223869213495089E-01
  12   -0.115074416060226878E+00    0.176356291830951528E+00
  13   -0.203199470830617013E+00    0.120029651179274985E-01
  14   -0.105026499767625592E+01    0.363820349737039653E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.499657274416709374E+00
   2    0.122981402412930692E+02
   3    0.324609532655013910E+00
   4    0.178029902458098888E+01
   5    0.883899514626633465E-05
   6    0.220346888880138936E+01
   7   -0.124678522151608706E+01
   8    0.265503021632063629E-01
   9    0.252847641255572020E+01
  10   -0.680302256294016194E+00
  11   -0.226556503153911154E+00
  12   -0.321861839394802784E+00
  13   -0.188849080530952562E+00
  14   -0.107071974726511288E+01

MAP Parameters
Dim No.        Parameter
   1    0.499657274416709374E+00
   2    0.122981402412930692E+02
   3    0.324609532655013910E+00
   4    0.178029902458098888E+01
   5    0.883899514626633465E-05
   6    0.220346888880138936E+01
   7   -0.124678522151608706E+01
   8    0.265503021632063629E-01
   9    0.252847641255572020E+01
  10   -0.680302256294016194E+00
  11   -0.226556503153911154E+00
  12   -0.321861839394802784E+00
  13   -0.188849080530952562E+00
  14   -0.107071974726511288E+01
