Nested Sampling Global Log-Evidence           :   -0.401781905710837464E+02  +/-    0.611604551521607198E+00
Nested Importance Sampling Global Log-Evidence:   -0.460329511623752552E+02  +/-    0.391459623371884710E-01

Dim No.       Mean        Sigma
   1    0.193818699754446239E+00    0.153472210795095303E-01
   2   -0.285942350029016197E+02    0.157563893356627704E+01
   3    0.127036599637152481E+01    0.389712420354636421E-01
   4    0.102201334139694788E+01    0.178327051935959435E+00
   5    0.726538704545456188E-02    0.286155478252881658E-02
   6    0.181989503944970155E+01    0.112914786107650780E-01
   7   -0.174772110078774801E+01    0.434238445667986361E+00
   8   -0.282224244051629408E-01    0.297826554508867497E-01
   9   -0.213804638683886239E+01    0.313332121631193594E+01
  10   -0.597702444619390080E-01    0.693621598439026488E-01
  11   -0.309096594748947823E-01    0.146114914889552139E+00
  12   -0.271587777503756012E+00    0.213835580889288723E+00
  13   -0.149869452921937901E+00    0.182570141955472297E-01
  14   -0.106541678908753545E+01    0.604633424956002377E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.193549898976267315E+00
   2   -0.279281731662372437E+02
   3    0.130706546538403590E+01
   4    0.956829889873041628E+00
   5    0.379983015070393948E-02
   6    0.181126602022748995E+01
   7   -0.274188112617697044E+01
   8   -0.198592375462883705E-01
   9    0.361890712226542455E+00
  10   -0.481803502140499135E-01
  11    0.643114611285765803E-01
  12   -0.128775781264067052E+00
  13   -0.167033494987198827E+00
  14   -0.101552906638161611E+01

MAP Parameters
Dim No.        Parameter
   1    0.193549898976267315E+00
   2   -0.279281731662372437E+02
   3    0.130706546538403590E+01
   4    0.956829889873041628E+00
   5    0.379983015070393948E-02
   6    0.181126602022748995E+01
   7   -0.274188112617697044E+01
   8   -0.198592375462883705E-01
   9    0.361890712226542455E+00
  10   -0.481803502140499135E-01
  11    0.643114611285765803E-01
  12   -0.128775781264067052E+00
  13   -0.167033494987198827E+00
  14   -0.101552906638161611E+01
